Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;218;"1191";"1328";"0325";10182;"05EJ";"Região Centro-Oeste";"%";0,11;0,15;0,15;0,16;
2025;218;"1191";"1328";"0325";10182;"05EJ";"Região Nordeste";"%";0,67;0,90;0,94;0,99;
2025;218;"1191";"1328";"0325";10182;"05EJ";"Região Norte";"%";0,09;0,12;0,13;0,13;
2025;218;"1191";"1328";"0325";10182;"05EJ";"Região Sudeste";"%";0,09;0,12;0,13;0,13;
2025;218;"1191";"1328";"0325";10182;"05EJ";"Região Sul";"%";0,04;0,05;0,06;0,06;
2025;218;"1191";"1328";"0328";10086;"05DL";"Região Centro-Oeste";;3.107,00;2.355,00;2.468,00;2.590,00;
2025;218;"1191";"1328";"0328";10086;"05DL";"Região Nordeste";;4.315,00;10.435,00;11.716,00;12.939,00;
2025;218;"1191";"1328";"0328";10086;"05DL";"Região Norte";;4.315,00;7.710,00;8.074,00;6.439,00;
2025;218;"1191";"1328";"0328";10086;"05DL";"Região Sudeste";;2.763,00;2.513,00;2.855,00;3.209,00;
2025;218;"1191";"1328";"0328";10086;"05DL";"Região Sul";;2.763,00;330,00;398,00;477,00;
2025;218;"1191";"1328";"0330";10532;"05H6";"Região Nordeste";;572.505,00;995.490,00;1.107.990,00;1.188.000,00;
2025;218;"1191";"1328";"0330";10532;"05H6";"Região Norte";;4.073,00;5.500,00;5.750,00;6.000,00;
2025;218;"1191";"1328";"0330";10532;"05H6";"Região Sudeste";;70.343,00;105.110,00;117.360,00;126.000,00;
2025;218;"1191";"1328";"0334";10322;"05FT";"Região Centro-Oeste";;7.198,00;11.250,00;11.260,00;11.270,00;
2025;218;"1191";"1328";"0334";10322;"05FT";"Região Nordeste";;348.830,00;577.520,00;561.850,00;563.800,00;
2025;218;"1191";"1328";"0334";10322;"05FT";"Região Norte";;17.745,00;44.680,00;33.670,00;34.240,00;
2025;218;"1191";"1328";"0334";10322;"05FT";"Região Sudeste";;48.587,00;79.450,00;79.700,00;79.950,00;
2025;218;"1191";"1328";"0334";10322;"05FT";"Região Sul";;42.640,00;88.300,00;88.520,00;88.740,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Distrito Federal";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado da Bahia";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado da Paraíba";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Alagoas";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Goiás";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Mato Grosso";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Mato Grosso do Sul";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Minas Gerais";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Pernambuco";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Rondônia";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Roraima";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Santa Catarina";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de São Paulo";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado de Sergipe";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Acre";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Amapá";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Amazonas";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Ceará";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Espírito Santo";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Maranhão";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Pará";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Paraná";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Piauí";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Rio de Janeiro";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Rio Grande do Norte";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Rio Grande do Sul";"%";25,00;40,00;50,00;60,00;
2025;218;"2310";"1253";"0141";10266;"05FC";"No Estado do Tocantins";"%";25,00;40,00;50,00;60,00;
2025;218;"4006";"1338";"0477";10990;"05MB";"Região Centro-Oeste";"unidade";200,00;400,00;600,00;800,00;
2025;218;"4006";"1338";"0477";10990;"05MB";"Região Nordeste";"unidade";800,00;1.600,00;2.400,00;3.200,00;
2025;218;"4006";"1338";"0477";10990;"05MB";"Região Norte";"unidade";300,00;600,00;900,00;1.200,00;
2025;218;"4006";"1338";"0477";10990;"05MB";"Região Sudeste";"unidade";400,00;800,00;1.200,00;1.600,00;
2025;218;"4006";"1338";"0477";10990;"05MB";"Região Sul";"unidade";300,00;600,00;900,00;1.200,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Região Centro-Oeste";"unidade";252,00;520,00;780,00;1.680,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Região Nordeste";"unidade";2.268,00;4.680,00;7.020,00;15.120,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Região Norte";"unidade";189,00;390,00;585,00;1.260,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Região Sudeste";"unidade";2.331,00;4.810,00;7.215,00;15.540,00;
2025;218;"4006";"1338";"0478";11048;"05OI";"Região Sul";"unidade";1.260,00;2.600,00;3.900,00;8.400,00;
2025;218;"5136";"1327";"0346";10168;"05EK";"Região Centro-Oeste";"unidade";400,00;340,00;350,00;350,00;
2025;218;"5136";"1327";"0346";10168;"05EK";"Região Nordeste";"unidade";4.850,00;680,00;700,00;700,00;
2025;218;"5136";"1327";"0346";10168;"05EK";"Região Norte";"unidade";7.250,00;5.100,00;5.250,00;5.250,00;
2025;218;"5136";"1327";"0346";10168;"05EK";"Região Sudeste";"unidade";350,00;340,00;350,00;350,00;
2025;218;"5136";"1327";"0346";10168;"05EK";"Região Sul";"unidade";950,00;340,00;350,00;350,00;
2025;218;"5636";"1296";"0339";9708;"05A6";"Região Centro-Oeste";"unidade";20,00;88,00;88,00;88,00;
2025;218;"5636";"1296";"0339";9708;"05A6";"Região Nordeste";"unidade";20,00;280,00;280,00;280,00;
2025;218;"5636";"1296";"0339";9708;"05A6";"Região Norte";"unidade";20,00;90,00;90,00;90,00;
2025;218;"5636";"1296";"0339";9708;"05A6";"Região Sudeste";"unidade";20,00;292,00;292,00;292,00;
2025;218;"5636";"1296";"0339";9708;"05A6";"Região Sul";"unidade";20,00;750,00;750,00;750,00;
2025;218;"5812";"1287";"0077";10960;"06L8";"Região Centro-Oeste";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;218;"5812";"1287";"0077";10960;"06L8";"Região Nordeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;218;"5812";"1287";"0077";10960;"06L8";"Região Norte";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;218;"5812";"1287";"0077";10960;"06L8";"Região Sudeste";"pessoas/ano";1.250,00;700,00;700,00;700,00;
2025;218;"5812";"1287";"0077";10960;"06L8";"Região Sul";"pessoas/ano";1.250,00;200,00;200,00;200,00;
2025;218;"5837";"1325";"0302";10978;"06U6";"Região Nordeste";;12,00;24,00;36,00;48,00;
2025;218;"5837";"1325";"0302";10978;"06U6";"Região Norte";;8,00;16,00;24,00;32,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Região Centro-Oeste";"%";10,00;10,00;10,00;10,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Região Nordeste";"%";20,00;20,00;20,00;20,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Região Norte";"%";20,00;20,00;20,00;20,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Região Sudeste";"%";30,00;30,00;30,00;30,00;
2025;219;"5661";"1289";"0060";11628;"0742";"Região Sul";"%";20,00;20,00;20,00;20,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"unidade";7,50;6,90;6,30;5,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Altamira";"unidade";14,00;12,90;11,70;10,60;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"unidade";22,10;20,30;18,50;16,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"unidade";21,20;19,50;17,70;16,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"unidade";53,60;49,30;44,90;40,60;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"unidade";13,00;12,00;10,90;9,90;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"unidade";22,10;20,30;18,50;16,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Araguaia";"unidade";21,90;20,10;18,30;16,50;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Bahia";"unidade";3,30;3,30;3,30;3,30;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Ceará";"unidade";2,30;2,30;2,30;2,30;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Cuiabá";"unidade";19,00;17,50;15,90;14,40;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"unidade";13,10;12,60;11,50;10,40;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Interior Sul";"unidade";15,30;14,10;12,90;11,10;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"unidade";17,30;15,90;14,50;13,10;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"unidade";13,60;12,50;11,00;10,30;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Leste de Roraima";"unidade";11,30;10,40;9,50;8,50;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Litoral Sul";"unidade";5,00;5,00;5,00;5,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Manaus";"unidade";1,60;1,60;1,60;1,60;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Maranhão";"unidade";5,50;5,10;5,10;5,10;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"unidade";9,40;8,60;7,90;7,10;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"unidade";9,80;9,00;8,20;7,50;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"unidade";31,40;28,80;26,30;23,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"unidade";22,50;20,70;18,90;17,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Parintins";"unidade";3,70;3,70;3,70;3,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Pernambuco";"unidade";5,20;5,20;5,20;5,20;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Porto Velho";"unidade";15,10;13,90;12,70;11,40;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Potiguara";"unidade";5,10;5,10;5,10;5,10;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Rio Tapajós";"unidade";19,80;18,20;16,60;15,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Tocantins";"unidade";10,10;9,30;8,50;7,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vale do Javari";"unidade";47,20;43,40;39,50;35,70;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vilhena";"unidade";9,90;9,10;8,30;7,50;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xavante";"unidade";44,00;40,40;36,90;33,30;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xingu";"unidade";10,60;9,70;8,80;8,00;
2025;220;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Yanomami";"unidade";65,50;60,20;54,90;49,50;
2025;221;"2301";"1267";"0419";10323;"05Y1";"Região Centro-Oeste";"unidade";75.000,00;20.000,00;20.000,00;25.000,00;
2025;221;"2301";"1267";"0419";10323;"05Y1";"Região Sudeste";"unidade";175.000,00;65.000,00;65.000,00;75.000,00;
2025;221;"5129";"1249";"0002";10976;"05N8";"Região Centro-Oeste";"%";84,00;84,50;85,00;86,00;
2025;221;"5129";"1249";"0002";10976;"05N8";"Região Nordeste";"%";85,50;85,60;85,80;86,00;
2025;221;"5129";"1249";"0002";10976;"05N8";"Região Norte";"%";85,00;85,30;85,60;86,00;
2025;221;"5129";"1249";"0002";10976;"05N8";"Região Sudeste";"%";81,00;83,00;85,00;86,00;
2025;221;"5129";"1249";"0002";10976;"05N8";"Região Sul";"%";81,00;83,00;85,00;86,00;
2025;221;"5131";"1322";"0341";9668;"059P";"Região Centro-Oeste";"%";50,00;75,00;85,00;95,00;
2025;221;"5131";"1322";"0341";9668;"059P";"Região Nordeste";"%";52,00;78,00;89,00;97,00;
2025;221;"5131";"1322";"0341";9668;"059P";"Região Norte";"%";51,00;75,00;86,00;95,00;
2025;221;"5131";"1322";"0341";9668;"059P";"Região Sudeste";"%";48,00;73,00;83,00;93,00;
2025;221;"5131";"1322";"0341";9668;"059P";"Região Sul";"%";48,00;73,00;83,00;93,00;
2025;222;"1617";"1305";"0168";11182;"06RB";"Região Centro-Oeste";"%";0,20;0,40;0,70;0,90;
2025;222;"1617";"1305";"0168";11182;"06RB";"Região Nordeste";"%";0,30;0,50;0,70;0,70;
2025;222;"1617";"1305";"0168";11182;"06RB";"Região Norte";"%";0,40;0,70;1,10;1,30;
2025;222;"1617";"1305";"0168";11182;"06RB";"Região Sudeste";"%";0,10;0,20;0,30;0,50;
2025;222;"1617";"1305";"0168";11182;"06RB";"Região Sul";"%";0,20;0,40;0,50;0,60;
2025;224;"5111";"1281";"0450";10591;"06Q7";"Região Centro-Oeste";"unidade";40.135,00;37.532,00;35.824,00;33.289,00;
2025;224;"5111";"1281";"0450";10591;"06Q7";"Região Nordeste";"unidade";59.471,00;59.164,00;57.857,00;56.650,00;
2025;224;"5111";"1281";"0450";10591;"06Q7";"Região Norte";"unidade";170.527,00;161.423,00;179.287,00;188.674,00;
2025;224;"5111";"1281";"0450";10591;"06Q7";"Região Sudeste";"unidade";9.750,00;10.243,00;10.984,00;11.726,00;
2025;224;"5111";"1281";"0450";10591;"06Q7";"Região Sul";"unidade";14.836,00;14.573,00;14.510,00;14.547,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Distrito Federal";"unidade";1.000,00;3.000,00;6.000,00;11.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado da Bahia";"unidade";230.100,00;530.100,00;885.000,00;1.290.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado da Paraíba";"unidade";100,00;1.100,00;3.000,00;6.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Alagoas";"unidade";100,00;1.100,00;5.000,00;8.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Goiás";"unidade";148.000,00;328.000,00;558.000,00;838.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Mato Grosso";"unidade";98.000,00;223.000,00;388.000,00;583.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Mato Grosso do Sul";"unidade";33.000,00;76.000,00;128.000,00;198.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Minas Gerais";"unidade";737.000,00;1.584.000,00;2.478.000,00;3.469.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Pernambuco";"unidade";17.000,00;37.000,00;50.000,00;75.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Rondônia";"unidade";100,00;1.100,00;3.100,00;6.100,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Roraima";"unidade";12.000,00;28.000,00;55.000,00;79.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Santa Catarina";"unidade";449.000,00;997.000,00;1.637.000,00;2.317.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de São Paulo";"unidade";1.000,00;2.000,00;4.000,00;7.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado de Sergipe";"unidade";100,00;1.100,00;5.000,00;8.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Acre";"unidade";42.000,00;92.000,00;162.000,00;252.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Amapá";"unidade";100,00;1.100,00;3.100,00;6.100,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Amazonas";"unidade";25.400,00;55.400,00;100.400,00;174.400,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Ceará";"unidade";90.000,00;203.000,00;350.000,00;535.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Espírito Santo";"unidade";1.000,00;2.000,00;4.000,00;7.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Maranhão";"unidade";100,00;1.100,00;3.000,00;6.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Pará";"unidade";300,00;1.300,00;3.300,00;6.300,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Paraná";"unidade";500,00;1.500,00;6.500,00;16.500,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Piauí";"unidade";12.000,00;24.000,00;44.000,00;64.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Rio de Janeiro";"unidade";1.000,00;2.000,00;4.000,00;7.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Rio Grande do Norte";"unidade";500,00;1.500,00;5.000,00;8.000,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Rio Grande do Sul";"unidade";500,00;1.500,00;6.500,00;16.500,00;
2025;225;"5121";"1316";"0367";9736;"05QZ";"No Estado do Tocantins";"unidade";100,00;1.100,00;3.100,00;6.100,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"unidade";7,50;6,90;6,30;5,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Altamira";"unidade";14,00;12,90;11,70;10,60;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"unidade";22,10;20,30;18,50;16,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"unidade";21,20;19,50;17,70;16,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"unidade";53,60;49,30;44,90;40,60;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"unidade";13,00;12,00;10,90;9,90;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"unidade";22,10;20,30;18,50;16,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Araguaia";"unidade";21,90;20,10;18,30;16,50;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Bahia";"unidade";3,30;3,30;3,30;3,30;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Ceará";"unidade";2,30;2,30;2,30;2,30;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Cuiabá";"unidade";19,00;17,50;15,90;14,40;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"unidade";13,10;12,60;11,50;10,40;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Interior Sul";"unidade";15,30;14,10;12,90;11,10;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"unidade";17,30;15,90;14,50;13,10;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"unidade";13,60;12,50;11,00;10,30;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Leste de Roraima";"unidade";11,30;10,40;9,50;8,50;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Litoral Sul";"unidade";5,00;5,00;5,00;5,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Manaus";"unidade";1,60;1,60;1,60;1,60;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Maranhão";"unidade";5,50;5,10;5,10;5,10;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"unidade";9,40;8,60;7,90;7,10;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"unidade";9,80;9,00;8,20;7,50;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"unidade";31,40;28,80;26,30;23,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"unidade";22,50;20,70;18,90;17,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Parintins";"unidade";3,70;3,70;3,70;3,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Pernambuco";"unidade";5,20;5,20;5,20;5,20;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Porto Velho";"unidade";15,10;13,90;12,70;11,40;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Potiguara";"unidade";5,10;5,10;5,10;5,10;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Rio Tapajós";"unidade";19,80;18,20;16,60;15,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Tocantins";"unidade";10,10;9,30;8,50;7,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vale do Javari";"unidade";47,20;43,40;39,50;35,70;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vilhena";"unidade";9,90;9,10;8,30;7,50;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xavante";"unidade";44,00;40,40;36,90;33,30;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xingu";"unidade";10,60;9,70;8,80;8,00;
2025;225;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Yanomami";"unidade";65,50;60,20;54,90;49,50;
2025;225;"5123";"1280";"0028";8819;"053M";"Acre";;4.474,00;3.639,00;2.805,00;1.969,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Amapá";;2.042,00;1.661,00;1.280,00;898,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Amazonas";;40.568,00;32.998,00;25.427,00;17.859,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Maranhão";;58,00;48,00;37,00;26,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Mato Grosso";;1.180,00;959,00;740,00;519,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Pará";;17.308,00;14.079,00;10.849,00;7.620,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Rondônia";;9.121,00;7.420,00;5.717,00;4.016,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Roraima";;18.784,00;15.278,00;11.773,00;8.268,00;
2025;225;"5123";"1280";"0028";8819;"053M";"Tocantins";;0,00;0,00;0,00;0,00;
2025;226;"1189";"1319";"0271";9464;"060U";"Bioma Caatinga";"ha";28.000.000,00;86.271.660,00;86.271.660,00;86.271.660,00;
2025;226;"1189";"1319";"0271";9464;"060U";"Bioma Cerrado";"ha";2.000.000,00;193.679.324,00;193.679.324,00;193.679.324,00;
2025;226;"1189";"1319";"0271";9464;"060U";"Bioma Mata Atlântica";"ha";0,00;105.963.800,00;105.963.800,00;105.963.800,00;
2025;226;"1189";"1319";"0271";9464;"060U";"Bioma Pampa";"ha";0,00;19.383.600,00;19.383.600,00;19.383.600,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Região Centro-Oeste";;3.107,00;2.355,00;2.468,00;2.590,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Região Nordeste";;4.315,00;10.435,00;11.716,00;12.939,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Região Norte";;4.315,00;7.710,00;8.074,00;6.439,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Região Sudeste";;2.763,00;2.513,00;2.855,00;3.209,00;
2025;226;"1191";"1328";"0328";10086;"05DL";"Região Sul";;2.763,00;330,00;398,00;477,00;
2025;228;"5129";"1249";"0002";10976;"05N8";"Região Centro-Oeste";"%";84,00;84,50;85,00;86,00;
2025;228;"5129";"1249";"0002";10976;"05N8";"Região Nordeste";"%";85,50;85,60;85,80;86,00;
2025;228;"5129";"1249";"0002";10976;"05N8";"Região Norte";"%";85,00;85,30;85,60;86,00;
2025;228;"5129";"1249";"0002";10976;"05N8";"Região Sudeste";"%";81,00;83,00;85,00;86,00;
