Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Litoral Sul";"unidade";5,00;5,00;5,00;5,00;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Manaus";"unidade";1,60;1,60;1,60;1,60;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Maranhão";"unidade";5,50;5,10;5,10;5,10;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"unidade";9,40;8,60;7,90;7,10;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"unidade";9,80;9,00;8,20;7,50;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"unidade";31,40;28,80;26,30;23,70;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"unidade";22,50;20,70;18,90;17,00;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Parintins";"unidade";3,70;3,70;3,70;3,70;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Pernambuco";"unidade";5,20;5,20;5,20;5,20;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Porto Velho";"unidade";15,10;13,90;12,70;11,40;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Potiguara";"unidade";5,10;5,10;5,10;5,10;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Rio Tapajós";"unidade";19,80;18,20;16,60;15,00;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Tocantins";"unidade";10,10;9,30;8,50;7,70;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vale do Javari";"unidade";47,20;43,40;39,50;35,70;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vilhena";"unidade";9,90;9,10;8,30;7,50;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xavante";"unidade";44,00;40,40;36,90;33,30;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xingu";"unidade";10,60;9,70;8,80;8,00;
2025;36;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Yanomami";"unidade";65,50;60,20;54,90;49,50;
2025;36;"5123";"1280";"0472";10782;"05L4";"Região Centro-Oeste";"unidade";726.640,00;871.968,00;1.046.361,00;1.255.634,00;
2025;36;"5123";"1280";"0472";10782;"05L4";"Região Nordeste";"unidade";4.102.195,00;4.922.634,00;5.907.160,00;7.088.593,00;
2025;36;"5123";"1280";"0472";10782;"05L4";"Região Norte";"unidade";1.376.490,00;1.651.789,00;1.982.146,00;2.378.572,00;
2025;36;"5123";"1280";"0472";10782;"05L4";"Região Sudeste";"unidade";3.221.520,00;3.865.823,00;4.638.990,00;5.566.788,00;
2025;36;"5123";"1280";"0472";10782;"05L4";"Região Sul";"unidade";1.695.993,00;2.035.191,00;20.442.229,00;2.930.676,00;
2025;36;"5123";"1280";"0487";10903;"064P";"Região Centro-Oeste";"%";40,00;60,00;80,00;100,00;
2025;36;"5123";"1280";"0487";10903;"064P";"Região Nordeste";"%";40,00;60,00;80,00;100,00;
2025;36;"5123";"1280";"0487";10903;"064P";"Região Norte";"%";40,00;60,00;80,00;100,00;
2025;36;"5123";"1280";"0487";10903;"064P";"Região Sudeste";"%";40,00;60,00;80,00;100,00;
2025;36;"5123";"1280";"0487";10903;"064P";"Região Sul";"%";40,00;60,00;80,00;100,00;
2025;37;"5118";"1331";"0503";11070;"05YK";"Região Centro-Oeste";"unidade";327,00;377,00;427,00;475,00;
2025;37;"5118";"1331";"0503";11070;"05YK";"Região Nordeste";"unidade";1.600,00;1.713,00;1.823,00;1.933,00;
2025;37;"5118";"1331";"0503";11070;"05YK";"Região Norte";"unidade habitacional";340,00;396,00;452,00;509,00;
2025;37;"5118";"1331";"0503";11070;"05YK";"Região Sudeste";"unidade";2.682,00;2.874,00;3.066,00;3.268,00;
2025;37;"5118";"1331";"0503";11070;"05YK";"Região Sul";"unidade";1.439,00;1.516,00;1.593,00;1.667,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Distrito Federal";;16,00;19,00;22,00;26,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado da Bahia";;632,00;758,00;885,00;1.011,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado da Paraíba";;43,00;52,00;61,00;70,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Alagoas";;97,00;117,00;136,00;156,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Goiás";;4.270,00;5.124,00;5.978,00;6.832,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso";;1.257,00;1.508,00;1.760,00;2.011,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso do Sul";;4.248,00;5.098,00;5.947,00;6.797,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Minas Gerais";;7.616,00;9.139,00;10.662,00;12.185,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Pernambuco";;52,00;62,00;72,00;82,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Rondônia";;109,00;130,00;152,00;174,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Roraima";;18,00;22,00;26,00;29,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Santa Catarina";;7.663,00;9.195,00;10.728,00;12.261,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de São Paulo";;10.495,00;12.594,00;14.693,00;16.792,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado de Sergipe";;343,00;412,00;481,00;549,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Acre";;2,00;3,00;3,00;4,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Amapá";;0,00;0,00;1,00;1,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Amazonas";;7,00;8,00;10,00;11,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Ceará";;17,00;21,00;24,00;27,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Espírito Santo";;1.500,00;1.800,00;2.099,00;2.399,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Maranhão";;343,00;412,00;481,00;549,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Pará";;96,00;115,00;135,00;154,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Paraná";;30.114,00;36.137,00;42.160,00;48.183,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Piauí";;113,00;136,00;159,00;181,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio de Janeiro";;32,00;38,00;45,00;51,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Norte";;5,00;5,00;6,00;7,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Sul";;20.186,00;24.223,00;28.261,00;32.298,00;
2025;40;"1144";"1255";"0007";8776;"06A4";"No Estado do Tocantins";;448,00;537,00;627,00;716,00;
2025;40;"1144";"1255";"0036";8932;"06AW";"Região Centro-Oeste";"unidade";3,00;3,00;3,00;4,00;
2025;40;"1144";"1255";"0036";8932;"06AW";"Região Nordeste";"unidade";3,00;5,00;7,00;9,00;
2025;40;"1144";"1255";"0036";8932;"06AW";"Região Norte";"unidade";3,00;2,00;3,00;7,00;
2025;40;"1144";"1255";"0036";8932;"06AW";"Região Sudeste";"unidade";3,00;2,00;2,00;4,00;
2025;40;"1144";"1255";"0036";8932;"06AW";"Região Sul";"unidade";3,00;3,00;3,00;3,00;
2025;40;"1144";"1255";"0525";11354;"060S";"No Distrito Federal";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado da Bahia";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado da Paraíba";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Alagoas";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Goiás";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso do Sul";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Minas Gerais";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Pernambuco";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Rondônia";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Roraima";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Santa Catarina";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de São Paulo";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado de Sergipe";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Acre";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Amapá";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Amazonas";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Ceará";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Espírito Santo";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Maranhão";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Pará";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Paraná";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Piauí";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Rio de Janeiro";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Rio Grande do Norte";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Rio Grande do Sul";"%";5,80;5,30;4,80;4,40;
2025;40;"1144";"1255";"0525";11354;"060S";"No Estado do Tocantins";"%";5,80;5,30;4,80;4,40;
2025;40;"1158";"1318";"0275";9510;"05ZC";"Região Sudeste";"unidade";0,00;2,00;2,00;2,00;
2025;40;"1158";"1318";"0279";9477;"05U9";"Região Centro-Oeste";"unidade";9,00;73,00;83,00;93,00;
2025;40;"1158";"1318";"0279";9477;"05U9";"Região Nordeste";"unidade";26,00;150,00;170,00;190,00;
2025;40;"1158";"1318";"0279";9477;"05U9";"Região Norte";"unidade";9,00;68,00;78,00;88,00;
2025;40;"1158";"1318";"0279";9477;"05U9";"Região Sudeste";"unidade";41,00;220,00;240,00;260,00;
2025;40;"1158";"1318";"0279";9477;"05U9";"Região Sul";"unidade";15,00;74,00;84,00;94,00;
2025;40;"1189";"1319";"0271";9464;"060U";"Bioma Caatinga";"ha";28.000.000,00;86.271.660,00;86.271.660,00;86.271.660,00;
2025;40;"1189";"1319";"0271";9464;"060U";"Bioma Cerrado";"ha";2.000.000,00;193.679.324,00;193.679.324,00;193.679.324,00;
2025;40;"1189";"1319";"0271";9464;"060U";"Bioma Mata Atlântica";"ha";0,00;105.963.800,00;105.963.800,00;105.963.800,00;
2025;40;"1189";"1319";"0271";9464;"060U";"Bioma Pampa";"ha";0,00;19.383.600,00;19.383.600,00;19.383.600,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Amazônia";"%";20,00;20,00;20,00;20,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Caatinga";"%";20,00;20,00;20,00;20,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Cerrado";"%";20,00;20,00;20,00;20,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Mata Atlântica";"%";20,00;20,00;20,00;20,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Pampa";"%";20,00;20,00;20,00;20,00;
2025;40;"6114";"1320";"0237";9373;"05UT";"Bioma Pantanal";"%";20,00;20,00;20,00;20,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Distrito Federal";;16,00;19,00;22,00;26,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado da Bahia";;632,00;758,00;885,00;1.011,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado da Paraíba";;43,00;52,00;61,00;70,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Alagoas";;97,00;117,00;136,00;156,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Goiás";;4.270,00;5.124,00;5.978,00;6.832,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso";;1.257,00;1.508,00;1.760,00;2.011,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso do Sul";;4.248,00;5.098,00;5.947,00;6.797,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Minas Gerais";;7.616,00;9.139,00;10.662,00;12.185,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Pernambuco";;52,00;62,00;72,00;82,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Rondônia";;109,00;130,00;152,00;174,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Roraima";;18,00;22,00;26,00;29,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Santa Catarina";;7.663,00;9.195,00;10.728,00;12.261,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de São Paulo";;10.495,00;12.594,00;14.693,00;16.792,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado de Sergipe";;343,00;412,00;481,00;549,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Acre";;2,00;3,00;3,00;4,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Amapá";;0,00;0,00;1,00;1,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Amazonas";;7,00;8,00;10,00;11,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Ceará";;17,00;21,00;24,00;27,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Espírito Santo";;1.500,00;1.800,00;2.099,00;2.399,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Maranhão";;343,00;412,00;481,00;549,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Pará";;96,00;115,00;135,00;154,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Paraná";;30.114,00;36.137,00;42.160,00;48.183,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Piauí";;113,00;136,00;159,00;181,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio de Janeiro";;32,00;38,00;45,00;51,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Norte";;5,00;5,00;6,00;7,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Sul";;20.186,00;24.223,00;28.261,00;32.298,00;
2025;41;"1144";"1255";"0007";8776;"06A4";"No Estado do Tocantins";;448,00;537,00;627,00;716,00;
2025;41;"1144";"1255";"0036";8932;"06AW";"Região Centro-Oeste";"unidade";3,00;3,00;3,00;4,00;
2025;41;"1144";"1255";"0036";8932;"06AW";"Região Nordeste";"unidade";3,00;5,00;7,00;9,00;
2025;41;"1144";"1255";"0036";8932;"06AW";"Região Norte";"unidade";3,00;2,00;3,00;7,00;
2025;41;"1144";"1255";"0036";8932;"06AW";"Região Sudeste";"unidade";3,00;2,00;2,00;4,00;
2025;41;"1144";"1255";"0036";8932;"06AW";"Região Sul";"unidade";3,00;3,00;3,00;3,00;
2025;41;"1144";"1255";"0525";11354;"060S";"No Distrito Federal";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado da Bahia";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado da Paraíba";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Alagoas";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Goiás";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso do Sul";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Minas Gerais";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Pernambuco";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Rondônia";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Roraima";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Santa Catarina";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de São Paulo";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado de Sergipe";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Acre";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Amapá";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Amazonas";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Ceará";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Espírito Santo";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Maranhão";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Pará";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Paraná";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Piauí";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Rio de Janeiro";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Rio Grande do Norte";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Rio Grande do Sul";"%";5,80;5,30;4,80;4,40;
2025;41;"1144";"1255";"0525";11354;"060S";"No Estado do Tocantins";"%";5,80;5,30;4,80;4,40;
2025;41;"1158";"1318";"0275";9510;"05ZC";"Região Sudeste";"unidade";0,00;2,00;2,00;2,00;
2025;41;"1158";"1318";"0279";9477;"05U9";"Região Centro-Oeste";"unidade";9,00;73,00;83,00;93,00;
2025;41;"1158";"1318";"0279";9477;"05U9";"Região Nordeste";"unidade";26,00;150,00;170,00;190,00;
2025;41;"1158";"1318";"0279";9477;"05U9";"Região Norte";"unidade";9,00;68,00;78,00;88,00;
2025;41;"1158";"1318";"0279";9477;"05U9";"Região Sudeste";"unidade";41,00;220,00;240,00;260,00;
2025;41;"1158";"1318";"0279";9477;"05U9";"Região Sul";"unidade";15,00;74,00;84,00;94,00;
2025;41;"1189";"1319";"0271";9464;"060U";"Bioma Caatinga";"ha";28.000.000,00;86.271.660,00;86.271.660,00;86.271.660,00;
2025;41;"1189";"1319";"0271";9464;"060U";"Bioma Cerrado";"ha";2.000.000,00;193.679.324,00;193.679.324,00;193.679.324,00;
2025;41;"1189";"1319";"0271";9464;"060U";"Bioma Mata Atlântica";"ha";0,00;105.963.800,00;105.963.800,00;105.963.800,00;
2025;41;"1189";"1319";"0271";9464;"060U";"Bioma Pampa";"ha";0,00;19.383.600,00;19.383.600,00;19.383.600,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Amazônia";"%";20,00;20,00;20,00;20,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Caatinga";"%";20,00;20,00;20,00;20,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Cerrado";"%";20,00;20,00;20,00;20,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Mata Atlântica";"%";20,00;20,00;20,00;20,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Pampa";"%";20,00;20,00;20,00;20,00;
2025;41;"6114";"1320";"0237";9373;"05UT";"Bioma Pantanal";"%";20,00;20,00;20,00;20,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Distrito Federal";;16,00;19,00;22,00;26,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado da Bahia";;632,00;758,00;885,00;1.011,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado da Paraíba";;43,00;52,00;61,00;70,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Alagoas";;97,00;117,00;136,00;156,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Goiás";;4.270,00;5.124,00;5.978,00;6.832,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso";;1.257,00;1.508,00;1.760,00;2.011,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Mato Grosso do Sul";;4.248,00;5.098,00;5.947,00;6.797,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Minas Gerais";;7.616,00;9.139,00;10.662,00;12.185,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Pernambuco";;52,00;62,00;72,00;82,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Rondônia";;109,00;130,00;152,00;174,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Roraima";;18,00;22,00;26,00;29,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Santa Catarina";;7.663,00;9.195,00;10.728,00;12.261,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de São Paulo";;10.495,00;12.594,00;14.693,00;16.792,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado de Sergipe";;343,00;412,00;481,00;549,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Acre";;2,00;3,00;3,00;4,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Amapá";;0,00;0,00;1,00;1,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Amazonas";;7,00;8,00;10,00;11,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Ceará";;17,00;21,00;24,00;27,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Espírito Santo";;1.500,00;1.800,00;2.099,00;2.399,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Maranhão";;343,00;412,00;481,00;549,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Pará";;96,00;115,00;135,00;154,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Paraná";;30.114,00;36.137,00;42.160,00;48.183,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Piauí";;113,00;136,00;159,00;181,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio de Janeiro";;32,00;38,00;45,00;51,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Norte";;5,00;5,00;6,00;7,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Rio Grande do Sul";;20.186,00;24.223,00;28.261,00;32.298,00;
2025;42;"1144";"1255";"0007";8776;"06A4";"No Estado do Tocantins";;448,00;537,00;627,00;716,00;
2025;42;"1144";"1255";"0036";8932;"06AW";"Região Centro-Oeste";"unidade";3,00;3,00;3,00;4,00;
2025;42;"1144";"1255";"0036";8932;"06AW";"Região Nordeste";"unidade";3,00;5,00;7,00;9,00;
2025;42;"1144";"1255";"0036";8932;"06AW";"Região Norte";"unidade";3,00;2,00;3,00;7,00;
2025;42;"1144";"1255";"0036";8932;"06AW";"Região Sudeste";"unidade";3,00;2,00;2,00;4,00;
2025;42;"1144";"1255";"0036";8932;"06AW";"Região Sul";"unidade";3,00;3,00;3,00;3,00;
2025;42;"1144";"1255";"0525";11354;"060S";"No Distrito Federal";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado da Bahia";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado da Paraíba";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Alagoas";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Goiás";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Mato Grosso do Sul";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Minas Gerais";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Pernambuco";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Rondônia";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Roraima";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Santa Catarina";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de São Paulo";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado de Sergipe";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado do Acre";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado do Amapá";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado do Amazonas";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado do Ceará";"%";5,80;5,30;4,80;4,40;
2025;42;"1144";"1255";"0525";11354;"060S";"No Estado do Espírito Santo";"%";5,80;5,30;4,80;4,40;
