Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2024;147;"1190";"1317";"0277";"0689";9613;"05X7";"Região Centro-Oeste";"%";43,20;43,92;44,64;45,36;
2024;147;"1190";"1317";"0277";"0689";9613;"05X7";"Região Nordeste";"%";14,30;16,22;18,14;20,06;
2024;147;"1190";"1317";"0277";"0689";9613;"05X7";"Região Norte";"%";18,40;20,07;21,75;23,42;
2024;147;"1190";"1317";"0277";"0689";9613;"05X7";"Região Sudeste";"%";51,80;54,20;56,60;59,00;
2024;147;"1190";"1317";"0277";"0689";9613;"05X7";"Região Sul";"%";79,20;80,50;81,80;83,10;
2024;147;"1190";"1317";"0277";"0694";9617;"05X8";"Região Centro-Oeste";"%";1,90;2,40;2,90;3,40;
2024;147;"1190";"1317";"0277";"0694";9617;"05X8";"Região Nordeste";"%";1,50;1,87;2,24;2,61;
2024;147;"1190";"1317";"0277";"0694";9617;"05X8";"Região Norte";"%";1,50;1,87;2,24;2,61;
2024;147;"1190";"1317";"0277";"0694";9617;"05X8";"Região Sudeste";"%";3,60;4,50;5,40;6,30;
2024;147;"1190";"1317";"0277";"0694";9617;"05X8";"Região Sul";"%";3,60;4,50;5,40;6,30;
2024;147;"2322";"1256";"0500";"3162";12531;"07Q8";"No Estado de São Paulo";"unidade";1,00;0,00;0,00;;
2024;147;"2322";"1256";"0500";"3163";12532;"07Q9";"No Estado de Minas Gerais";"unidade";0,00;1,00;0,00;;
2024;147;"2322";"1256";"0500";"3165";12534;"07QB";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Exterior";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Região Centro-Oeste";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Região Nordeste";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Região Norte";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Região Sudeste";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0247";"0564";9503;"05BK";"Região Sul";"unidade";429,00;858,00;1.287,00;1.729,00;
2024;148;"1158";"1318";"0274";"0626";9565;"05VS";"Região Nordeste";"%";5,00;25,00;70,00;;
2024;148;"1158";"1318";"0274";"0626";9565;"05VS";"Região Sul";"%";10,00;50,00;100,00;;
2024;148;"1158";"1318";"0275";"0638";9582;"05ZD";"Região Centro-Oeste";"unidade";1.500.000,00;4.000.000,00;3.000.000,00;3.500.000,00;
2024;148;"1158";"1318";"0275";"0638";9582;"05ZD";"Região Nordeste";"unidade";10.000.000,00;12.000.000,00;17.000.000,00;18.000.000,00;
2024;148;"1158";"1318";"0275";"0638";9582;"05ZD";"Região Norte";"unidade";1.000.000,00;2.000.000,00;3.000.000,00;7.000.000,00;
2024;148;"1158";"1318";"0275";"0638";9582;"05ZD";"Região Sudeste";"unidade";6.000.000,00;12.000.000,00;14.000.000,00;18.000.000,00;
2024;148;"1158";"1318";"0275";"0638";9582;"05ZD";"Região Sul";"unidade";1.500.000,00;4.000.000,00;3.000.000,00;3.500.000,00;
2024;148;"1158";"1318";"0275";"0639";9584;"05ZE";"Região Nordeste";"unidade";9,00;9,00;9,00;9,00;
2024;148;"1158";"1318";"0275";"0639";9584;"05ZE";"Região Sudeste";"unidade";1,00;1,00;1,00;1,00;
2024;148;"1158";"1318";"0275";"0641";9585;"05ZF";"Região Nordeste";"ha";400,00;900,00;1.300,00;1.300,00;
2024;148;"1158";"1318";"0275";"0641";9585;"05ZF";"Região Sudeste";"ha";0,00;100,00;200,00;200,00;
2024;148;"1158";"1318";"0275";"0642";9587;"05ZH";"Exterior";"unidade";0,00;0,00;1,00;1,00;
2024;148;"1158";"1318";"0275";"0642";9587;"05ZH";"Região Centro-Oeste";"unidade";0,00;0,00;1,00;1,00;
2024;148;"1158";"1318";"0275";"0642";9587;"05ZH";"Região Nordeste";"unidade";1,00;2,00;3,00;8,00;
2024;148;"1158";"1318";"0275";"0642";9587;"05ZH";"Região Norte";"unidade";0,00;0,00;1,00;1,00;
2024;148;"1158";"1318";"0275";"0642";9587;"05ZH";"Região Sudeste";"unidade";0,00;1,00;1,00;2,00;
2024;148;"1158";"1318";"0275";"0644";9589;"05ZK";"Região Nordeste";"unidade";1,00;3,00;6,00;9,00;
2024;148;"1158";"1318";"0275";"0644";9589;"05ZK";"Região Sudeste";"unidade";1,00;1,00;2,00;3,00;
2024;148;"1158";"1318";"0279";"0647";9590;"05UA";"Região Centro-Oeste";"unidade";9,00;11,00;14,00;16,00;
2024;148;"1158";"1318";"0279";"0647";9590;"05UA";"Região Nordeste";"unidade";26,00;31,00;40,00;45,00;
2024;148;"1158";"1318";"0279";"0647";9590;"05UA";"Região Norte";"unidade";9,00;11,00;14,00;16,00;
2024;148;"1158";"1318";"0279";"0647";9590;"05UA";"Região Sudeste";"unidade";41,00;49,00;59,00;67,00;
2024;148;"1158";"1318";"0279";"0647";9590;"05UA";"Região Sul";"unidade";15,00;18,00;23,00;26,00;
2024;148;"1158";"1318";"0279";"0651";9591;"05UC";"Região Centro-Oeste";"unidade";1.000,00;2.000,00;2.500,00;2.500,00;
2024;148;"1158";"1318";"0279";"0651";9591;"05UC";"Região Nordeste";"unidade";2.500,00;5.000,00;6.300,00;4.500,00;
2024;148;"1158";"1318";"0279";"0651";9591;"05UC";"Região Norte";"unidade";1.000,00;2.000,00;2.500,00;3.000,00;
2024;148;"1158";"1318";"0279";"0651";9591;"05UC";"Região Sudeste";"unidade";4.000,00;8.000,00;10.000,00;12.000,00;
2024;148;"1158";"1318";"0279";"0651";9591;"05UC";"Região Sul";"unidade";1.500,00;3.000,00;3.700,00;4.500,00;
2024;148;"2318";"1263";"0013";"0275";9112;"06UI";"Região Centro-Oeste";"%";25,00;50,00;75,00;100,00;
2024;148;"2318";"1263";"0013";"0275";9112;"06UI";"Região Nordeste";"%";25,00;50,00;75,00;100,00;
2024;148;"2318";"1263";"0013";"0275";9112;"06UI";"Região Norte";"%";25,00;50,00;75,00;100,00;
2024;148;"2318";"1263";"0013";"0275";9112;"06UI";"Região Sudeste";"%";25,00;50,00;75,00;100,00;
2024;148;"2318";"1263";"0013";"0275";9112;"06UI";"Região Sul";"%";25,00;50,00;75,00;100,00;
2024;148;"2318";"1263";"0013";"1740";11000;"05VL";"Região Centro-Oeste";"unidade";222,00;257,00;291,00;326,00;
2024;148;"2318";"1263";"0013";"1740";11000;"05VL";"Região Nordeste";"unidade";828,00;970,00;1.113,00;1.255,00;
2024;148;"2318";"1263";"0013";"1740";11000;"05VL";"Região Norte";"unidade";247,00;270,00;292,00;315,00;
2024;148;"2318";"1263";"0013";"1740";11000;"05VL";"Região Sudeste";"unidade";1.222,00;1.315,00;1.408,00;1.501,00;
2024;148;"2318";"1263";"0013";"1740";11000;"05VL";"Região Sul";"unidade";744,00;853,00;963,00;1.072,00;
2024;148;"2318";"1263";"0013";"3058";12427;"07NC";"No Estado de São Paulo";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3059";12428;"07ND";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3060";12429;"07NE";"No Estado de Minas Gerais";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3061";12430;"07NF";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3062";12431;"07NG";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3063";12432;"07NH";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3064";12433;"07NI";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3065";12434;"07NJ";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3066";12435;"07NK";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3067";12436;"07NL";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3068";12437;"07NM";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3069";12438;"07NN";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3070";12439;"07NO";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3071";12440;"07NP";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3072";12441;"07NQ";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3073";12442;"07NR";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3074";12443;"07NS";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3075";12444;"07NT";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3076";12445;"07NU";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3077";12446;"07NV";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3078";12447;"07NW";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3079";12448;"07NX";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3080";12449;"07NY";"No Estado de Pernambuco";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3081";12450;"07NZ";"No Estado de Pernambuco";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3082";12451;"07O0";"No Estado de Pernambuco";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3083";12452;"07O1";"No Estado de Pernambuco";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3084";12453;"07O2";"No Estado de Pernambuco";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3085";12454;"07O3";"No Estado de Pernambuco";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3086";12455;"07O4";"No Estado da Bahia";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3087";12456;"07O5";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3088";12457;"07O6";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3089";12458;"07O7";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3090";12459;"07O8";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3091";12460;"07O9";"No Estado de São Paulo";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3092";12461;"07OA";"No Estado de São Paulo";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3093";12462;"07OB";"No Estado de São Paulo";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3094";12463;"07OC";"No Estado de São Paulo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3095";12464;"07OD";"No Estado do Espírito Santo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3096";12465;"07OE";"No Estado da Bahia";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3097";12466;"07OF";"No Estado da Bahia";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3098";12467;"07OG";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3099";12468;"07OH";"No Estado do Paraná";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3100";12469;"07OI";"No Estado do Rio Grande do Norte";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3101";12470;"07OJ";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3102";12471;"07OK";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3103";12472;"07OL";"No Estado de São Paulo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3104";12473;"07OM";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3105";12474;"07ON";"No Estado do Piauí";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3106";12475;"07OO";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3107";12476;"07OP";"No Estado de Santa Catarina";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3108";12477;"07OQ";"No Estado do Piauí";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3109";12478;"07OR";"No Estado da Paraíba";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3110";12479;"07OS";"No Estado do Espírito Santo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3111";12480;"07OT";"No Estado de São Paulo";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3112";12481;"07OU";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3113";12482;"07OV";"No Estado de Mato Grosso do Sul";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3114";12483;"07OW";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3115";12484;"07OX";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3116";12485;"07OY";"No Estado de Pernambuco";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3117";12486;"07OZ";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3118";12487;"07P0";"No Estado do Rio de Janeiro";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3119";12488;"07P1";"No Estado de Santa Catarina";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3120";12489;"07P2";"No Estado de Minas Gerais";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3121";12490;"07P3";"No Estado da Bahia";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3122";12491;"07P4";"No Estado de Minas Gerais";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3123";12492;"07P5";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3124";12493;"07P6";"No Estado do Paraná";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3125";12494;"07P7";"No Estado do Rio Grande do Sul";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3126";12495;"07P8";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3149";12518;"07PV";"No Estado do Pará";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3150";12519;"07PW";"No Estado do Ceará";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3151";12520;"07PX";"No Estado do Rio de Janeiro";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3152";12521;"07PY";"No Estado do Rio Grande do Sul";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3153";12522;"07PZ";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3154";12523;"07Q0";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3155";12524;"07Q1";"No Estado da Bahia";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3156";12525;"07Q2";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3157";12526;"07Q3";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3158";12527;"07Q4";"No Estado de Minas Gerais";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3159";12528;"07Q5";"No Estado de São Paulo";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3160";12529;"07Q6";"No Estado de São Paulo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3161";12530;"07Q7";"No Estado de São Paulo";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3164";12533;"07QA";"No Estado de Minas Gerais";"unidade";0,00;0,00;1,00;;
2024;148;"2318";"1263";"0013";"3166";12535;"07QC";"No Estado do Piauí";"unidade";0,00;1,00;0,00;;
2024;148;"2318";"1263";"0013";"3167";12536;"07QD";"No Estado de Mato Grosso do Sul";"unidade";1,00;0,00;0,00;;
2024;148;"2318";"1263";"0013";"3168";12537;"07QE";"No Estado de Minas Gerais";"unidade";0,00;0,00;0,00;;
2024;148;"2318";"1263";"0023";"1760";11037;"061R";"Semiárido";"%";0,68;0,70;0,72;0,75;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Distrito Federal";"unidade";15,00;9,00;8,00;8,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado da Bahia";"unidade";13,00;7,00;9,00;7,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado da Paraíba";"unidade";3,00;5,00;4,00;4,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Alagoas";"unidade";3,00;5,00;5,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Goiás";"unidade";15,00;9,00;8,00;8,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Mato Grosso";"unidade";16,00;8,00;8,00;8,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Mato Grosso do Sul";"unidade";16,00;8,00;8,00;8,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Minas Gerais";"unidade";16,00;8,00;8,00;7,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Pernambuco";"unidade";3,00;5,00;4,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Rondônia";"unidade";6,00;6,00;6,00;5,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Roraima";"unidade";5,00;7,00;4,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Santa Catarina";"unidade";8,00;5,00;7,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de São Paulo";"unidade";18,00;8,00;8,00;9,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado de Sergipe";"unidade";5,00;5,00;6,00;4,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Acre";"unidade";6,00;6,00;6,00;5,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Amapá";"unidade";4,00;5,00;3,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Amazonas";"unidade";4,00;5,00;3,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Ceará";"unidade";3,00;5,00;4,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Espírito Santo";"unidade";6,00;5,00;4,00;2,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Maranhão";"unidade";6,00;7,00;7,00;6,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Pará";"unidade";6,00;6,00;6,00;4,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Paraná";"unidade";9,00;5,00;6,00;5,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Piauí";"unidade";6,00;6,00;9,00;6,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Rio de Janeiro";"unidade";7,00;4,00;5,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Rio Grande do Norte";"unidade";3,00;5,00;4,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Rio Grande do Sul";"unidade";9,00;5,00;7,00;3,00;
2024;149;"1144";"1255";"0007";"0006";8775;"06AD";"No Estado do Tocantins";"unidade";5,00;8,00;7,00;4,00;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado da Bahia";"%";0,11;0,13;0,15;0,17;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado da Paraíba";"%";0,00;0,01;0,01;0,01;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Alagoas";"%";0,01;0,01;0,01;0,01;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Goiás";"%";1,00;1,19;1,37;1,55;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Mato Grosso";"%";0,41;0,49;0,56;0,63;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Mato Grosso do Sul";"%";1,08;1,28;1,48;1,67;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Minas Gerais";"%";0,50;0,59;0,68;0,77;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Pernambuco";"%";0,01;0,01;0,01;0,02;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Rondônia";"%";0,02;0,02;0,03;0,03;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Roraima";"%";0,00;0,00;0,01;0,01;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Santa Catarina";"%";0,27;0,32;0,37;0,42;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de São Paulo";"%";1,00;1,18;1,37;1,54;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado de Sergipe";"%";0,04;0,05;0,06;0,07;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Espírito Santo";"%";0,01;0,02;0,02;0,02;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Maranhão";"%";0,08;0,10;0,11;0,13;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Pará";"%";0,01;0,02;0,02;0,02;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Paraná";"%";3,35;3,97;4,58;5,17;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Piauí";"%";0,03;0,04;0,04;0,05;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Rio Grande do Sul";"%";1,86;2,21;2,54;2,87;
2024;149;"1144";"1255";"0007";"0041";8826;"06AM";"No Estado do Tocantins";"%";0,12;0,14;0,17;0,19;
2024;149;"1144";"1255";"0033";"0047";8831;"06FE";"Região Centro-Oeste";"R$ 1";113.006.725.823,67;133.237.811.940,70;157.090.778.459,64;185.214.034.345,21;
2024;149;"1144";"1255";"0033";"0047";8831;"06FE";"Região Nordeste";"R$ 1";44.158.982.219,08;53.696.406.047,60;65.293.715.514,64;79.395.803.174,00;
2024;149;"1144";"1255";"0033";"0047";8831;"06FE";"Região Norte";"R$ 1";33.474.679.334,06;42.185.327.303,30;53.162.625.455,71;66.996.392.490,32;
2024;149;"1144";"1255";"0033";"0047";8831;"06FE";"Região Sudeste";"R$ 1";84.912.008.239,00;94.911.459.944,80;106.088.472.239,39;118.581.717.620,11;
2024;149;"1144";"1255";"0033";"0047";8831;"06FE";"Região Sul";"R$ 1";128.461.028.978,56;146.367.514.559,11;166.770.027.365,94;190.016.494.516,65;
2024;149;"1144";"1255";"0033";"0048";9516;"06FI";"Região Centro-Oeste";"unidade";145.750,00;145.241,00;144.733,00;144.227,00;
2024;149;"1144";"1255";"0033";"0048";9516;"06FI";"Região Nordeste";"unidade";697.447,00;677.057,00;657.262,00;638.046,00;
2024;149;"1144";"1255";"0033";"0048";9516;"06FI";"Região Norte";"unidade";93.951,00;98.769,00;103.835,00;109.161,00;
2024;149;"1144";"1255";"0033";"0048";9516;"06FI";"Região Sudeste";"unidade";312.425,00;306.412,00;300.515,00;294.732,00;
2024;149;"1144";"1255";"0033";"0048";9516;"06FI";"Região Sul";"unidade";662.821,00;664.948,00;667.082,00;669.223,00;
2024;149;"1144";"1255";"0036";"0136";8934;"06AX";"Exterior";"%";20,00;20,00;25,00;30,00;
2024;149;"1144";"1255";"0036";"0136";8934;"06AX";"Região Nordeste";"%";1,00;2,00;7,00;15,00;
2024;149;"1144";"1255";"0036";"0136";8934;"06AX";"Região Norte";"%";4,00;6,00;8,00;13,00;
2024;149;"1144";"1255";"0036";"0136";8934;"06AX";"Região Sudeste";"%";5,00;12,00;15,00;20,00;
2024;149;"1144";"1255";"0036";"0136";8934;"06AX";"Região Sul";"%";20,00;20,00;22,00;22,00;
2024;149;"1144";"1255";"0036";"1322";10407;"06AY";"Região Centro-Oeste";"unidade";434,00;436,00;437,00;437,00;
2024;149;"1144";"1255";"0036";"1322";10407;"06AY";"Região Nordeste";"unidade";460,00;500,00;550,00;600,00;
2024;149;"1144";"1255";"0036";"1322";10407;"06AY";"Região Norte";"unidade";305,00;310,00;311,00;315,00;
2024;149;"1144";"1255";"0036";"1322";10407;"06AY";"Região Sudeste";"unidade";1.235,00;1.250,00;1.260,00;1.270,00;
2024;149;"1144";"1255";"0036";"1322";10407;"06AY";"Região Sul";"unidade";801,00;804,00;808,00;811,00;
2024;149;"1144";"1255";"0036";"1334";10422;"06AZ";"Região Centro-Oeste";"unidade";45.000,00;135.000,00;250.000,00;410.000,00;
2024;149;"1144";"1255";"0036";"1334";10422;"06AZ";"Região Nordeste";"unidade";15.000,00;40.000,00;60.000,00;155.000,00;
2024;149;"1144";"1255";"0036";"1334";10422;"06AZ";"Região Norte";"unidade";25.000,00;50.000,00;75.000,00;200.000,00;
2024;149;"1144";"1255";"0036";"1334";10422;"06AZ";"Região Sudeste";"unidade";10.000,00;50.000,00;70.000,00;160.000,00;
2024;149;"1144";"1255";"0036";"1334";10422;"06AZ";"Região Sul";"unidade";5.000,00;25.000,00;45.000,00;75.000,00;
2024;149;"1144";"1255";"0036";"1344";10439;"06B0";"Região Centro-Oeste";"m³";6.500,00;37.000,00;120.000,00;240.000,00;
2024;149;"1144";"1255";"0036";"1344";10439;"06B0";"Região Nordeste";"m³";1.300,00;3.700,00;8.000,00;30.000,00;
2024;149;"1144";"1255";"0036";"1344";10439;"06B0";"Região Norte";"m³";1.500,00;3.100,00;5.000,00;20.000,00;
2024;149;"1144";"1255";"0036";"1344";10439;"06B0";"Região Sudeste";"m³";2.000,00;5.000,00;10.000,00;60.000,00;
