Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2024;10;"1144";"1255";"0185";"0360";9209;"06DR";"Região Norte";"ha";35.875,00;54.250,00;72.625,00;91.000,00;
2024;10;"1144";"1255";"0185";"0360";9209;"06DR";"Região Sudeste";"ha";28.700,00;43.400,00;58.100,00;72.800,00;
2024;10;"1144";"1255";"0185";"0360";9209;"06DR";"Região Sul";"ha";28.700,00;43.400,00;58.100,00;72.800,00;
2024;10;"1144";"1255";"0185";"0361";9210;"06DT";"Região Centro-Oeste";;50,00;100,00;150,00;150,00;
2024;10;"1144";"1255";"0185";"0361";9210;"06DT";"Região Nordeste";;125,00;250,00;375,00;375,00;
2024;10;"1144";"1255";"0185";"0361";9210;"06DT";"Região Norte";;125,00;250,00;375,00;375,00;
2024;10;"1144";"1255";"0185";"0361";9210;"06DT";"Região Sudeste";;100,00;200,00;300,00;300,00;
2024;10;"1144";"1255";"0185";"0361";9210;"06DT";"Região Sul";;100,00;200,00;300,00;300,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Distrito Federal";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado da Bahia";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado da Paraíba";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Alagoas";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Goiás";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Mato Grosso";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Mato Grosso do Sul";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Minas Gerais";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Pernambuco";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Rondônia";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Roraima";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Santa Catarina";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de São Paulo";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado de Sergipe";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Acre";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Amapá";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Amazonas";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Ceará";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Maranhão";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Pará";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Paraná";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Piauí";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Rio de Janeiro";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Rio Grande do Norte";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Rio Grande do Sul";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1144";"1255";"0525";"2026";11357;"0617";"No Estado do Tocantins";"unidade";1,00;1,00;1,00;1,00;
2024;10;"1191";"1328";"0321";"0710";10154;"05E8";"Região Nordeste";"unidade";759,00;769,00;778,00;787,00;
2024;10;"1191";"1328";"0321";"0710";10154;"05E8";"Região Norte";"unidade";3.177,00;3.216,00;3.254,00;3.293,00;
2024;10;"1191";"1328";"0321";"0710";10154;"05E8";"Região Sudeste";"unidade";136,00;138,00;139,00;141,00;
2024;10;"1191";"1328";"0321";"0715";10160;"05EC";"Região Centro-Oeste";"unidade";364,00;366,00;369,00;370,00;
2024;10;"1191";"1328";"0321";"0715";10160;"05EC";"Região Nordeste";"unidade";3.185,00;3.175,00;3.200,00;3.208,00;
2024;10;"1191";"1328";"0321";"0715";10160;"05EC";"Região Norte";"unidade";2.497,00;2.510,00;2.530,00;2.536,00;
2024;10;"1191";"1328";"0321";"0715";10160;"05EC";"Região Sudeste";"unidade";37.479,00;37.677,00;37.974,00;38.073,00;
2024;10;"1191";"1328";"0321";"0715";10160;"05EC";"Região Sul";"unidade";32.302,00;32.472,00;32.728,00;32.813,00;
2024;10;"1191";"1328";"0321";"2260";11625;"06RE";"Região Nordeste";"unidade";19.659,00;19.899,00;20.139,00;20.378,00;
2024;10;"1191";"1328";"0321";"2260";11625;"06RE";"Região Sudeste";"unidade";2.023,00;2.048,00;2.072,00;2.097,00;
2024;10;"1191";"1328";"0321";"2261";11626;"06RF";"Região Nordeste";"unidade";28,00;31,00;35,00;39,00;
2024;10;"1191";"1328";"0321";"2261";11626;"06RF";"Região Sudeste";"unidade";13,00;14,00;16,00;18,00;
2024;10;"1191";"1328";"0321";"2261";11626;"06RF";"Região Sul";"unidade";30,00;34,00;38,00;43,00;
2024;10;"1191";"1328";"0321";"2262";11627;"06RG";"Região Centro-Oeste";"unidade";147,00;149,00;151,00;152,00;
2024;10;"1191";"1328";"0321";"2262";11627;"06RG";"Região Nordeste";"unidade";1.309,00;1.325,00;1.341,00;1.357,00;
2024;10;"1191";"1328";"0321";"2262";11627;"06RG";"Região Norte";"unidade";244,00;247,00;250,00;253,00;
2024;10;"1191";"1328";"0321";"2262";11627;"06RG";"Região Sudeste";"unidade";2.919,00;2.955,00;2.990,00;3.026,00;
2024;10;"1191";"1328";"0321";"2262";11627;"06RG";"Região Sul";"unidade";10.565,00;10.694,00;10.823,00;10.952,00;
2024;10;"1191";"1328";"0325";"0720";10187;"05EM";"Região Centro-Oeste";"unidade";1.500,00;3.000,00;4.500,00;7.500,00;
2024;10;"1191";"1328";"0325";"0720";10187;"05EM";"Região Nordeste";"unidade";6.000,00;12.000,00;18.000,00;30.000,00;
2024;10;"1191";"1328";"0325";"0720";10187;"05EM";"Região Norte";"unidade";2.250,00;4.500,00;6.750,00;11.250,00;
2024;10;"1191";"1328";"0325";"0720";10187;"05EM";"Região Sudeste";"unidade";2.250,00;4.500,00;6.750,00;11.250,00;
2024;10;"1191";"1328";"0325";"0720";10187;"05EM";"Região Sul";"unidade";3.000,00;6.000,00;9.000,00;15.000,00;
2024;10;"1191";"1328";"0325";"0726";10193;"05EN";"Região Centro-Oeste";"unidade";700,00;4.104,00;12.394,00;21.379,00;
2024;10;"1191";"1328";"0325";"0726";10193;"05EN";"Região Nordeste";"unidade";1.700,00;6.330,00;19.671,00;35.932,00;
2024;10;"1191";"1328";"0325";"0726";10193;"05EN";"Região Norte";"unidade";1.911,00;12.920,00;37.213,00;67.653,00;
2024;10;"1191";"1328";"0325";"0726";10193;"05EN";"Região Sudeste";"unidade";700,00;1.392,00;3.715,00;6.299,00;
2024;10;"1191";"1328";"0325";"0726";10193;"05EN";"Região Sul";"unidade";700,00;965,00;2.718,00;4.448,00;
2024;10;"1191";"1328";"0328";"0740";10325;"05GA";"Região Centro-Oeste";"unidade";220,00;264,00;316,00;380,00;
2024;10;"1191";"1328";"0328";"0740";10325;"05GA";"Região Nordeste";"unidade";220,00;265,00;311,00;381,00;
2024;10;"1191";"1328";"0328";"0740";10325;"05GA";"Região Norte";"unidade";880,00;1.056,00;1.267,00;1.521,00;
2024;10;"1191";"1328";"0328";"0740";10325;"05GA";"Região Sudeste";"unidade";220,00;264,00;316,00;380,00;
2024;10;"1191";"1328";"0328";"0740";10325;"05GA";"Região Sul";"unidade";220,00;264,00;316,00;380,00;
2024;10;"1191";"1328";"0328";"0903";10343;"05GB";"Região Centro-Oeste";"unidade";307,00;368,00;442,00;530,00;
2024;10;"1191";"1328";"0328";"0903";10343;"05GB";"Região Nordeste";"unidade";307,00;368,00;442,00;530,00;
2024;10;"1191";"1328";"0328";"0903";10343;"05GB";"Região Norte";"unidade";308,00;368,00;442,00;530,00;
2024;10;"1191";"1328";"0328";"0903";10343;"05GB";"Região Sudeste";"unidade";307,00;368,00;442,00;530,00;
2024;10;"1191";"1328";"0328";"0903";10343;"05GB";"Região Sul";"unidade";307,00;368,00;442,00;530,00;
2024;10;"1191";"1328";"0328";"0904";10355;"05GD";"Região Centro-Oeste";"unidade";239,00;287,00;516,00;827,00;
2024;10;"1191";"1328";"0328";"0904";10355;"05GD";"Região Nordeste";"unidade";8.137,00;9.476,00;11.027,00;12.406,00;
2024;10;"1191";"1328";"0328";"0904";10355;"05GD";"Região Norte";"unidade";1.316,00;1.886,00;2.484,00;4.135,00;
2024;10;"1191";"1328";"0328";"0904";10355;"05GD";"Região Sudeste";"unidade";2.034,00;2.153,00;2.240,00;2.067,00;
2024;10;"1191";"1328";"0328";"0904";10355;"05GD";"Região Sul";"unidade";239,00;587,00;861,00;1.240,00;
2024;10;"1191";"1328";"0328";"0905";10380;"05GE";"Região Centro-Oeste";"unidade";0,00;1.000,00;1.000,00;1.000,00;
2024;10;"1191";"1328";"0328";"0905";10380;"05GE";"Região Norte";"unidade";2.000,00;2.000,00;2.000,00;0,00;
2024;10;"1191";"1328";"0330";"0907";10544;"05I5";"Semiárido";;19.500,00;24.400,00;29.300,00;35.160,00;
2024;10;"1191";"1328";"0330";"0908";10752;"05IB";"Região Nordeste";"unidade";572.505,00;572.678,00;572.939,00;573.107,00;
2024;10;"1191";"1328";"0330";"0908";10752;"05IB";"Região Norte";"unidade";4.073,00;4.074,00;4.076,00;4.077,00;
2024;10;"1191";"1328";"0330";"0908";10752;"05IB";"Região Sudeste";"unidade";70.343,00;70.364,00;70.396,00;70.417,00;
2024;10;"1191";"1328";"0330";"0908";10752;"05IB";"Região Sul";"unidade";50,00;55,00;60,00;70,00;
2024;10;"1191";"1328";"0333";"0910";10275;"05FG";"Região Centro-Oeste";"unidade";20,00;40,00;80,00;80,00;
2024;10;"1191";"1328";"0333";"0910";10275;"05FG";"Região Nordeste";"unidade";20,00;40,00;80,00;80,00;
2024;10;"1191";"1328";"0333";"0910";10275;"05FG";"Região Norte";"unidade";20,00;40,00;80,00;80,00;
2024;10;"1191";"1328";"0333";"0910";10275;"05FG";"Região Sudeste";"unidade";20,00;40,00;80,00;80,00;
2024;10;"1191";"1328";"0333";"0910";10275;"05FG";"Região Sul";"unidade";20,00;40,00;80,00;80,00;
2024;10;"1191";"1328";"0333";"0911";10283;"05FL";"Região Centro-Oeste";"unidade";651,00;657,00;660,00;662,00;
2024;10;"1191";"1328";"0333";"0911";10283;"05FL";"Região Nordeste";"unidade";46.942,00;47.340,00;47.539,00;47.738,00;
2024;10;"1191";"1328";"0333";"0911";10283;"05FL";"Região Norte";"unidade";2.603,00;2.625,00;2.636,00;2.647,00;
2024;10;"1191";"1328";"0333";"0911";10283;"05FL";"Região Sudeste";"unidade";17.865,00;18.016,00;18.092,00;18.167,00;
2024;10;"1191";"1328";"0333";"0911";10283;"05FL";"Região Sul";"unidade";49.938,00;50.362,00;50.573,00;50.785,00;
2024;10;"1191";"1328";"0334";"0915";10340;"05FY";"Região Nordeste";"unidade";8.000,00;8.000,00;8.000,00;8.000,00;
2024;10;"1191";"1328";"0334";"0915";10340;"05FY";"Região Norte";"unidade";4.000,00;4.000,00;4.000,00;4.000,00;
2024;10;"1191";"1328";"0334";"0916";10350;"05G1";"Região Nordeste";"unidade";11.250,00;16.875,00;22.500,00;22.500,00;
2024;10;"1191";"1328";"0334";"0916";10350;"05G1";"Região Norte";"unidade";8.750,00;13.125,00;17.500,00;17.500,00;
2024;10;"1191";"1328";"0334";"0917";10361;"05G3";"Região Centro-Oeste";"unidade";7.198,00;7.206,00;7.214,00;7.221,00;
2024;10;"1191";"1328";"0334";"0917";10361;"05G3";"Região Nordeste";"unidade";340.830,00;341.206,00;341.582,00;341.959,00;
2024;10;"1191";"1328";"0334";"0917";10361;"05G3";"Região Norte";"unidade";13.745,00;13.761,00;13.776,00;13.791,00;
2024;10;"1191";"1328";"0334";"0917";10361;"05G3";"Região Sudeste";"unidade";48.587,00;48.641,00;48.694,00;48.748,00;
2024;10;"1191";"1328";"0334";"0917";10361;"05G3";"Região Sul";"unidade";42.640,00;42.687,00;42.734,00;42.781,00;
2024;10;"2801";"1333";"0371";"0828";9793;"05W2";"Região Centro-Oeste";"unidade";1,00;1,00;2,00;3,00;
2024;10;"2801";"1333";"0371";"0828";9793;"05W2";"Região Nordeste";"unidade";1,00;1,00;2,00;3,00;
2024;10;"2801";"1333";"0371";"0828";9793;"05W2";"Região Norte";"unidade";1,00;1,00;2,00;3,00;
2024;10;"2801";"1333";"0371";"0828";9793;"05W2";"Região Sudeste";"unidade";1,00;1,00;2,00;3,00;
2024;10;"2801";"1333";"0371";"0828";9793;"05W2";"Região Sul";"unidade";1,00;1,00;2,00;3,00;
2024;10;"2801";"1333";"0371";"0873";9840;"05W6";"Região Centro-Oeste";"%";0,75;0,75;0,75;0,75;
2024;10;"2801";"1333";"0371";"0873";9840;"05W6";"Região Nordeste";"%";1,00;1,00;1,00;1,00;
2024;10;"2801";"1333";"0371";"0873";9840;"05W6";"Região Norte";"%";2,00;2,00;2,00;2,00;
2024;10;"2801";"1333";"0371";"0873";9840;"05W6";"Região Sudeste";"%";0,75;0,75;0,75;0,75;
2024;10;"2801";"1333";"0371";"0873";9840;"05W6";"Região Sul";"%";0,50;0,50;0,50;0,50;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado da Bahia";"unidade";3.877,00;3.877,00;3.877,00;3.877,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado de Mato Grosso";"unidade";770,00;1.430,00;2.275,00;2.275,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado de Rondônia";"unidade";4.321,00;7.713,00;9.247,00;9.247,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado de Roraima";"unidade";3.769,00;6.785,00;9.802,00;12.567,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Acre";"unidade";4.086,00;8.546,00;11.506,00;15.006,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Amapá";"unidade";4.649,00;9.139,00;12.378,00;14.142,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Amazonas";"unidade";11.528,00;22.926,00;28.926,00;35.759,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Maranhão";"unidade";3.722,00;3.722,00;3.722,00;3.722,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Pará";"unidade";30.744,00;57.628,00;88.181,00;137.171,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Piauí";"unidade";7.725,00;14.425,00;18.674,00;18.674,00;
2024;10;"3101";"1262";"0010";"0043";8915;"06LI";"No Estado do Tocantins";"unidade";450,00;982,00;982,00;982,00;
2024;10;"5111";"1281";"0457";"1505";10673;"06ID";"Região Centro-Oeste";;2.999.556,00;2.999.556,00;2.999.556,00;2.999.556,00;
2024;10;"5111";"1281";"0457";"1505";10673;"06ID";"Região Nordeste";;11.385.347,00;11.385.347,00;11.385.347,00;11.385.347,00;
2024;10;"5111";"1281";"0457";"1505";10673;"06ID";"Região Norte";;4.337.677,00;4.337.677,00;4.337.677,00;4.337.677,00;
2024;10;"5111";"1281";"0457";"1505";10673;"06ID";"Região Sudeste";;14.767.595,00;14.767.595,00;14.767.595,00;14.767.595,00;
2024;10;"5111";"1281";"0457";"1505";10673;"06ID";"Região Sul";;5.367.655,00;5.367.655,00;5.367.655,00;5.367.655,00;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Distrito Federal";"unidade";151,00;167,00;182,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado da Bahia";"unidade";2.124,00;2.234,00;2.345,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado da Paraíba";"unidade";405,00;424,00;442,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Alagoas";"unidade";383,00;397,00;412,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Goiás";"unidade";799,00;861,00;924,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Mato Grosso";"unidade";349,00;380,00;412,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Mato Grosso do Sul";"unidade";261,00;280,00;298,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Minas Gerais";"unidade";1.496,00;1.626,00;1.755,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Pernambuco";"unidade";1.308,00;1.369,00;1.429,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Rondônia";"unidade";570,00;597,00;624,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Roraima";"unidade";123,00;173,00;223,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Santa Catarina";"unidade";468,00;539,00;611,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de São Paulo";"unidade";4.099,00;4.438,00;4.776,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Sergipe";"unidade";223,00;236,00;248,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Acre";"unidade";222,00;241,00;260,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Amapá";"unidade";233,00;255,00;277,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Amazonas";"unidade";827,00;974,00;1.121,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Ceará";"unidade";1.448,00;1.560,00;1.673,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Espírito Santo";"unidade";529,00;574,00;618,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Maranhão";"unidade";1.037,00;1.124,00;1.212,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Pará";"unidade";1.943,00;2.132,00;2.321,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Paraná";"unidade";1.127,00;1.239,00;1.350,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Piauí";"unidade";365,00;392,00;419,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Rio de Janeiro";"unidade";1.282,00;1.364,00;1.446,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Rio Grande do Norte";"unidade";325,00;349,00;373,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Rio Grande do Sul";"unidade";1.192,00;1.368,00;1.545,00;;
2024;10;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Tocantins";"unidade";264,00;280,00;297,00;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"%";94,34;94,57;94,81;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Altamira";"%";31,79;34,97;41,96;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"%";37,95;41,75;45,92;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"%";69,43;73,06;78,01;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"%";57,35;60,79;64,43;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"%";91,73;91,96;92,19;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"%";29,04;34,85;41,82;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Araguaia";"%";86,25;87,12;87,99;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Bahia";"%";90,33;90,55;90,78;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Ceará";"%";88,17;89,05;89,95;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Cuiabá";"%";92,33;92,56;92,79;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"%";71,82;75,41;79,18;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Interior Sul";"%";90,23;90,45;90,68;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"%";36,63;40,29;46,34;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"%";80,48;82,09;83,73;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Leste de Roraima";"%";71,72;75,03;79,07;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Litoral Sul";"%";96,94;97,18;97,43;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Manaus";"%";89,04;90,02;91,01;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Maranhão";"%";69,96;74,16;78,61;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"%";98,85;99,09;99,34;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"%";76,19;77,72;79,27;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"%";44,63;47,03;50,14;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"%";87,57;88,44;89,33;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Parintins";"%";92,63;92,86;93,09;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Pernambuco";"%";97,14;97,39;97,63;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Porto Velho";"%";89,07;90,51;91,32;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Potiguara";"%";91,03;91,25;91,48;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Rio Tapajós";"%";73,53;76,47;79,53;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Tocantins";"%";77,62;79,17;80,76;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Vale do Javari";"%";73,44;75,64;77,91;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Vilhena";"%";94,34;94,57;94,81;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Xavante";"%";64,98;68,88;73,01;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Xingu";"%";62,22;65,96;69,91;;
2024;10;"5122";"1295";"0186";"0363";9217;"05NK";"Distrito Sanitário Especial Indígena - Yanomami";"%";33,77;38,84;44,66;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"%";48,84;53,72;59,01;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Altamira";"%";49,86;54,84;60,33;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"%";42,71;46,98;51,68;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"%";76,24;77,01;83,17;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"%";26,08;30,82;35,44;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"%";59,72;64,49;69,65;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"%";16,33;20,96;25,01;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Araguaia";"%";59,03;63,75;68,85;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Bahia";"%";16,33;20,96;25,01;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Ceará";"%";62,67;67,69;73,01;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Cuiabá";"%";50,49;55,54;61,01;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"%";32,18;37,01;42,56;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Interior Sul";"%";59,73;64,05;69,66;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"%";75,04;81,05;81,86;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"%";55,56;61,11;67,22;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Leste de Roraima";"%";25,02;28,77;33,09;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Litoral Sul";"%";68,48;73,96;79,87;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Manaus";"%";69,27;74,81;80,08;;
2024;10;"5122";"1295";"0186";"0461";9341;"05NW";"Distrito Sanitário Especial Indígena - Maranhão";"%";63,57;68,66;74,15;;
