"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado da Paraíba";"%";95,00;50,00;50,00;50,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado do Paraná";"%";90,00;70,00;70,00;70,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado de São Paulo";"%";90,00;50,00;50,00;50,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado do Piauí";"%";0,00;70,00;70,00;70,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado do Espírito Santo";"%";100,00;70,00;70,00;70,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado de Goiás";"%";95,00;70,00;70,00;70,00;
2025;"2302";"1269";"0084";"0457";9332;"05KM";"No Estado de Pernambuco";"%";95,00;55,00;55,00;55,00;
2025;"1190";"1317";"0277";"0689";9613;"05X7";"Região Norte";"%";18,40;20,07;21,75;23,42;
2025;"1190";"1317";"0277";"0689";9613;"05X7";"Região Nordeste";"%";14,30;16,22;18,14;20,06;
2025;"1190";"1317";"0277";"0689";9613;"05X7";"Região Centro-Oeste";"%";43,20;43,92;44,64;45,36;
2025;"1190";"1317";"0277";"0689";9613;"05X7";"Região Sudeste";"%";51,80;54,20;56,60;59,00;
2025;"1190";"1317";"0277";"0689";9613;"05X7";"Região Sul";"%";79,20;80,50;81,80;83,10;
2025;"1190";"1317";"0277";"0694";9617;"05X8";"Região Norte";"%";1,50;1,87;2,24;2,61;
2025;"1190";"1317";"0277";"0694";9617;"05X8";"Região Nordeste";"%";1,50;1,87;2,24;2,61;
2025;"1190";"1317";"0277";"0694";9617;"05X8";"Região Centro-Oeste";"%";1,90;2,40;2,90;3,40;
2025;"1190";"1317";"0277";"0694";9617;"05X8";"Região Sudeste";"%";3,60;4,50;5,40;6,30;
2025;"1190";"1317";"0277";"0694";9617;"05X8";"Região Sul";"%";3,60;4,50;5,40;6,30;
2025;"1158";"1318";"0279";"0651";9591;"05UC";"Região Centro-Oeste";"unidade";1.000,00;4.000,00;5.000,00;6.000,00;
2025;"1158";"1318";"0279";"0651";9591;"05UC";"Região Sudeste";"unidade";4.000,00;20.000,00;21.000,00;22.000,00;
2025;"1158";"1318";"0279";"0651";9591;"05UC";"Região Sul";"unidade";1.500,00;9.000,00;10.000,00;11.000,00;
2025;"1158";"1318";"0279";"0651";9591;"05UC";"Região Norte";"unidade";1.000,00;5.000,00;6.000,00;7.000,00;
2025;"1158";"1318";"0279";"0651";9591;"05UC";"Região Nordeste";"unidade";2.500,00;9.000,00;10.000,00;11.000,00;
2025;"1158";"1318";"0279";"0647";9590;"05UA";"Região Centro-Oeste";"unidade";9,00;30,00;40,00;50,00;
2025;"1158";"1318";"0279";"0647";9590;"05UA";"Região Sudeste";"unidade";41,00;90,00;100,00;110,00;
2025;"1158";"1318";"0279";"0647";9590;"05UA";"Região Sul";"unidade";15,00;30,00;40,00;50,00;
2025;"1158";"1318";"0279";"0647";9590;"05UA";"Região Norte";"unidade";9,00;20,00;30,00;40,00;
2025;"1158";"1318";"0279";"0647";9590;"05UA";"Região Nordeste";"unidade";26,00;50,00;60,00;70,00;
2025;"2801";"1333";"0427";"1475";10672;"05XJ";"Região Centro-Oeste";;;3.864,00;4.416,00;5.521,00;
2025;"2801";"1333";"0427";"1475";10672;"05XJ";"Região Nordeste";;;6.367,00;7.277,00;9.096,00;
2025;"2801";"1333";"0427";"1475";10672;"05XJ";"Região Norte";;;1.831,00;2.092,00;2.615,00;
2025;"2801";"1333";"0427";"1475";10672;"05XJ";"Região Sudeste";;;17.211,00;19.669,00;24.586,00;
2025;"2801";"1333";"0427";"1475";10672;"05XJ";"Região Sul";;;5.727,00;6.546,00;8.182,00;
2025;"2801";"1333";"0427";"1507";10708;"05XK";"Região Centro-Oeste";;;2.979,00;5.687,00;8.395,00;
2025;"2801";"1333";"0427";"1507";10708;"05XK";"Região Nordeste";;;5.502,00;10.504,00;15.506,00;
2025;"2801";"1333";"0427";"1507";10708;"05XK";"Região Norte";;;1.365,00;2.606,00;3.847,00;
2025;"2801";"1333";"0427";"1507";10708;"05XK";"Região Sudeste";;;17.023,00;32.499,00;47.975,00;
2025;"2801";"1333";"0427";"1507";10708;"05XK";"Região Sul";;;6.130,00;11.703,00;17.276,00;
2025;"2801";"1333";"0427";"1542";10738;"05XL";"No Estado do Amapá";"unidade";6,00;12,00;18,00;24,00;
2025;"2801";"1333";"0427";"1542";10738;"05XL";"No Estado do Acre";"unidade";6,00;12,00;18,00;24,00;
2025;"2801";"1333";"0427";"1542";10738;"05XL";"No Estado de Roraima";"unidade";6,00;12,00;18,00;24,00;
2025;"2801";"1333";"0427";"1542";10738;"05XL";"No Estado de Rondônia";"unidade";6,00;12,00;18,00;24,00;
2025;"2801";"1333";"0427";"1542";10738;"05XL";"No Estado do Amazonas";"unidade";6,00;12,00;18,00;24,00;
2025;"2802";"1342";"0550";"3293";12670;"07UN";"Região Nordeste";"unidade";;1,00;1,00;1,00;
2025;"2802";"1342";"0550";"3293";12670;"07UN";"Região Sudeste";"unidade";;1,00;1,00;1,00;
2025;"2802";"1342";"0550";"3293";12670;"07UN";"Região Norte";"unidade";;1,00;1,00;1,00;
2025;"2802";"1342";"0550";"3293";12670;"07UN";"Região Centro-Oeste";"unidade";;1,00;1,00;1,00;
2025;"2802";"1342";"0550";"3293";12670;"07UN";"Região Sul";"unidade";;1,00;1,00;1,00;
2025;"2802";"1342";"0550";"3294";12671;"07UO";"Região Nordeste";"unidade";;2,00;2,00;3,00;
2025;"2802";"1342";"0550";"3294";12671;"07UO";"Região Sudeste";"unidade";;2,00;2,00;2,00;
2025;"2802";"1342";"0550";"3294";12671;"07UO";"Região Norte";"unidade";;2,00;3,00;2,00;
2025;"2802";"1342";"0550";"3294";12671;"07UO";"Região Centro-Oeste";"unidade";;2,00;2,00;2,00;
2025;"2802";"1342";"0550";"3294";12671;"07UO";"Região Sul";"unidade";;2,00;1,00;1,00;
2025;"4105";"1273";"0197";"2230";11566;"06JB";"Fortaleza";"% de execução física";45,00;40,00;15,00;0,00;
2025;"5838";"1340";"0517";"1966";11287;"07AX";"Região Norte";"unidade";1,00;2,00;7,00;12,00;
2025;"5838";"1340";"0517";"1966";11287;"07AX";"Região Nordeste";"unidade";1,00;1,00;4,00;8,00;
2025;"5838";"1340";"0517";"1966";11287;"07AX";"Região Centro-Oeste";"unidade";1,00;2,00;4,00;8,00;
2025;"5838";"1340";"0517";"1966";11287;"07AX";"Região Sudeste";"unidade";1,00;1,00;3,00;4,00;
2025;"5838";"1340";"0517";"1966";11287;"07AX";"Região Sul";"unidade";1,00;1,00;3,00;4,00;
2025;"5125";"1312";"0512";"2019";11428;"067A";"Região Centro-Oeste";"unidade";284,00;1.120,00;1.600,00;1.600,00;
2025;"5125";"1312";"0512";"2019";11428;"067A";"Região Nordeste";"unidade";942,00;3.780,00;5.400,00;5.400,00;
2025;"5125";"1312";"0512";"2019";11428;"067A";"Região Sul";"unidade";515,00;2.100,00;3.000,00;3.000,00;
2025;"5125";"1312";"0512";"2019";11428;"067A";"Região Norte";"unidade";298,00;1.190,00;1.700,00;1.700,00;
2025;"5125";"1312";"0512";"2019";11428;"067A";"Região Sudeste";"unidade";1.461,00;5.810,00;8.300,00;8.300,00;
2025;"5125";"1312";"0512";"2061";11396;"0646";"Região Norte";"unidade";;10,00;17,00;17,00;
2025;"5125";"1312";"0512";"2061";11396;"0646";"Região Nordeste";"unidade";;32,00;55,00;55,00;
2025;"5125";"1312";"0512";"2061";11396;"0646";"Região Centro-Oeste";"unidade";;10,00;16,00;16,00;
2025;"5125";"1312";"0512";"2061";11396;"0646";"Região Sudeste";"unidade";;50,00;85,00;85,00;
2025;"5125";"1312";"0512";"2061";11396;"0646";"Região Sul";"unidade";;18,00;30,00;30,00;
2025;"5125";"1312";"0512";"3334";12779;"07XK";"Região Norte";"unidade";;6,00;9,00;9,00;
2025;"5125";"1312";"0512";"3334";12779;"07XK";"Região Nordeste";"unidade";;20,00;27,00;27,00;
2025;"5125";"1312";"0512";"3334";12779;"07XK";"Região Centro-Oeste";"unidade";;6,00;8,00;8,00;
2025;"5125";"1312";"0512";"3334";12779;"07XK";"Região Sudeste";"unidade";;32,00;41,00;41,00;
2025;"5125";"1312";"0512";"3334";12779;"07XK";"Região Sul";"unidade";;11,00;15,00;15,00;
2025;"3108";"1252";"0004";"0005";8773;"06WI";"Região Nordeste";"km";;;26,00;148,00;
2025;"3108";"1252";"0004";"0005";8773;"06WI";"Região Norte";"km";38,00;38,00;38,00;38,00;
2025;"3108";"1252";"0004";"0005";8773;"06WI";"Região Centro-Oeste";"km";74,00;180,00;196,00;196,00;
2025;"3108";"1252";"0004";"0005";8773;"06WI";"Região Sudeste";"km";53,00;53,00;91,00;91,00;
2025;"3108";"1252";"0004";"0005";8773;"06WI";"Região Sul";"km";;96,00;190,00;243,00;
2025;"3103";"1272";"0029";"0036";9287;"06GF";"Região Nordeste";"milhão de barris";2,44;2,48;2,49;2,59;
2025;"3103";"1272";"0029";"3395";12738;"07WH";"No Estado de Pernambuco";"% de execução";;44,00;65,00;85,00;
2025;"3103";"1272";"0029";"3395";12738;"07WH";"No Estado de São Paulo";"% de execução";;66,00;79,00;90,00;
2025;"3103";"1272";"0029";"3400";12740;"07WJ";"No Estado de Goiás";"% de execução";;100,00;100,00;100,00;
2025;"3103";"1272";"0029";"3400";12740;"07WJ";"No Estado de Minas Gerais";"% de execução";;100,00;100,00;100,00;
2025;"3103";"1272";"0029";"3400";12740;"07WJ";"No Estado de São Paulo";"% de execução";;1,00;19,00;37,00;
2025;"5662";"1268";"0026";"0032";10333;"06D8";"Região Norte";"unidade";9,00;9,00;9,00;9,00;
2025;"5662";"1268";"0026";"0032";10333;"06D8";"Região Nordeste";"unidade";10,00;10,00;10,00;10,00;
2025;"5662";"1268";"0026";"0032";10333;"06D8";"Região Centro-Oeste";"unidade";8,00;8,00;8,00;8,00;
2025;"5662";"1268";"0027";"0171";10356;"06SZ";"Região Centro-Oeste";"unidade";2,00;2,00;2,00;2,00;
2025;"5662";"1268";"0027";"0171";10356;"06SZ";"Região Nordeste";"unidade";3,00;3,00;3,00;3,00;
2025;"5662";"1268";"0027";"0171";10356;"06SZ";"Região Norte";"unidade";2,00;2,00;2,00;2,00;
2025;"5662";"1268";"0027";"0171";10356;"06SZ";"Região Sudeste";"unidade";2,00;2,00;2,00;2,00;
2025;"5662";"1268";"0027";"0171";10356;"06SZ";"Região Sul";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0181";10401;"06TW";"Região Centro-Oeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0181";10401;"06TW";"Região Nordeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0181";10401;"06TW";"Região Norte";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0181";10401;"06TW";"Região Sudeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0181";10401;"06TW";"Região Sul";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0101";10354;"06DG";"Região Centro-Oeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0101";10354;"06DG";"Região Nordeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0101";10354;"06DG";"Região Norte";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0101";10354;"06DG";"Região Sudeste";"unidade";1,00;1,00;1,00;1,00;
2025;"5662";"1268";"0027";"0101";10354;"06DG";"Região Sul";"unidade";1,00;1,00;1,00;1,00;
2025;"2318";"1263";"0023";"1760";11037;"061R";"Semiárido";"%";0,68;0,70;0,72;0,75;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Acre";;719,00;673,00;628,00;583,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Amapá";;186,00;149,00;112,00;74,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Amazonas";;5.404,00;3.926,00;2.449,00;972,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Pará";;1.095,00;764,00;435,00;105,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Rondônia";;415,00;307,00;199,00;91,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Roraima";;5.000,00;3.358,00;1.717,00;76,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Tocantins";;0,00;0,00;0,00;0,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Maranhão";;3,00;2,00;1,00;0,00;
2025;"5123";"1280";"0028";"0034";8823;"053P";"Mato Grosso";;25,00;18,00;10,00;3,00;
2025;"3108";"1252";"0020";"0018";8795;"064N";"Região Norte";"unidade";3,00;6,00;8,00;10,00;
2025;"3108";"1252";"0020";"0018";8795;"064N";"Região Nordeste";"unidade";5,00;10,00;15,00;20,00;
2025;"3108";"1252";"0020";"0018";8795;"064N";"Região Centro-Oeste";"unidade";3,00;6,00;8,00;10,00;
2025;"3108";"1252";"0020";"0018";8795;"064N";"Região Sudeste";"unidade";8,00;16,00;24,00;30,00;
2025;"3108";"1252";"0020";"0018";8795;"064N";"Região Sul";"unidade";8,00;16,00;24,00;30,00;
2025;"3108";"1252";"0020";"0012";8787;"06WM";"Região Nordeste";"unidade";1,00;1,00;1,00;2,00;
2025;"3108";"1252";"0020";"0012";8787;"06WM";"Região Centro-Oeste";"unidade";1,00;0,00;1,00;1,00;
2025;"3108";"1252";"0020";"0012";8787;"06WM";"Região Sudeste";"unidade";2,00;1,00;2,00;2,00;
2025;"3108";"1252";"0020";"0012";8787;"06WM";"Região Sul";"unidade";1,00;1,00;1,00;2,00;
2025;"3108";"1252";"0020";"0013";8788;"06WL";"Região Sudeste";"unidade";0,00;0,00;0,00;1,00;
2025;"3108";"1252";"0020";"0016";8793;"06WN";"Região Norte";"km";6.600,00;7.800,00;8.900,00;8.900,00;
2025;"3108";"1252";"0020";"0016";8793;"06WN";"Região Nordeste";"km";12.000,00;14.000,00;16.000,00;16.000,00;
2025;"3108";"1252";"0020";"0016";8793;"06WN";"Região Centro-Oeste";"km";5.600,00;6.600,00;7.500,00;7.500,00;
2025;"3108";"1252";"0020";"0016";8793;"06WN";"Região Sudeste";"km";4.200,00;4.900,00;5.600,00;5.600,00;
2025;"3108";"1252";"0020";"0016";8793;"06WN";"Região Sul";"km";4.700,00;5.500,00;6.300,00;6.300,00;
2025;"3108";"1252";"0020";"0021";8799;"06WP";"Região Norte";"unidade";25,00;50,00;75,00;100,00;
2025;"3108";"1252";"0020";"0021";8799;"06WP";"Região Nordeste";"unidade";100,00;200,00;300,00;400,00;
2025;"3108";"1252";"0020";"0021";8799;"06WP";"Região Centro-Oeste";"unidade";50,00;100,00;150,00;200,00;
2025;"3108";"1252";"0020";"0021";8799;"06WP";"Região Sudeste";"unidade";25,00;50,00;75,00;100,00;
2025;"3108";"1252";"0020";"0021";8799;"06WP";"Região Sul";"unidade";50,00;100,00;150,00;200,00;
2025;"4101";"1265";"0024";"0029";8808;"05SN";"Brasília";;4,00;2,00;3,00;4,00;
2025;"1144";"1255";"0033";"0047";8831;"06FE";"Região Centro-Oeste";"R$ 1";113.006.725.823,67;133.237.811.940,70;157.090.778.459,64;185.214.034.345,21;
2025;"1144";"1255";"0033";"0047";8831;"06FE";"Região Nordeste";"R$ 1";44.158.982.219,08;53.696.406.047,60;65.293.715.514,64;79.395.803.174,00;
2025;"1144";"1255";"0033";"0047";8831;"06FE";"Região Norte";"R$ 1";33.474.679.334,06;42.185.327.303,30;53.162.625.455,71;66.996.392.490,32;
2025;"1144";"1255";"0033";"0047";8831;"06FE";"Região Sudeste";"R$ 1";84.912.008.239,00;94.911.459.944,80;106.088.472.239,39;118.581.717.620,11;
2025;"1144";"1255";"0033";"0047";8831;"06FE";"Região Sul";"R$ 1";128.461.028.978,56;146.367.514.559,11;166.770.027.365,94;190.016.494.516,65;
2025;"1144";"1255";"0033";"0048";9516;"06FI";"Região Nordeste";"unidade";697.447,00;677.057,00;657.262,00;638.046,00;
2025;"1144";"1255";"0033";"0048";9516;"06FI";"Região Norte";"unidade";93.951,00;98.769,00;103.835,00;109.161,00;
2025;"1144";"1255";"0033";"0048";9516;"06FI";"Região Sul";"unidade";662.821,00;664.948,00;667.082,00;669.223,00;
2025;"1144";"1255";"0033";"0048";9516;"06FI";"Região Sudeste";"unidade";312.425,00;306.412,00;300.515,00;294.732,00;
2025;"1144";"1255";"0033";"0048";9516;"06FI";"Região Centro-Oeste";"unidade";145.750,00;145.241,00;144.733,00;144.227,00;
2025;"2303";"1277";"0037";"0054";8927;"064F";"Região Centro-Oeste";"unidade";234,00;332,00;352,00;373,00;
2025;"2303";"1277";"0037";"0054";8927;"064F";"Região Nordeste";"unidade";181,00;258,00;274,00;289,00;
2025;"2303";"1277";"0037";"0054";8927;"064F";"Região Norte";"unidade";164,00;233,00;247,00;261,00;
2025;"2303";"1277";"0037";"0054";8927;"064F";"Região Sudeste";"unidade";202,00;288,00;305,00;323,00;
2025;"2303";"1277";"0037";"0054";8927;"064F";"Região Sul";"unidade";195,00;278,00;295,00;311,00;
2025;"2303";"1277";"0037";"0139";10607;"05HR";"Região Centro-Oeste";"unidade";179,00;246,00;258,00;271,00;
2025;"2303";"1277";"0037";"0139";10607;"05HR";"Região Nordeste";"unidade";153,00;211,00;221,00;232,00;
2025;"2303";"1277";"0037";"0139";10607;"05HR";"Região Norte";"unidade";139,00;191,00;201,00;211,00;
2025;"2303";"1277";"0037";"0139";10607;"05HR";"Região Sudeste";"unidade";173,00;238,00;250,00;262,00;
2025;"2303";"1277";"0037";"0139";10607;"05HR";"Região Sul";"unidade";170,00;234,00;246,00;258,00;
2025;"2303";"1277";"0037";"0149";8953;"05HS";"Região Centro-Oeste";"unidade";228,00;310,00;330,00;350,00;
2025;"2303";"1277";"0037";"0149";8953;"05HS";"Região Nordeste";"unidade";173,00;235,00;250,00;265,00;
2025;"2303";"1277";"0037";"0149";8953;"05HS";"Região Norte";"unidade";156,00;211,00;225,00;239,00;
2025;"2303";"1277";"0037";"0149";8953;"05HS";"Região Sudeste";"unidade";204,00;277,00;295,00;313,00;
2025;"2303";"1277";"0037";"0149";8953;"05HS";"Região Sul";"unidade";204,00;277,00;295,00;313,00;
2025;"2303";"1277";"0037";"0151";8957;"0571";"Bioma Mata Atlântica";;15,00;16,00;16,00;17,00;
2025;"2303";"1277";"0037";"0151";8957;"0571";"Bioma Amazônia";;17,00;18,00;18,00;20,00;
2025;"1144";"1255";"0036";"0136";8934;"06AX";"Região Nordeste";"%";1,00;2,00;7,00;15,00;
2025;"1144";"1255";"0036";"0136";8934;"06AX";"Região Norte";"%";4,00;6,00;8,00;13,00;
2025;"1144";"1255";"0036";"0136";8934;"06AX";"Região Sudeste";"%";5,00;12,00;15,00;20,00;
2025;"1144";"1255";"0036";"0136";8934;"06AX";"Região Sul";"%";20,00;20,00;22,00;22,00;
2025;"1144";"1255";"0036";"0136";8934;"06AX";"Região Centro-Oeste";"%";20,00;20,00;25,00;30,00;
2025;"3103";"1272";"0030";"3434";12789;"07XX";"No Estado de São Paulo";"% de execução";;98,89;98,89;98,89;
2025;"3103";"1272";"0030";"3404";12745;"07WP";"Região Sudeste";"%";;39,04;55,35;67,81;
2025;"3103";"1272";"0030";"3437";12793;"07Y1";"No Estado da Bahia";"% de execução";;30,00;64,00;97,00;
2025;"3103";"1272";"0030";"3429";12784;"07XS";"No Estado de Pernambuco";"% de execução";;99,80;99,91;99,91;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de São Paulo";"unidade";0,00;1,00;5,00;5,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Acre";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Ceará";"unidade";0,00;0,00;2,00;2,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Mato Grosso";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Paraná";"unidade";0,00;0,00;2,00;2,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Sergipe";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Distrito Federal";"unidade";0,00;0,00;6,00;6,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Mato Grosso do Sul";"unidade";0,00;0,00;3,00;3,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Pernambuco";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Rondônia";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Tocantins";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Amapá";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Minas Gerais";"unidade";0,00;0,00;2,00;2,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Piauí";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Roraima";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Amazonas";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Goiás";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Pará";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Rio de Janeiro";"unidade";0,00;0,00;3,00;3,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Santa Catarina";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado da Bahia";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado da Paraíba";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Rio Grande do Sul";"unidade";0,00;1,00;3,00;3,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado de Alagoas";"unidade";0,00;1,00;1,00;1,00;
2025;"2303";"1277";"0038";"3363";12704;"07VI";"No Estado do Maranhão";"unidade";0,00;0,00;1,00;1,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Exterior";"unidade";88,00;94,00;100,00;106,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Região Centro-Oeste";"unidade";43,00;46,00;49,00;52,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Região Nordeste";"unidade";36,00;39,00;41,00;44,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Região Norte";"unidade";29,00;32,00;34,00;36,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Região Sudeste";"unidade";77,00;81,00;87,00;92,00;
2025;"2303";"1277";"0038";"0423";9300;"05I1";"Região Sul";"unidade";49,00;53,00;57,00;60,00;
2025;"2303";"1277";"0038";"0425";9302;"05I3";"Região Centro-Oeste";"unidade";177,00;184,00;190,00;197,00;
2025;"2303";"1277";"0038";"0425";9302;"05I3";"Região Nordeste";"unidade";169,00;176,00;182,00;189,00;
2025;"2303";"1277";"0038";"0425";9302;"05I3";"Região Norte";"unidade";130,00;135,00;140,00;145,00;
2025;"2303";"1277";"0038";"0425";9302;"05I3";"Região Sudeste";"unidade";166,00;173,00;179,00;186,00;
2025;"2303";"1277";"0038";"0425";9302;"05I3";"Região Sul";"unidade";127,00;132,00;137,00;142,00;
2025;"2303";"1277";"0038";"0428";9306;"0564";"Região Nordeste";"unidade";54,00;5,00;5,00;5,00;
2025;"2303";"1277";"0038";"0428";9306;"0564";"Região Norte";"unidade";13,00;1,00;1,00;1,00;
2025;"2303";"1277";"0038";"0428";9306;"0564";"Região Sudeste";"unidade";81,00;54,00;55,00;57,00;
2025;"2303";"1277";"0038";"0428";9306;"0564";"Região Sul";"unidade";40,00;19,00;20,00;21,00;
2025;"2303";"1277";"0038";"0428";9306;"0564";"Região Centro-Oeste";"unidade";81,00;18,00;18,00;19,00;
2025;"5661";"1289";"0057";"0552";10660;"06RI";"Região Norte";"unidade";130,00;260,00;390,00;520,00;
2025;"5661";"1289";"0057";"0552";10660;"06RI";"Região Sul";"unidade";56,00;112,00;168,00;224,00;
2025;"5661";"1289";"0057";"0552";10660;"06RI";"Região Centro-Oeste";"unidade";73,00;146,00;219,00;292,00;
2025;"5661";"1289";"0057";"0552";10660;"06RI";"Região Sudeste";"unidade";74,00;148,00;238,00;296,00;
2025;"5661";"1289";"0057";"0552";10660;"06RI";"Região Nordeste";"unidade";167,00;334,00;501,00;668,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Paraná";"unidade";1.127,00;1.318,00;1.345,00;1.382,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Goiás";"unidade";799,00;910,00;921,00;932,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Mato Grosso";"unidade";349,00;402,00;410,00;420,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Mato Grosso do Sul";"unidade";261,00;294,00;297,00;300,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Minas Gerais";"unidade";1.496,00;1.720,00;1.749,00;1.780,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Pernambuco";"unidade";1.308,00;1.426,00;1.452,00;1.452,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Sergipe";"unidade";223,00;248,00;248,00;248,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Acre";"unidade";222,00;254,00;259,00;263,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Amapá";"unidade";233,00;270,00;275,00;282,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Amazonas";"unidade";827,00;1.058,00;1.078,00;1.198,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Ceará";"unidade";1.448,00;1.647,00;1.662,00;1.667,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Espírito Santo";"unidade";529,00;605,00;616,00;627,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Maranhão";"unidade";1.037,00;1.190,00;1.207,00;1.229,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Pará";"unidade";1.943,00;2.255,00;2.313,00;2.320,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Distrito Federal";"unidade";151,00;176,00;182,00;187,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado da Bahia";"unidade";2.124,00;2.335,00;2.337,00;2.320,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado da Paraíba";"unidade";405,00;440,00;448,00;456,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado de Alagoas";"unidade";383,00;419,00;411,00;411,00;
2025;"5119";"1283";"0069";"1381";10486;"05GX";"No Estado do Piauí";"unidade";365,00;413,00;418,00;422,00;
