"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;"5133";"1332";"0376";"1936";11249;"068D";"Região Norte";"%";4,00;8,10;8,70;9,10;
2025;"5133";"1332";"0376";"1936";11249;"068D";"Região Nordeste";"%";2,90;4,50;4,90;5,20;
2025;"5133";"1332";"0376";"1936";11249;"068D";"Região Centro-Oeste";"%";3,80;5,50;5,80;6,10;
2025;"5133";"1332";"0376";"1936";11249;"068D";"Região Sudeste";"%";2,90;3,40;3,70;3,90;
2025;"5133";"1332";"0376";"1936";11249;"068D";"Região Sul";"%";2,30;2,70;2,90;3,00;
2025;"5133";"1332";"0376";"1935";11247;"068C";"Região Norte";"%";49,50;51,80;41,80;43,50;
2025;"5133";"1332";"0376";"1935";11247;"068C";"Região Nordeste";"%";38,60;41,80;44,50;46,80;
2025;"5133";"1332";"0376";"1935";11247;"068C";"Região Centro-Oeste";"%";36,00;38,70;40,90;42,60;
2025;"5133";"1332";"0376";"1935";11247;"068C";"Região Sudeste";"%";28,50;30,30;31,80;33,00;
2025;"5133";"1332";"0376";"1935";11247;"068C";"Região Sul";"%";34,20;36,50;38,40;40,00;
2025;"5133";"1332";"0370";"0816";9766;"05AQ";"Região Norte";"unidade";2.000,00;2.000,00;2.500,00;2.500,00;
2025;"5133";"1332";"0370";"0816";9766;"05AQ";"Região Centro-Oeste";"unidade";1.000,00;500,00;500,00;500,00;
2025;"5133";"1332";"0370";"0816";9766;"05AQ";"Região Nordeste";"unidade";45.000,00;52.500,00;54.500,00;54.500,00;
2025;"6113";"1276";"0099";"1985";11413;"06FH";"Zona costeira e marinha";"km²";0,00;0,00;20.000,00;40.000,00;
2025;"6113";"1276";"0099";"2090";11446;"067X";"Zona costeira e marinha";"%";25,00;50,00;75,00;75,00;
2025;"6113";"1276";"0099";"2104";11448;"067Z";"Zona costeira e marinha";"unidade";20,00;40,00;60,00;60,00;
2025;"6113";"1276";"0099";"0193";8991;"054C";"Região Norte";"% de execução";0,00;0,00;0,00;0,00;
2025;"6113";"1276";"0099";"0193";8991;"054C";"Região Sudeste";"% de execução";0,00;0,00;0,00;0,00;
2025;"6113";"1276";"0099";"0193";8991;"054C";"Região Sul";"% de execução";0,00;0,00;0,00;100,00;
2025;"6113";"1276";"0099";"0193";8991;"054C";"Região Nordeste";"% de execução";0,00;0,00;0,00;0,00;
2025;"1144";"1255";"0175";"0348";9196;"06BQ";"Bioma Amazônia";;10.000,00;20.675,00;33.420,00;48.100,00;
2025;"1144";"1255";"0175";"0348";9196;"06BQ";"Bioma Mata Atlântica";;5.825,00;9.779,00;15.829,00;21.879,00;
2025;"5112";"1302";"0184";"0351";9201;"069M";"Região Sudeste";;790.630,00;837.137,00;883.645,00;930.152,00;
2025;"5112";"1302";"0184";"0351";9201;"069M";"Região Centro-Oeste";;136.343,00;144.363,00;152.384,00;160.404,00;
2025;"5112";"1302";"0184";"0351";9201;"069M";"Região Nordeste";;362.783,00;384.123,00;405.463,00;426.803,00;
2025;"5112";"1302";"0184";"0351";9201;"069M";"Região Norte";;136.690,00;144.731,00;152.772,00;160.812,00;
2025;"5112";"1302";"0184";"0351";9201;"069M";"Região Sul";;272.241,00;288.255,00;304.269,00;320.283,00;
2025;"5112";"1302";"0184";"1151";10165;"069Z";"Região Norte";;;7.953,00;8.748,00;9.623,00;
2025;"5112";"1302";"0184";"1151";10165;"069Z";"Região Nordeste";;;8.952,00;9.848,00;10.833,00;
2025;"5112";"1302";"0184";"1151";10165;"069Z";"Região Centro-Oeste";;;1.952,00;2.147,00;2.362,00;
2025;"5112";"1302";"0184";"1151";10165;"069Z";"Região Sudeste";;;986,00;1.083,00;1.191,00;
2025;"5112";"1302";"0184";"1151";10165;"069Z";"Região Sul";;;397,00;436,00;481,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Nacional";;;;10,00;20,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Região Centro-Oeste";;1,00;1,00;2,00;3,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Região Nordeste";;1,00;1,00;2,00;6,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Região Sudeste";;1,00;1,00;2,00;3,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Região Norte";;1,00;1,00;2,00;5,00;
2025;"5111";"1281";"0463";"1579";10758;"06FM";"Região Sul";;1,00;1,00;2,00;3,00;
2025;"5111";"1281";"0463";"1575";10757;"06FJ";"Região Centro-Oeste";;47,00;94,00;374,00;467,00;
2025;"5111";"1281";"0463";"1575";10757;"06FJ";"Região Nordeste";;179,00;359,00;1.435,00;1.794,00;
2025;"5111";"1281";"0463";"1575";10757;"06FJ";"Região Sudeste";;167,00;334,00;1.334,00;1.668,00;
2025;"5111";"1281";"0463";"1575";10757;"06FJ";"Região Norte";;45,00;90,00;360,00;450,00;
2025;"5111";"1281";"0463";"1575";10757;"06FJ";"Região Sul";;119,00;238,00;953,00;1.191,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Acre";"unidade";1,00;1,00;1,00;1,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Amapá";"unidade";;1,00;1,00;1,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Amazonas";"unidade";16,00;12,00;14,00;17,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Rondônia";"unidade";;;;0,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Alagoas";"unidade";;1,00;1,00;1,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado da Bahia";"unidade";30,00;36,00;43,00;52,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Ceará";"unidade";37,00;70,00;84,00;101,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Maranhão";"unidade";1,00;13,00;16,00;19,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado da Paraíba";"unidade";;16,00;19,00;23,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Pernambuco";"unidade";13,00;18,00;22,00;27,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Piauí";"unidade";;1,00;1,00;5,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Rio Grande do Norte";"unidade";;19,00;23,00;28,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Sergipe";"unidade";12,00;19,00;23,00;28,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Distrito Federal";"unidade";181,00;244,00;293,00;352,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Goiás";"unidade";;1,00;1,00;1,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de São Paulo";"unidade";1,00;8,00;10,00;12,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Paraná";"unidade";;6,00;7,00;8,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Rio Grande do Sul";"unidade";42,00;86,00;103,00;124,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Pará";"unidade";1,00;5,00;6,00;7,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Tocantins";"unidade";8,00;8,00;10,00;12,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Mato Grosso";"unidade";;23,00;28,00;34,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Mato Grosso do Sul";"unidade";1,00;2,00;2,00;2,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Minas Gerais";"unidade";98,00;364,00;437,00;524,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Rio de Janeiro";"unidade";58,00;77,00;92,00;110,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Santa Catarina";"unidade";;4,00;5,00;6,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado de Roraima";"unidade";;;;0,00;
2025;"5120";"1339";"0493";"1705";10948;"05RX";"No Estado do Espírito Santo";"unidade";;;;0,00;
2025;"2321";"1270";"0055";"0066";10834;"064B";"Região Nordeste";"unidades/ano";9,00;10,00;12,00;3,00;
2025;"2321";"1270";"0055";"0066";10834;"064B";"Região Sudeste";"unidades/ano";0,00;0,00;0,00;0,00;
2025;"2321";"1270";"0055";"1732";10974;"05X4";"Região Norte";"unidade";0,00;1,00;2,00;2,00;
2025;"2321";"1270";"0055";"1732";10974;"05X4";"Região Nordeste";"unidade";2,00;3,00;5,00;8,00;
2025;"2321";"1270";"0055";"1732";10974;"05X4";"Região Centro-Oeste";"unidade";1,00;2,00;2,00;3,00;
2025;"2321";"1270";"0055";"1732";10974;"05X4";"Região Sudeste";"unidade";1,00;2,00;3,00;3,00;
2025;"2321";"1270";"0055";"1732";10974;"05X4";"Região Sul";"unidade";1,00;2,00;3,00;3,00;
2025;"2321";"1270";"0055";"2303";11754;"070L";"Região Nordeste";"% de execução física";91,00;89,00;90,00;91,00;
2025;"2321";"1270";"0055";"1856";11161;"05YI";"Região Nordeste";"% de execução física";100,00;92,87;100,00;100,00;
2025;"2321";"1270";"0055";"2016";11363;"069P";"No Estado da Bahia";"% de execução física";2,50;10,00;12,70;13,00;
2025;"2321";"1270";"0055";"3447";12813;"07YM";"No Estado de Pernambuco";"%";;13,00;50,00;100,00;
2025;"2321";"1270";"0055";"0964";9954;"060D";"No Estado de Alagoas";"%";67,00;0,00;0,00;67,00;
2025;"2321";"1270";"0055";"0971";8952;"0639";"No Estado da Bahia";"% de execução física";62,10;65,00;68,00;74,00;
2025;"2321";"1270";"0055";"1008";10004;"063A";"No Estado da Bahia";"% de execução física";1,59;1,83;1,97;2,13;
2025;"2321";"1270";"0055";"1728";10967;"05X1";"Região Norte";"unidade";1,00;2,00;3,00;4,00;
2025;"2321";"1270";"0055";"1728";10967;"05X1";"Região Sul";"unidade";1,00;1,00;2,00;3,00;
2025;"2321";"1270";"0055";"1728";10967;"05X1";"Região Centro-Oeste";"unidade";2,00;3,00;5,00;7,00;
2025;"2321";"1270";"0055";"1728";10967;"05X1";"Região Nordeste";"unidade";1,00;0,00;1,00;2,00;
2025;"2321";"1270";"0055";"1728";10967;"05X1";"Região Sudeste";"unidade";1,00;0,00;1,00;2,00;
2025;"2321";"1270";"0055";"1731";10973;"06CB";"Região Nordeste";"unidade";29,00;8,00;8,00;8,00;
2025;"2321";"1270";"0055";"3412";12761;"07X7";"No Estado de Goiás";"%";0,00;10,00;90,00;100,00;
2025;"2321";"1270";"0055";"0976";9968;"07DC";"Região Nordeste";"% de execução física";95,00;100,00;100,00;100,00;
2025;"2321";"1270";"0055";"1248";10336;"066M";"Região Nordeste";"unidade";0,00;1,00;2,00;4,00;
2025;"2321";"1270";"0055";"0959";9948;"05ZY";"No Estado de Alagoas";"%";49,00;0,00;0,00;49,00;
2025;"2321";"1270";"0056";"3450";12820;"07YT";"Região Nordeste";"unidade";;49,00;48,00;17,00;
2025;"2321";"1270";"0056";"3450";12820;"07YT";"Região Sudeste";"unidade";;1,00;1,00;;
2025;"2321";"1270";"0056";"2218";11592;"06KI";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2225";11571;"06JV";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2139";11588;"06KE";"Região Nordeste";"% de execução física";100,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2220";11594;"06KK";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2222";11574;"06JZ";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2224";11572;"06JW";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2229";11564;"06J2";"Região Nordeste";"%";100,00;0,00;0,00;0,00;
2025;"2321";"1270";"0056";"0069";8890;"05XV";"Região Nordeste";"%";67,00;60,00;100,00;100,00;
2025;"2321";"1270";"0056";"0100";8894;"05YB";"Região Nordeste";"%";99,00;99,50;100,00;100,00;
2025;"2321";"1270";"0056";"0105";8905;"05Y2";"No Estado do Ceará";"unidade";2,00;2,00;4,00;0,00;
2025;"2321";"1270";"0056";"0105";8905;"05Y2";"No Estado da Paraíba";"unidade";5,00;5,00;8,00;0,00;
2025;"2321";"1270";"0056";"0105";8905;"05Y2";"No Estado de Pernambuco";"unidade";32,00;3,00;30,00;5,00;
2025;"2321";"1270";"0056";"0271";9108;"05XR";"Região Nordeste";"%";92,00;90,00;100,00;100,00;
2025;"2321";"1270";"0056";"2129";11579;"06K4";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"0289";9125;"05XS";"Região Nordeste";"%";93,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"1042";10040;"0638";"No Estado da Bahia";"% de execução física";2,49;27,60;87,80;100,00;
2025;"2321";"1270";"0056";"1757";11032;"0661";"Região Nordeste";"unidades/ano";328,00;150,00;150,00;150,00;
2025;"2321";"1270";"0056";"1816";11100;"05V7";"No Estado de Alagoas";"% de execução física";100,00;21,25;100,00;100,00;
2025;"2321";"1270";"0056";"1826";11116;"0631";"No Estado de Goiás";"% de execução física";90,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2121";11575;"06K0";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2123";11576;"06K1";"Região Nordeste";"% de execução física";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2126";11577;"06K2";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2127";11578;"06K3";"Região Nordeste";"%";80,00;90,00;100,00;100,00;
2025;"2321";"1270";"0056";"2823";12188;"07FN";"Região Nordeste";"% de execução física";100,00;50,00;100,00;100,00;
2025;"2321";"1270";"0056";"2960";12321;"07KA";"No Estado de Minas Gerais";"% de execução";25,00;50,00;75,00;100,00;
2025;"2321";"1270";"0056";"3409";12755;"07X1";"No Estado do Rio Grande do Norte";"%";0,00;0,00;35,00;100,00;
2025;"2321";"1270";"0056";"0123";8924;"05VG";"No Estado do Piauí";"% de execução física";36,00;61,00;82,00;100,00;
2025;"2321";"1270";"0056";"1033";10027;"05VQ";"No Estado do Rio Grande do Norte";"% de execução física";15,00;70,00;85,00;100,00;
2025;"2321";"1270";"0056";"2223";11573;"06JX";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"0060";8858;"05VK";"No Estado de Pernambuco";"%";40,00;33,00;33,00;33,00;
2025;"2321";"1270";"0056";"0067";8891;"05XU";"Região Nordeste";"%";67,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"0102";8896;"05YA";"Região Nordeste";"%";48,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"0099";8892;"05YC";"Região Nordeste";"%";99,87;99,92;100,00;100,00;
2025;"2321";"1270";"0056";"0118";8919;"05VR";"No Estado da Bahia";"% de execução";100,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"0124";8925;"05VE";"No Estado do Piauí";"% de execução física";50,00;85,00;100,00;100,00;
2025;"2321";"1270";"0056";"0169";8980;"05XW";"Região Sul";"%";91,00;90,00;100,00;100,00;
2025;"2321";"1270";"0056";"0287";9120;"05XT";"Região Nordeste";"%";100,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2226";11570;"06JT";"Região Nordeste";"%";10,00;50,00;100,00;100,00;
2025;"2321";"1270";"0056";"0402";9274;"05YD";"Região Nordeste";"%";60,00;50,00;75,00;100,00;
2025;"2321";"1270";"0056";"0404";9276;"05VN";"Região Nordeste";"%";40,00;50,00;75,00;100,00;
2025;"2321";"1270";"0056";"2130";11580;"06K5";"Região Nordeste";"%";50,00;60,00;80,00;100,00;
2025;"2321";"1270";"0056";"2131";11581;"06K7";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2132";11582;"06K8";"Região Nordeste";"% de execução física";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2134";11583;"06K9";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2135";11584;"06KA";"Região Nordeste";"%";10,00;10,00;15,00;50,00;
2025;"2321";"1270";"0056";"2136";11585;"06KB";"Região Nordeste";"% de execução física";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"1023";10021;"05Z5";"No Estado do Rio Grande do Norte";"%";26,75;11,20;30,80;50,40;
2025;"2321";"1270";"0056";"1227";10292;"0662";"Região Nordeste";"unidade";8,00;10,00;15,00;20,00;
2025;"2321";"1270";"0056";"1239";10307;"065Z";"Região Nordeste";"unidades/ano";15,00;30,00;45,00;60,00;
2025;"2321";"1270";"0056";"1406";10530;"06GY";"Região Nordeste";"%";10,00;50,00;75,00;100,00;
2025;"2321";"1270";"0056";"1725";8950;"062S";"Região Amazônica";"unidade";4,00;8,00;14,00;18,00;
2025;"2321";"1270";"0056";"1812";11094;"05V6";"No Estado de Minas Gerais";"% de execução física";21,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2164";11590;"06KG";"Região Nordeste";"% de execução física";95,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2219";11593;"06KJ";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2221";11595;"06KL";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2306";11752;"070H";"Região Nordeste";"% de execução física";20,00;40,00;50,00;100,00;
2025;"2321";"1270";"0056";"2809";12174;"07F5";"Região Nordeste";"% de execução física";100,00;100,00;100,00;100,00;
2025;"2321";"1270";"0056";"2820";12185;"07FK";"Região Nordeste";"% de execução física";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"0072";8886;"05Y4";"Região Nordeste";"%";30,00;0,00;50,00;100,00;
2025;"2321";"1270";"0056";"0075";8884;"05Y8";"Região Nordeste";"%";55,00;25,97;33,00;33,00;
2025;"2321";"1270";"0056";"0086";8883;"05XQ";"Região Sul";"%";80,00;90,00;100,00;100,00;
2025;"2321";"1270";"0056";"0117";8917;"05VA";"No Estado do Piauí";"% de execução física";15,00;0,60;30,80;100,00;
2025;"2321";"1270";"0056";"0120";8923;"05VD";"No Estado do Piauí";"% de execução física";63,00;82,00;100,00;100,00;
2025;"2321";"1270";"0056";"0154";8978;"05XY";"Região Sul";"%";65,00;60,00;100,00;100,00;
2025;"2321";"1270";"0056";"2227";11565;"06J3";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2140";11589;"06KF";"Região Nordeste";"% de execução física";5,00;0,00;10,00;50,00;
2025;"2321";"1270";"0056";"2137";11586;"06KC";"Região Nordeste";"% de execução física";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"2138";11587;"06KD";"Região Nordeste";"% de execução";80,00;70,00;90,00;100,00;
2025;"2321";"1270";"0056";"2217";11591;"06KH";"Região Nordeste";"%";10,00;20,00;50,00;100,00;
2025;"2321";"1270";"0056";"0070";8887;"05Y6";"Região Nordeste";"%";30,00;33,00;33,00;34,00;
2025;"2321";"1270";"0056";"0115";8916;"05V9";"No Estado do Piauí";"% de execução física";100,00;90,00;95,00;100,00;
2025;"2321";"1270";"0056";"0125";8926;"05X9";"Região Nordeste";"% de execução física";2,08;5,00;52,50;100,00;
2025;"2321";"1270";"0056";"0127";8928;"05Z8";"No Estado de Minas Gerais";"%";58,40;69,10;86,80;100,00;
2025;"4006";"1338";"0476";"1993";11320;"05T3";"Região Centro-Oeste";"unidade";1,00;4,00;4,00;5,00;
2025;"4006";"1338";"0476";"1993";11320;"05T3";"Região Nordeste";"unidade";3,00;9,00;10,00;12,00;
2025;"4006";"1338";"0476";"1993";11320;"05T3";"Região Norte";"unidade";0,00;7,00;7,00;9,00;
2025;"4006";"1338";"0476";"1993";11320;"05T3";"Região Sudeste";"unidade";2,00;4,00;7,00;10,00;
2025;"4006";"1338";"0476";"1993";11320;"05T3";"Região Sul";"unidade";2,00;3,00;4,00;6,00;
2025;"1191";"1328";"0328";"0740";10325;"05GA";"Região Centro-Oeste";"unidade";220,00;675,00;675,00;675,00;
2025;"1191";"1328";"0328";"0740";10325;"05GA";"Região Nordeste";"unidade";220,00;675,00;675,00;675,00;
2025;"1191";"1328";"0328";"0740";10325;"05GA";"Região Norte";"unidade";880,00;3.150,00;3.150,00;3.150,00;
2025;"1191";"1328";"0328";"0903";10343;"05GB";"Região Centro-Oeste";"unidade";307,00;330,00;398,00;477,00;
2025;"1191";"1328";"0328";"0903";10343;"05GB";"Região Nordeste";"unidade";307,00;310,00;376,00;451,00;
2025;"1191";"1328";"0328";"0903";10343;"05GB";"Região Norte";"unidade";308,00;460,00;554,00;664,00;
2025;"1191";"1328";"0328";"0903";10343;"05GB";"Região Sudeste";"unidade";307,00;413,00;485,00;584,00;
2025;"1191";"1328";"0328";"0903";10343;"05GB";"Região Sul";"unidade";307,00;330,00;398,00;477,00;
2025;"1191";"1328";"0328";"0904";10355;"05GD";"Região Centro-Oeste";"unidade";239,00;350,00;395,00;438,00;
2025;"1191";"1328";"0328";"0904";10355;"05GD";"Região Nordeste";"unidade";8.137,00;9.450,00;10.665,00;11.812,00;
2025;"1191";"1328";"0328";"0904";10355;"05GD";"Região Norte";"unidade";1.316,00;2.100,00;2.370,00;2.625,00;
2025;"1191";"1328";"0328";"0904";10355;"05GD";"Região Sudeste";"unidade";2.034,00;2.100,00;2.370,00;2.625,00;
2025;"1191";"1328";"0328";"0904";10355;"05GD";"Região Sul";"unidade";239,00;0,00;0,00;0,00;
2025;"1191";"1328";"0328";"0905";10380;"05GE";"Região Norte";"unidade";2.000,00;2.000,00;2.000,00;0,00;
2025;"1191";"1328";"0328";"0905";10380;"05GE";"Região Centro-Oeste";"unidade";0,00;1.000,00;1.000,00;1.000,00;
2025;"1191";"1328";"0328";"0906";10413;"05H3";"Região Nordeste";"unidade";;10.230,00;10.560,00;10.890,00;
2025;"1191";"1328";"0328";"0906";10413;"05H3";"Região Norte";"unidade";;3.720,00;3.840,00;3.960,00;
2025;"1191";"1328";"0328";"0906";10413;"05H3";"Região Sudeste";"unidade";;310,00;320,00;330,00;
2025;"1191";"1328";"0328";"0906";10413;"05H3";"Região Sul";"unidade";;1.240,00;1.280,00;1.320,00;
2025;"1191";"1328";"0330";"0907";10544;"05I5";"Semiárido";;19.500,00;5.490,00;72.990,00;108.000,00;
2025;"1191";"1328";"0330";"0908";10752;"05IB";"Região Norte";"unidade";4.073,00;5.500,00;5.750,00;6.000,00;
2025;"1191";"1328";"0330";"0908";10752;"05IB";"Região Sudeste";"unidade";70.343,00;104.500,00;109.250,00;114.000,00;
2025;"1191";"1328";"0330";"0908";10752;"05IB";"Região Nordeste";"unidade";572.505,00;990.000,00;1.035.000,00;1.080.000,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado do Amazonas";"unidade";;0,00;4,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado da Bahia";"unidade";;0,00;0,00;1,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de Goiás";"unidade";;1,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de Minas Gerais";"unidade";;0,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de Mato Grosso do Sul";"unidade";;1,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado do Pará";"unidade";;1,00;0,00;1,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado do Rio de Janeiro";"unidade";;1,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de Roraima";"unidade";;1,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado do Rio Grande do Sul";"unidade";;0,00;0,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de Santa Catarina";"unidade";;0,00;1,00;0,00;
2025;"3101";"1262";"0011";"3374";12703;"07VQ";"No Estado de São Paulo";"unidade";;1,00;2,00;0,00;
2025;"3103";"1272";"0031";"3436";12791;"07XZ";"No Distrito Federal";"% de execução";;99,95;99,95;99,95;
2025;"3103";"1272";"0031";"3436";12791;"07XZ";"No Estado do Rio de Janeiro";"% de execução";;50,00;50,00;50,00;
2025;"3103";"1272";"0031";"3387";12724;"07W2";"No Estado do Rio Grande do Norte";"% de execução";;70,78;85,37;99,80;
2025;"3103";"1272";"0031";"3405";12747;"07WQ";"No Estado do Rio de Janeiro";"% de execução";;80,73;90,03;94,48;
2025;"3103";"1272";"0031";"3431";12787;"07XV";"No Estado de Sergipe";"% de execução";;49,00;70,00;87,00;
2025;"3103";"1272";"0031";"3398";12737;"07WG";"No Estado do Rio de Janeiro";"% de execução";;62,14;68,80;74,84;
2025;"5113";"1329";"0358";"0826";9778;"06E1";"Região Centro-Oeste";;4.622,00;4.272,00;4.632,00;5.022,00;
2025;"5113";"1329";"0358";"0826";9778;"06E1";"Região Nordeste";;11.230,00;10.759,00;11.529,00;12.353,00;
2025;"5113";"1329";"0358";"0826";9778;"06E1";"Região Norte";;2.663,00;2.602,00;2.883,00;3.194,00;
2025;"5113";"1329";"0358";"0826";9778;"06E1";"Região Sudeste";;29.482,00;26.990,00;27.967,00;28.976,00;
2025;"5113";"1329";"0358";"0826";9778;"06E1";"Região Sul";;12.424,00;11.674,00;12.381,00;13.130,00;
2025;"5113";"1329";"0358";"0831";9784;"06E6";"Região Sudeste";;1.036,00;1.071,00;1.084,00;1.098,00;
2025;"5113";"1329";"0358";"0831";9784;"06E6";"Região Norte";;107,00;121,00;127,00;133,00;
2025;"5113";"1329";"0358";"0831";9784;"06E6";"Região Nordeste";;416,00;446,00;458,00;471,00;
2025;"5113";"1329";"0358";"0831";9784;"06E6";"Região Sul";;457,00;485,00;496,00;507,00;
2025;"5113";"1329";"0358";"0831";9784;"06E6";"Região Centro-Oeste";;173,00;183,00;187,00;191,00;
2025;"5113";"1329";"0358";"0827";9781;"06E4";"Região Norte";;;46,00;52,00;58,00;
2025;"5113";"1329";"0358";"0827";9781;"06E4";"Região Nordeste";;;178,00;200,00;222,00;
2025;"5113";"1329";"0358";"0827";9781;"06E4";"Região Centro-Oeste";;;75,00;85,00;94,00;
2025;"5113";"1329";"0358";"0827";9781;"06E4";"Região Sudeste";;;572,00;668,00;763,00;
2025;"5113";"1329";"0358";"0827";9781;"06E4";"Região Sul";;;346,00;403,00;461,00;
2025;"5113";"1329";"0358";"0832";9787;"06E9";"Região Sudeste";;116.253.209,00;117.415.742,00;118.589.899,00;119.775.798,00;
2025;"5113";"1329";"0358";"0832";9787;"06E9";"Região Norte";;8.743.316,00;8.830.749,00;8.919.057,00;9.008.247,00;
2025;"5113";"1329";"0358";"0832";9787;"06E9";"Região Nordeste";;37.669.003,00;38.045.693,00;38.426.150,00;38.810.412,00;
2025;"5113";"1329";"0358";"0832";9787;"06E9";"Região Centro-Oeste";;49.023.574,00;49.513.810,00;50.008.948,00;50.509.037,00;
2025;"5113";"1329";"0358";"0832";9787;"06E9";"Região Sul";;51.773.355,00;52.291.088,00;52.813.999,00;53.342.139,00;
2025;"5113";"1329";"0355";"0811";9755;"06BW";"Região Sudeste";;109,00;2,44;2,46;2,47;
