Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;163;"1158";"1318";"0275";"0642";9587;"05ZH";"Sim";1,00;4,00;6,00;6,00;
2025;163;"1158";"1318";"0275";"0644";9589;"05ZK";"Sim";0,00;7,00;12,00;12,00;
2025;164;"6114";"1320";"0237";"1018";10007;"068O";"Não";3.000,00;3.500,00;4.000,00;4.500,00;
2025;164;"6114";"1320";"0237";"1022";11360;"061V";"Sim";14.000,00;15.000,00;16.000,00;17.000,00;
2025;164;"6114";"1320";"0237";"1025";10017;"06CR";"Não";750,00;750,00;750,00;750,00;
2025;164;"6114";"1320";"0237";"1027";10023;"05UV";"Não";6,00;6,00;6,00;6,00;
2025;164;"6114";"1320";"0237";"1356";10454;"05GW";"Não";30,00;42,00;42,00;42,00;
2025;164;"6114";"1320";"0239";"0532";10896;"05KB";"Não";366,00;365,00;365,00;365,00;
2025;164;"6114";"1320";"0239";"1032";10026;"069I";"Não";3.600,00;4.100,00;4.300,00;4.500,00;
2025;164;"6114";"1320";"0239";"1034";10028;"069L";"Sim";22,00;33,00;55,00;66,00;
2025;164;"6114";"1320";"0239";"1037";10031;"069Q";"Não";2.200,00;2.400,00;2.600,00;2.800,00;
2025;164;"6114";"1320";"0239";"1038";10036;"061Y";"Sim";350.000,00;380.000,00;400.000,00;400.500,00;
2025;164;"6114";"1320";"0239";"1374";10469;"05GZ";"Não";72,00;72,00;72,00;72,00;
2025;164;"6114";"1320";"0243";"1048";10044;"062W";"Sim";0,00;30.000,00;60.000,00;100.000,00;
2025;164;"6114";"1320";"0243";"1054";10051;"05SO";"Sim";70,00;80,00;90,00;100,00;
2025;164;"6114";"1320";"0243";"1056";10055;"06A0";"Sim";50.000,00;80.000,00;110.000,00;190.000,00;
2025;164;"6114";"1320";"0243";"1060";11361;"062X";"Sim";10.000,00;300.000,00;500.000,00;600.000,00;
2025;164;"6114";"1320";"0243";"1457";10600;"068B";"Não";2,00;3,00;4,00;6,00;
2025;164;"6114";"1320";"0248";"1064";10065;"0624";"Sim";10.061,00;10.661,00;11.261,00;11.821,00;
2025;164;"6114";"1320";"0248";"1069";11373;"063C";"Não";1.500,00;1.500,00;1.500,00;1.500,00;
2025;164;"6114";"1320";"0248";"1077";10082;"0693";"Sim";52,00;54,00;56,00;58,00;
2025;164;"6114";"1320";"0248";"1087";10097;"0695";"Sim";3,00;5,00;9,00;10,00;
2025;164;"6114";"1320";"0248";"1094";10101;"062A";"Sim";21,00;21,00;24,00;27,00;
2025;164;"6114";"1320";"0248";"1097";10105;"062H";"Sim";830,00;850,00;870,00;890,00;
2025;164;"6114";"1320";"0250";"1106";10116;"05SA";"Sim";2.860,00;3.200,00;3.280,00;3.360,00;
2025;164;"6114";"1320";"0250";"1110";10120;"061I";"Sim";15,00;31,00;45,00;60,00;
2025;164;"6114";"1320";"0250";"1114";10127;"061J";"Sim";21,00;1.201,00;1.216,00;1.231,00;
2025;164;"6114";"1320";"0250";"1172";10199;"061K";"Não";45,00;78,00;80,00;82,00;
2025;164;"6114";"1320";"0250";"1176";10206;"061L";"Sim";20,00;30,00;35,00;40,00;
2025;164;"6114";"1320";"0250";"1178";10209;"061M";"Sim";37,00;42,00;47,00;53,00;
2025;164;"6114";"1320";"0250";"1182";10211;"061N";"Não";14.300,00;350,00;400,00;450,00;
2025;164;"6114";"1320";"0250";"1186";10218;"061O";"Sim";56,00;60,00;65,00;70,00;
2025;164;"6114";"1320";"0250";"1189";10219;"061P";"Sim";1,00;1,00;2,00;3,00;
2025;164;"6114";"1320";"0250";"1192";10226;"05SC";"Sim";2,00;2,00;3,00;3,00;
2025;164;"6114";"1320";"0250";"1199";10236;"05TD";"Sim";19.000.000,00;15.000.000,00;10.000.000,00;7.000.000,00;
2025;164;"6114";"1320";"0250";"1204";10242;"061Q";"Não";20,00;35,00;40,00;40,00;
2025;165;"1158";"1318";"0247";"0564";9503;"05BK";"Sim";2.574,00;5.148,00;7.722,00;10.374,00;
2025;165;"1158";"1318";"0247";"0585";9890;"05BM";"Sim";3,00;3,00;4,00;4,00;
2025;165;"1158";"1318";"0247";"0902";9889;"05OC";"Sim";1,00;2,00;2,00;3,00;
2025;165;"1158";"1318";"0247";"1000";9998;"05CU";"Sim";1,00;3,00;5,00;6,00;
2025;165;"1158";"1318";"0247";"1028";10032;"05DY";"Sim";20,00;40,00;50,00;60,00;
2025;165;"1158";"1318";"0247";"1046";10898;"05KD";"Sim";3,00;4,00;5,00;5,00;
2025;165;"1158";"1318";"0247";"1290";10374;"05BL";"Não";1,00;6,00;6,00;6,00;
2025;165;"1158";"1318";"0247";"2107";11478;"06CI";"Não";70,00;70,00;70,00;70,00;
2025;165;"1158";"1318";"0272";"0598";9530;"05UL";"Sim";25,00;50,00;75,00;100,00;
2025;165;"1158";"1318";"0272";"0601";9531;"05UM";"Sim";150,00;1.500,00;2.000,00;2.500,00;
2025;165;"1158";"1318";"0272";"0609";9537;"05UP";"Sim";63,53;67,50;67,50;88,50;
2025;165;"1158";"1318";"0272";"0612";9541;"05T2";"Sim";1.703,00;1.803,00;1.903,00;2.003,00;
2025;165;"1158";"1318";"0272";"0616";9546;"05T4";"Sim";72,00;82,00;92,00;102,00;
2025;165;"1158";"1318";"0272";"1298";11082;"05O6";"Não";960.000,00;3,00;4,00;4,00;
2025;165;"1158";"1318";"0274";"0626";9565;"05VS";"Sim";10,00;12,50;43,75;68,75;
2025;165;"1158";"1318";"0274";"1668";10897;"05KC";"Sim";1,00;0,00;1,00;4,00;
2025;165;"1158";"1318";"0275";"0638";9582;"05ZD";"Sim";20.000.000,00;17.000.000,00;18.000.000,00;20.000.000,00;
2025;165;"1158";"1318";"0275";"0639";9584;"05ZE";"Sim";10,00;5,00;11,00;11,00;
2025;165;"1158";"1318";"0275";"0641";9585;"05ZF";"Sim";400,00;1.000,00;1.500,00;1.500,00;
2025;165;"1158";"1318";"0275";"0642";9587;"05ZH";"Sim";1,00;4,00;6,00;6,00;
2025;165;"1158";"1318";"0275";"0644";9589;"05ZK";"Sim";0,00;7,00;12,00;12,00;
2025;165;"1158";"1318";"0279";"0647";9590;"05UA";"Não";100,00;220,00;270,00;320,00;
2025;165;"1158";"1318";"0279";"0651";9591;"05UC";"Não";10.000,00;47.000,00;52.000,00;57.000,00;
2025;165;"1158";"1318";"0416";"1281";10346;"05W8";"Sim";25,00;50,00;75,00;100,00;
2025;165;"1158";"1318";"0416";"1311";10387;"05VZ";"Sim";3,00;1,00;3,00;5,00;
2025;165;"1158";"1318";"0416";"1315";10394;"05W9";"Sim";6,00;3,00;6,00;9,00;
2025;165;"1158";"1318";"0416";"1318";10397;"05ZS";"Sim";10,00;25,00;30,00;50,00;
2025;165;"1189";"1319";"0258";"0608";9535;"06DA";"Sim";0,00;10,00;30,00;100,00;
2025;165;"1189";"1319";"0258";"0611";9542;"05SV";"Sim";10,00;20,00;30,00;40,00;
2025;165;"1189";"1319";"0258";"0615";9552;"061U";"Sim";88,00;103,00;118,00;133,00;
2025;165;"1189";"1319";"0262";"0619";9558;"05V4";"Sim";17.000,00;19.049,00;21.000,00;23.000,00;
2025;165;"1189";"1319";"0266";"0631";9576;"05U2";"Sim";3,00;7,00;11,00;15,00;
2025;165;"1189";"1319";"0266";"0637";9583;"05U3";"Sim";2.500.000,00;3.000.000,00;3.600.000,00;4.200.000,00;
2025;165;"1189";"1319";"0271";"0640";9586;"0610";"Sim";21,00;37,00;40,00;41,00;
2025;165;"1189";"1319";"0271";"0643";9588;"0613";"Sim";20,00;35,00;55,00;75,00;
2025;165;"1189";"1319";"0271";"0646";9592;"067M";"Não";60.000,00;60.000,00;50.000,00;50.000,00;
2025;165;"1189";"1319";"0273";"0657";9594;"064O";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;165;"1189";"1319";"0273";"0666";9598;"064R";"Sim";30.000,00;5.000,00;11.500,00;15.000,00;
2025;165;"1189";"1319";"0273";"0669";9600;"06DF";"Sim";60,00;89,00;90,00;91,00;
2025;165;"1189";"1319";"0273";"0673";9604;"064Y";"Sim";10,00;20,00;30,00;40,00;
2025;165;"1189";"1319";"0273";"0676";9606;"0615";"Sim";5,00;7,00;10,00;15,00;
2025;165;"1189";"1319";"0273";"0682";9609;"063J";"Sim";20,00;74,00;75,00;80,00;
2025;165;"1189";"1319";"0273";"1377";10478;"0650";"Sim";26,00;34,00;39,00;44,00;
2025;165;"1189";"1319";"0273";"1378";10483;"063K";"Sim";12,00;25,00;37,00;50,00;
2025;165;"1617";"1305";"0168";"1876";11184;"07BM";"Sim";11,00;21,00;33,00;40,00;
2025;165;"1617";"1305";"0168";"1878";11191;"07BY";"Sim";7,00;16,00;22,00;24,00;
2025;165;"1617";"1305";"0168";"1879";11188;"07DB";"Sim";12,00;24,00;36,00;50,00;
2025;165;"1617";"1305";"0168";"1880";11186;"07DD";"Sim";1,00;2,00;3,00;4,00;
2025;165;"1617";"1305";"0168";"1883";11192;"07DE";"Sim";6,00;12,00;18,00;24,00;
2025;165;"1617";"1305";"0513";"1885";11196;"07E5";"Não";84,00;84,00;84,00;84,00;
2025;165;"1617";"1305";"0513";"1887";11208;"07E6";"Não";45,00;45,00;45,00;45,00;
2025;165;"1617";"1305";"0513";"1889";11209;"07E7";"Sim";30,00;60,00;90,00;120,00;
2025;165;"1617";"1305";"0513";"1890";11212;"07E8";"Sim";80,00;160,00;240,00;320,00;
2025;165;"1617";"1305";"0513";"1891";11213;"07E9";"Sim";7,00;8,00;9,00;10,00;
2025;165;"1617";"1305";"0513";"1893";11214;"07GG";"Sim";84,00;82,00;80,00;78,00;
2025;165;"1617";"1305";"0513";"1895";11215;"07GH";"Sim";0,00;2,00;3,00;4,00;
2025;165;"1617";"1305";"0513";"1896";11218;"07G7";"Não";132,00;2,00;2,00;2,00;
2025;165;"1617";"1305";"0513";"1900";11220;"07GI";"Sim";2,00;3,00;4,00;5,00;
2025;165;"1617";"1305";"0513";"1903";11210;"07G8";"Sim";8,00;18,00;32,00;48,00;
2025;165;"1617";"1305";"0514";"1915";11229;"0797";"Sim";10,00;20,00;30,00;40,00;
2025;165;"1617";"1305";"0514";"1916";11230;"0798";"Sim";150,00;300,00;450,00;600,00;
2025;165;"1617";"1305";"0514";"1917";11231;"0799";"Sim";5,00;10,00;13,00;14,00;
2025;165;"1617";"1305";"0514";"1919";11233;"079A";"Sim";2,00;50,00;100,00;150,00;
2025;165;"1617";"1305";"0514";"1920";11234;"079B";"Sim";5,00;10,00;15,00;20,00;
2025;165;"1617";"1305";"0514";"1922";11236;"079C";"Sim";100,00;100,00;150,00;200,00;
2025;165;"1617";"1305";"0514";"1923";11237;"079E";"Sim";5,00;6,00;8,00;10,00;
2025;165;"1617";"1305";"0514";"1925";11239;"079I";"Sim";9,00;10,00;11,00;12,00;
2025;165;"1617";"1305";"0514";"1926";11240;"079J";"Sim";5,00;6,00;7,00;8,00;
2025;165;"1617";"1305";"0514";"1927";11241;"079L";"Sim";5,00;7,00;8,00;12,00;
2025;165;"1617";"1305";"0514";"1933";11246;"079N";"Sim";8,00;20,00;20,00;20,00;
2025;165;"1617";"1305";"0514";"1934";11248;"07A1";"Sim";50,00;100,00;150,00;200,00;
2025;165;"1617";"1305";"0514";"2106";11459;"079M";"Sim";1,00;1,00;2,00;2,00;
2025;165;"1617";"1305";"0514";"2829";12196;"07GF";"Sim";100,00;280,00;420,00;570,00;
2025;165;"2321";"1270";"0054";"0153";8960;"05Y0";"Não";187,00;60,00;50,00;50,00;
2025;165;"2321";"1270";"0054";"0991";9990;"05WA";"Não";500,00;10,00;10,00;10,00;
2025;165;"2321";"1270";"0054";"1413";11307;"05RA";"Sim";500,00;1.000,00;1.000,00;1.000,00;
2025;165;"2321";"1270";"0054";"1614";10808;"05WC";"Não";27.000,00;10.373,00;11.600,00;12.800,00;
2025;165;"2321";"1270";"0054";"2089";11441;"067P";"Não";18.221,00;12.147,00;3.037,00;3.037,00;
2025;165;"2321";"1270";"0055";"0066";10834;"064B";"Não";9,00;10,00;12,00;3,00;
2025;165;"2321";"1270";"0055";"0959";9948;"05ZY";"Sim";49,00;0,00;0,00;49,00;
2025;165;"2321";"1270";"0055";"0964";9954;"060D";"Sim";67,00;0,00;0,00;67,00;
2025;165;"2321";"1270";"0055";"0971";8952;"0639";"Sim";62,10;65,00;68,00;74,00;
2025;165;"2321";"1270";"0055";"0976";9968;"07DC";"Sim";95,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0055";"1008";10004;"063A";"Sim";1,59;1,83;1,97;2,13;
2025;165;"2321";"1270";"0055";"1248";10336;"066M";"Sim";0,00;1,00;2,00;4,00;
2025;165;"2321";"1270";"0055";"1728";10967;"05X1";"Sim";6,00;6,00;12,00;18,00;
2025;165;"2321";"1270";"0055";"1731";10973;"06CB";"Não";29,00;8,00;8,00;8,00;
2025;165;"2321";"1270";"0055";"1732";10974;"05X4";"Sim";5,00;10,00;15,00;19,00;
2025;165;"2321";"1270";"0055";"1856";11161;"05YI";"Sim";100,00;92,87;100,00;100,00;
2025;165;"2321";"1270";"0055";"2016";11363;"069P";"Sim";2,50;10,00;12,70;13,00;
2025;165;"2321";"1270";"0055";"2303";11754;"070L";"Sim";91,00;89,00;90,00;91,00;
2025;165;"2321";"1270";"0056";"0060";8858;"05VK";"Sim";40,00;33,00;33,00;33,00;
2025;165;"2321";"1270";"0056";"0067";8891;"05XU";"Sim";67,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0069";8890;"05XV";"Sim";67,00;60,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0070";8887;"05Y6";"Sim";30,00;33,00;33,00;34,00;
2025;165;"2321";"1270";"0056";"0072";8886;"05Y4";"Sim";30,00;0,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"0075";8884;"05Y8";"Sim";55,00;25,97;33,00;33,00;
2025;165;"2321";"1270";"0056";"0086";8883;"05XQ";"Sim";80,00;90,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0099";8892;"05YC";"Sim";99,87;99,92;100,00;100,00;
2025;165;"2321";"1270";"0056";"0100";8894;"05YB";"Sim";99,00;99,50;100,00;100,00;
2025;165;"2321";"1270";"0056";"0102";8896;"05YA";"Sim";48,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0105";8905;"05Y2";"Não";39,00;10,00;42,00;5,00;
2025;165;"2321";"1270";"0056";"0115";8916;"05V9";"Sim";100,00;90,00;95,00;100,00;
2025;165;"2321";"1270";"0056";"0117";8917;"05VA";"Sim";15,00;0,60;30,80;100,00;
2025;165;"2321";"1270";"0056";"0118";8919;"05VR";"Sim";100,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0120";8923;"05VD";"Sim";63,00;82,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0123";8924;"05VG";"Sim";36,00;61,00;82,00;100,00;
2025;165;"2321";"1270";"0056";"0124";8925;"05VE";"Sim";50,00;85,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0125";8926;"05X9";"Sim";2,08;5,00;52,50;100,00;
2025;165;"2321";"1270";"0056";"0127";8928;"05Z8";"Sim";58,40;69,10;86,80;100,00;
2025;165;"2321";"1270";"0056";"0154";8978;"05XY";"Sim";65,00;60,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0169";8980;"05XW";"Sim";91,00;90,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0271";9108;"05XR";"Sim";92,00;90,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0287";9120;"05XT";"Sim";100,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0289";9125;"05XS";"Sim";93,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"0402";9274;"05YD";"Sim";60,00;50,00;75,00;100,00;
2025;165;"2321";"1270";"0056";"0404";9276;"05VN";"Sim";40,00;50,00;75,00;100,00;
2025;165;"2321";"1270";"0056";"1023";10021;"05Z5";"Sim";26,75;11,20;30,80;50,40;
2025;165;"2321";"1270";"0056";"1033";10027;"05VQ";"Sim";15,60;70,00;85,00;100,00;
2025;165;"2321";"1270";"0056";"1042";10040;"0638";"Sim";2,49;27,60;87,80;100,00;
2025;165;"2321";"1270";"0056";"1061";10060;"05WK";"Sim";2.600,00;7.100,00;11.600,00;16.100,00;
2025;165;"2321";"1270";"0056";"1211";10259;"05WQ";"Sim";340,00;340,00;540,00;640,00;
2025;165;"2321";"1270";"0056";"1227";10292;"0662";"Sim";8,00;10,00;15,00;20,00;
2025;165;"2321";"1270";"0056";"1239";10307;"065Z";"Sim";15,00;30,00;45,00;60,00;
2025;165;"2321";"1270";"0056";"1406";10530;"06GY";"Sim";10,00;50,00;75,00;100,00;
2025;165;"2321";"1270";"0056";"1725";8950;"062S";"Sim";4,00;8,00;14,00;18,00;
2025;165;"2321";"1270";"0056";"1757";11032;"0661";"Não";328,00;150,00;150,00;150,00;
2025;165;"2321";"1270";"0056";"1812";11094;"05V6";"Sim";21,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"1816";11100;"05V7";"Sim";100,00;21,25;100,00;100,00;
2025;165;"2321";"1270";"0056";"1826";11116;"0631";"Sim";90,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"1872";11180;"05WP";"Sim";82,00;86,00;90,00;90,00;
2025;165;"2321";"1270";"0056";"2121";11575;"06K0";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2123";11576;"06K1";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2126";11577;"06K2";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2127";11578;"06K3";"Sim";80,00;90,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"2129";11579;"06K4";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2130";11580;"06K5";"Sim";50,00;60,00;80,00;100,00;
2025;165;"2321";"1270";"0056";"2131";11581;"06K7";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2132";11582;"06K8";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2134";11583;"06K9";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2135";11584;"06KA";"Sim";10,00;10,00;15,00;50,00;
2025;165;"2321";"1270";"0056";"2136";11585;"06KB";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2137";11586;"06KC";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2138";11587;"06KD";"Sim";80,00;70,00;90,00;100,00;
2025;165;"2321";"1270";"0056";"2139";11588;"06KE";"Sim";100,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"2140";11589;"06KF";"Sim";5,00;0,00;10,00;50,00;
2025;165;"2321";"1270";"0056";"2164";11590;"06KG";"Sim";95,00;100,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"2217";11591;"06KH";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2218";11592;"06KI";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2219";11593;"06KJ";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2220";11594;"06KK";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2221";11595;"06KL";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2222";11574;"06JZ";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2223";11573;"06JX";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2224";11572;"06JW";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2225";11571;"06JV";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0056";"2226";11570;"06JT";"Sim";10,00;50,00;100,00;100,00;
2025;165;"2321";"1270";"0056";"2227";11565;"06J3";"Sim";10,00;20,00;50,00;100,00;
2025;165;"2321";"1270";"0058";"0998";10000;"05VC";"Sim";58,00;59,00;60,00;61,00;
2025;165;"2321";"1270";"0058";"1014";10015;"05WE";"Sim";70,00;73,00;76,00;80,00;
2025;165;"2321";"1270";"0058";"1026";10022;"05WF";"Sim";80,00;85,00;90,00;90,00;
2025;165;"2321";"1270";"0058";"1036";10037;"05WH";"Sim";10,00;10,00;20,00;30,00;
2025;165;"2321";"1270";"0058";"1047";10047;"05WI";"Sim";23,00;27,00;27,00;27,00;
2025;165;"2321";"1270";"0058";"1053";10054;"05WJ";"Sim";7,00;9,00;10,00;13,00;
2025;165;"2321";"1270";"0058";"1180";10212;"05WL";"Sim";25,00;50,00;75,00;100,00;
2025;165;"2321";"1270";"0058";"1188";10228;"0670";"Sim";600,00;700,00;800,00;900,00;
2025;165;"2321";"1270";"0058";"1429";10559;"05RB";"Sim";1,00;1,00;3,00;5,00;
2025;165;"2321";"1270";"0058";"1761";11035;"07GB";"Sim";500,00;270,00;275,00;280,00;
2025;165;"2321";"1270";"0058";"1774";11051;"07GC";"Sim";382.500,00;388.500,00;402.000,00;415.500,00;
2025;165;"2321";"1270";"0058";"1778";11054;"07GD";"Sim";35,00;38,00;43,00;48,00;
2025;165;"2321";"1270";"0058";"1781";11057;"07GE";"Sim";15,00;23,00;38,00;53,00;
2025;165;"2321";"1270";"0058";"1818";11101;"05V5";"Não";90,00;90,00;90,00;90,00;
2025;165;"2321";"1270";"0058";"2114";11468;"06AE";"Sim";7,00;7,00;8,00;9,00;
2025;165;"2321";"1270";"0058";"2117";11472;"06AP";"Não";15.000,00;16.750,00;19.500,00;21.700,00;
2025;165;"6113";"1276";"0032";"1222";10289;"05FK";"Não";70,00;70,00;70,00;70,00;
2025;165;"6113";"1276";"0032";"1240";10302;"05FO";"Não";70,00;70,00;70,00;70,00;
2025;165;"6113";"1276";"0032";"1739";10996;"05UY";"Não";100,00;100,00;100,00;100,00;
2025;165;"6113";"1276";"0032";"2010";11336;"05UZ";"Não";100,00;100,00;100,00;100,00;
2025;165;"6113";"1276";"0078";"0211";9021;"054H";"Não";100,00;80,00;100,00;100,00;
2025;165;"6113";"1276";"0091";"0140";8943;"0547";"Não";75,00;75,00;75,00;75,00;
2025;165;"6113";"1276";"0091";"0311";9150;"054U";"Sim";8,00;12,00;13,00;14,00;
2025;165;"6113";"1276";"0091";"0321";9166;"054Y";"Sim";3.000,00;4.000,00;5.000,00;6.000,00;
2025;165;"6113";"1276";"0091";"0675";9627;"059F";"Sim";100,00;130,00;170,00;200,00;
2025;165;"6113";"1276";"0091";"0678";9633;"059O";"Sim";500.000,00;515.000,00;550.000,00;575.000,00;
2025;165;"6113";"1276";"0091";"0701";9639;"059T";"Sim";100.000,00;125.000,00;150.000,00;175.000,00;
2025;165;"6113";"1276";"0091";"0704";9644;"059W";"Não";1,00;1,00;1,00;2,00;
2025;165;"6113";"1276";"0091";"1986";11415;"06FF";"Não";3,00;3,00;3,00;3,00;
2025;165;"6113";"1276";"0091";"3281";12549;"07QT";"Não";3,00;3,00;3,00;3,00;
2025;165;"6113";"1276";"0099";"0193";8991;"054C";"Sim";8,00;0,00;0,00;25,00;
2025;165;"6113";"1276";"0099";"1985";11413;"06FH";"Sim";0,00;0,00;20.000,00;40.000,00;
2025;165;"6113";"1276";"0099";"2090";11446;"067X";"Sim";25,00;50,00;75,00;75,00;
2025;165;"6113";"1276";"0099";"2104";11448;"067Z";"Sim";20,00;40,00;60,00;60,00;
2025;165;"6113";"1276";"0032";"3283";12550;"07QU";"Sim";1.000,00;2.000,00;3.000,00;4.000,00;
2025;165;"6114";"1320";"0237";"1009";10002;"067Y";"Sim";30,00;479.380,00;522.960,00;566.540,00;
2025;165;"6114";"1320";"0237";"1015";10006;"068G";"Não";100,00;100,00;100,00;100,00;
2025;165;"6114";"1320";"0237";"1018";10007;"068O";"Não";3.000,00;3.500,00;4.000,00;4.500,00;
2025;165;"6114";"1320";"0237";"1019";10011;"068N";"Não";12,00;12,00;12,00;12,00;
2025;165;"6114";"1320";"0237";"1022";11360;"061V";"Sim";14.000,00;15.000,00;16.000,00;17.000,00;
2025;165;"6114";"1320";"0237";"1025";10017;"06CR";"Não";750,00;750,00;750,00;750,00;
2025;165;"6114";"1320";"0237";"1027";10023;"05UV";"Não";6,00;6,00;6,00;6,00;
2025;165;"6114";"1320";"0237";"1356";10454;"05GW";"Não";30,00;42,00;42,00;42,00;
2025;165;"6114";"1320";"0239";"0532";10896;"05KB";"Não";366,00;365,00;365,00;365,00;
2025;165;"6114";"1320";"0239";"1032";10026;"069I";"Não";3.600,00;4.100,00;4.300,00;4.500,00;
2025;165;"6114";"1320";"0239";"1034";10028;"069L";"Sim";22,00;33,00;55,00;66,00;
2025;165;"6114";"1320";"0239";"1037";10031;"069Q";"Não";2.200,00;2.400,00;2.600,00;2.800,00;
2025;165;"6114";"1320";"0239";"1038";10036;"061Y";"Sim";350.000,00;380.000,00;400.000,00;400.500,00;
2025;165;"6114";"1320";"0239";"1374";10469;"05GZ";"Não";72,00;72,00;72,00;72,00;
2025;165;"6114";"1320";"0243";"1044";10041;"062T";"Sim";500,00;50,00;100,00;150,00;
2025;165;"6114";"1320";"0243";"1048";10044;"062W";"Sim";0,00;30.000,00;60.000,00;100.000,00;
2025;165;"6114";"1320";"0243";"1054";10051;"05SO";"Sim";70,00;80,00;90,00;100,00;
2025;165;"6114";"1320";"0243";"1056";10055;"06A0";"Sim";50.000,00;80.000,00;110.000,00;190.000,00;
2025;165;"6114";"1320";"0243";"1060";11361;"062X";"Sim";10.000,00;300.000,00;500.000,00;600.000,00;
2025;165;"6114";"1320";"0243";"1457";10600;"068B";"Não";2,00;3,00;4,00;6,00;
2025;165;"6114";"1320";"0248";"1064";10065;"0624";"Sim";10.061,00;10.661,00;11.261,00;11.821,00;
2025;165;"6114";"1320";"0248";"1069";11373;"063C";"Não";1.500,00;1.500,00;1.500,00;1.500,00;
2025;165;"6114";"1320";"0248";"1077";10082;"0693";"Sim";52,00;54,00;56,00;58,00;
2025;165;"6114";"1320";"0248";"1087";10097;"0695";"Sim";3,00;5,00;9,00;10,00;
2025;165;"6114";"1320";"0248";"1094";10101;"062A";"Sim";21,00;21,00;24,00;27,00;
2025;165;"6114";"1320";"0248";"1097";10105;"062H";"Sim";830,00;850,00;870,00;890,00;
2025;165;"6114";"1320";"0248";"1101";10110;"069C";"Sim";1,00;1,00;1,00;2,00;
2025;165;"6114";"1320";"0250";"1106";10116;"05SA";"Sim";2.860,00;3.200,00;3.280,00;3.360,00;
2025;165;"6114";"1320";"0250";"1110";10120;"061I";"Sim";15,00;31,00;45,00;60,00;
2025;165;"6114";"1320";"0250";"1114";10127;"061J";"Sim";21,00;1.201,00;1.216,00;1.231,00;
2025;165;"6114";"1320";"0250";"1172";10199;"061K";"Não";45,00;78,00;80,00;82,00;
2025;165;"6114";"1320";"0250";"1176";10206;"061L";"Sim";20,00;30,00;35,00;40,00;
2025;165;"6114";"1320";"0250";"1178";10209;"061M";"Sim";37,00;42,00;47,00;53,00;
2025;165;"6114";"1320";"0250";"1182";10211;"061N";"Não";14.300,00;350,00;400,00;450,00;
2025;165;"6114";"1320";"0250";"1186";10218;"061O";"Sim";56,00;60,00;65,00;70,00;
2025;165;"6114";"1320";"0250";"1189";10219;"061P";"Sim";1,00;1,00;2,00;3,00;
2025;165;"6114";"1320";"0250";"1192";10226;"05SC";"Sim";2,00;2,00;3,00;3,00;
