Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;21;"5837";"1325";"0301";8911;"06N4";"Sim";800.000,00;1.030.000,00;1.260.000,00;1.390.000,00;
2025;23;"5136";"1327";"0346";10168;"05EK";"Não";13.800,00;6.800,00;7.000,00;7.000,00;
2025;23;"5601";"1258";"0406";11068;"05NU";"Não";33,00;25,33;32,66;40,00;
2025;23;"5802";"1323";"0323";9619;"066I";"Sim";2,00;4,00;6,00;8,00;
2025;23;"5803";"1298";"0207";9278;"06E5";"Não";40,00;1,00;1,00;1,00;
2025;23;"5804";"1304";"0543";11603;"06LA";"Não";2,00;2,00;2,00;2,00;
2025;24;"2310";"1253";"0134";9167;"054W";"Sim";64,00;74,00;90,00;90,00;
2025;24;"2314";"1286";"0048";8846;"057L";"Sim";2,79;2,98;3,17;3,28;
2025;24;"2314";"1286";"0104";8964;"057X";"Sim";70,30;70,79;71,29;71,78;
2025;24;"2314";"1286";"0106";8970;"0581";"Sim";240,00;180,00;180,00;180,00;
2025;24;"2314";"1286";"0124";9018;"058C";"Sim";26,80;29,15;30,30;32,18;
2025;24;"2314";"1286";"0155";9094;"058G";"Sim";45,00;44,00;43,00;42,00;
2025;24;"5127";"1334";"0381";9903;"05BZ";"Não";10.000,00;10.000,00;10.000,00;10.000,00;
2025;24;"5127";"1334";"0392";10122;"05FI";"Não";201.500,00;307.487,00;407.487,00;607.487,00;
2025;24;"5128";"1321";"0244";9409;"0572";"Não";100,00;100,00;100,00;100,00;
2025;24;"5128";"1321";"0257";9432;"057A";"Sim";70,00;75,00;80,00;83,00;
2025;24;"5128";"1321";"0261";9459;"0588";"Sim";79,00;80,00;81,00;82,00;
2025;24;"5128";"1321";"0296";9520;"058N";"Sim";94,00;95,00;95,50;96,00;
2025;24;"5129";"1249";"0002";10976;"05N8";"Sim";84,00;84,50;85,00;86,00;
2025;24;"5129";"1249";"0231";9303;"0562";"Sim";60,00;70,00;80,00;90,00;
2025;24;"5131";"1322";"0253";9417;"056Z";"Sim";69,00;71,00;72,00;73,00;
2025;24;"5131";"1322";"0276";9478;"057Z";"Sim";68,00;70,00;72,00;75,00;
2025;24;"5131";"1322";"0309";9597;"0590";"Sim";70,00;72,00;73,00;75,00;
2025;24;"5131";"1322";"0322";9621;"05NB";"Não";133,00;101,00;70,00;70,00;
2025;24;"5131";"1322";"0341";9668;"059P";"Sim";50,00;75,00;85,00;95,00;
2025;25;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;25;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;25;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;25;"1191";"1328";"0326";10197;"05EQ";"Não";2.500,00;9,50;10,00;10,50;
2025;25;"1191";"1328";"0327";10241;"05H1";"Não";1,00;15,00;32,00;52,00;
2025;25;"1191";"1328";"0328";10086;"05DL";"Não";17.263,00;23.343,00;25.511,00;25.654,00;
2025;25;"1191";"1328";"0330";10532;"05H6";"Não";685.971,00;1.106.100,00;1.231.100,00;1.320.000,00;
2025;25;"1191";"1328";"0331";10050;"05D6";"Não";0,75;87,00;102,00;102,00;
2025;25;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;25;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;25;"1617";"1305";"0168";11182;"06RB";"Sim";68,46;69,58;70,72;71,42;
2025;25;"1617";"1305";"0513";11193;"06S6";"Não";101,00;109,00;116,00;123,00;
2025;25;"1617";"1305";"0514";11222;"06SA";"Sim";15,00;252,00;384,00;494,00;
2025;25;"2305";"1251";"0097";9029;"054I";"Não";30,00;30,00;30,00;30,00;
2025;25;"2305";"1251";"0105";9116;"05H7";"Sim";89,90;91,70;93,40;95,20;
2025;25;"2305";"1251";"0151";9052;"05N2";"Sim";28.870,00;39.069,00;44.526,00;49.272,00;
2025;25;"2305";"1251";"0157";9158;"05DK";"Sim";400,00;1.200,00;1.600,00;2.000,00;
2025;25;"2305";"1251";"0232";9310;"05AB";"Sim";37,00;86,00;98,00;100,00;
2025;25;"2305";"1251";"0294";10019;"05CY";"Sim";100,00;100,00;100,00;100,00;
2025;25;"2305";"1251";"0295";9549;"058T";"Sim";100,00;100,00;100,00;100,00;
2025;25;"2305";"1251";"0544";11671;"06W7";"Sim";86,00;100,00;100,00;100,00;
2025;25;"2305";"1251";"0545";11672;"06WA";"Sim";34,11;91,45;100,00;100,00;
2025;25;"2310";"1253";"0130";9776;"05AU";"Não";21.000,00;30.000,00;32.000,00;35.000,00;
2025;25;"2310";"1253";"0131";9077;"054O";"Sim";12,00;12,50;12,70;12,80;
2025;25;"2310";"1253";"0132";9312;"0568";"Sim";600.000,00;169.000,00;338.000,00;507.000,00;
2025;25;"2310";"1253";"0133";9027;"054L";"Sim";16,00;25,00;37,00;49,00;
2025;25;"2310";"1253";"0134";9167;"054W";"Sim";64,00;74,00;90,00;90,00;
2025;25;"2310";"1253";"0135";10488;"05GY";"Sim";32,00;34,00;37,00;40,00;
2025;25;"2310";"1253";"0136";9970;"05CL";"Não";500,00;1.550,00;1.600,00;1.650,00;
2025;25;"2310";"1253";"0137";9940;"05CB";"Sim";53,00;53,17;53,92;55,12;
2025;25;"2310";"1253";"0138";10624;"05HQ";"Sim";2.560,00;5.248,00;8.070,00;11.034,00;
2025;25;"2310";"1253";"0139";10722;"05I0";"Sim";10,00;12,00;14,00;15,00;
2025;25;"2310";"1253";"0140";10009;"05CT";"Sim";2.350,00;4.800,00;7.350,00;10.000,00;
2025;25;"2310";"1253";"0141";10266;"05FC";"Sim";25,00;40,00;50,00;60,00;
2025;25;"2310";"1253";"0142";10869;"05K3";"Sim";6,00;5,50;5,25;5,00;
2025;25;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;25;"2310";"1253";"0156";9214;"055C";"Sim";1.300,00;8.379,00;12.529,00;16.129,00;
2025;25;"2310";"1253";"0382";9921;"05C7";"Sim";6,00;8,00;9,00;10,00;
2025;25;"2322";"1256";"0014";8779;"05MR";"Sim";97,40;98,38;98,56;98,74;
2025;25;"2322";"1256";"0408";10959;"05MU";"Sim";74,60;74,60;76,00;77,40;
2025;25;"2322";"1256";"0409";10961;"05N0";"Sim";85,10;85,10;85,90;86,80;
2025;25;"2322";"1256";"0498";10981;"05M9";"Sim";40,70;40,70;43,80;47,00;
2025;25;"2322";"1256";"0499";10984;"05MO";"Sim";96,45;96,61;96,77;96,93;
2025;25;"2322";"1256";"0500";10997;"05N3";"Sim";76,86;76,86;78,95;81,05;
2025;25;"2322";"1256";"0501";10999;"05N6";"Sim";54,90;58,80;62,70;66,60;
2025;25;"4006";"1338";"0476";11315;"05SS";"Sim";2.000,00;2.500,00;5.000,00;7.000,00;
2025;25;"4006";"1338";"0477";10990;"05MB";"Sim";2.000,00;500,00;900,00;1.500,00;
2025;25;"4006";"1338";"0478";11048;"05OI";"Sim";6.300,00;13.000,00;19.500,00;42.000,00;
2025;25;"4103";"1306";"0228";9297;"0691";"Não";10,00;1.300,00;1.400,00;1.500,00;
2025;25;"4103";"1306";"0229";9298;"0633";"Não";22,50;45,00;72,50;100,00;
2025;25;"4103";"1306";"0230";9299;"068W";"Não";1.000,00;1.100,00;1.200,00;1.300,00;
2025;25;"5129";"1249";"0002";10976;"05N8";"Sim";84,00;84,50;85,00;86,00;
2025;25;"5129";"1249";"0231";9303;"0562";"Sim";60,00;70,00;80,00;90,00;
2025;25;"5131";"1322";"0253";9417;"056Z";"Sim";69,00;71,00;72,00;73,00;
2025;25;"5131";"1322";"0276";9478;"057Z";"Sim";68,00;70,00;72,00;75,00;
2025;25;"5131";"1322";"0309";9597;"0590";"Sim";70,00;72,00;73,00;75,00;
2025;25;"5131";"1322";"0322";9621;"05NB";"Não";133,00;101,00;70,00;70,00;
2025;25;"5131";"1322";"0341";9668;"059P";"Sim";50,00;75,00;85,00;95,00;
2025;25;"5133";"1332";"0368";11612;"074O";"Não";1,00;1,00;1,00;1,00;
2025;25;"5133";"1332";"0370";9759;"05AO";"Sim";945.000,00;949.000,00;891.000,00;833.000,00;
2025;25;"5133";"1332";"0372";9773;"05AT";"Sim";5,47;6,00;6,70;7,50;
2025;25;"5133";"1332";"0374";9785;"05AW";"Sim";55,00;60,00;65,00;70,00;
2025;25;"5133";"1332";"0376";9830;"05BA";"Sim";35,00;35,80;36,60;37,40;
2025;25;"5133";"1332";"0394";10093;"05DA";"Não";125,00;125,00;125,00;125,00;
2025;25;"5136";"1327";"0342";9661;"059Z";"Não";20.000,00;80.990,00;82.000,00;83.000,00;
2025;25;"5136";"1327";"0343";9687;"05A7";"Não";51.000,00;60.000,00;33.000,00;33.000,00;
2025;25;"5136";"1327";"0344";10144;"05E7";"Não";12.000,00;5,00;6,00;7,00;
2025;25;"5136";"1327";"0345";9769;"05E9";"Não";16.250,00;8.125,00;8.125,00;8.125,00;
2025;25;"5136";"1327";"0346";10168;"05EK";"Não";13.800,00;6.800,00;7.000,00;7.000,00;
2025;25;"5136";"1327";"0347";10177;"05EH";"Não";2.500.000,00;5.200.000,00;5.500.000,00;6.000.000,00;
2025;26;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;26;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;26;"1144";"1255";"0036";8932;"06AW";"Sim";15,00;15,00;18,00;27,00;
2025;26;"1144";"1255";"0175";9177;"06BE";"Não";3,00;1,00;1,00;1,00;
2025;26;"1144";"1255";"0185";9199;"06CD";"Sim";145.000,00;10,00;15,00;20,00;
2025;26;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;26;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;26;"1158";"1318";"0247";11567;"06N8";"Sim";2.602,00;5.202,00;7.791,00;10.456,00;
2025;26;"1158";"1318";"0272";9468;"05UK";"Sim";81,70;92,50;100,00;100,00;
2025;26;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;26;"1158";"1318";"0275";9510;"05ZC";"Sim";10,00;11,00;11,00;11,00;
2025;26;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;26;"1158";"1318";"0416";10298;"06B1";"Sim";25,00;50,00;75,00;100,00;
2025;26;"2318";"1263";"0013";9291;"061X";"Sim";41,35;30,81;30,95;31,08;
2025;26;"2318";"1263";"0023";8816;"062R";"Não";22,75;22,60;22,18;21,27;
2025;26;"5602";"1259";"0398";10124;"05DQ";"Não";0,97;3,04;4,01;3,10;
2025;26;"5602";"1259";"0399";10126;"05DR";"Sim";26.954.503,00;27.497.325,00;28.040.147,00;28.582.968,00;
2025;27;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;27;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;27;"1144";"1255";"0175";9177;"06BE";"Não";3,00;1,00;1,00;1,00;
2025;27;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;27;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;27;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;27;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;27;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;27;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;27;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;27;"1191";"1328";"0327";10241;"05H1";"Não";1,00;15,00;32,00;52,00;
2025;27;"1191";"1328";"0328";10086;"05DL";"Não";17.263,00;23.343,00;25.511,00;25.654,00;
2025;27;"1191";"1328";"0330";10532;"05H6";"Não";685.971,00;1.106.100,00;1.231.100,00;1.320.000,00;
2025;27;"1191";"1328";"0331";10050;"05D6";"Não";0,75;87,00;102,00;102,00;
2025;27;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;27;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;27;"2304";"1310";"0217";10730;"06TH";"Não";20,00;10,00;20,00;30,00;
2025;27;"3102";"1274";"0049";8847;"06S7";"Não";14,75;16,50;18,25;20,00;
2025;27;"5128";"1321";"0244";9409;"0572";"Não";100,00;100,00;100,00;100,00;
2025;27;"5128";"1321";"0261";9459;"0588";"Sim";79,00;80,00;81,00;82,00;
2025;27;"5128";"1321";"0296";9520;"058N";"Sim";94,00;95,00;95,50;96,00;
2025;27;"5129";"1249";"0002";10976;"05N8";"Sim";84,00;84,50;85,00;86,00;
2025;27;"5129";"1249";"0231";9303;"0562";"Sim";60,00;70,00;80,00;90,00;
2025;27;"5131";"1322";"0253";9417;"056Z";"Sim";69,00;71,00;72,00;73,00;
2025;27;"5131";"1322";"0309";9597;"0590";"Sim";70,00;72,00;73,00;75,00;
2025;27;"5131";"1322";"0341";9668;"059P";"Sim";50,00;75,00;85,00;95,00;
2025;27;"5133";"1332";"0370";9759;"05AO";"Sim";945.000,00;949.000,00;891.000,00;833.000,00;
2025;27;"5133";"1332";"0372";9773;"05AT";"Sim";5,47;6,00;6,70;7,50;
2025;27;"5133";"1332";"0374";9785;"05AW";"Sim";55,00;60,00;65,00;70,00;
2025;27;"5133";"1332";"0376";9830;"05BA";"Sim";35,00;35,80;36,60;37,40;
2025;27;"5133";"1332";"0394";10093;"05DA";"Não";125,00;125,00;125,00;125,00;
2025;27;"5136";"1327";"0342";9661;"059Z";"Não";20.000,00;80.990,00;82.000,00;83.000,00;
2025;27;"5136";"1327";"0343";9687;"05A7";"Não";51.000,00;60.000,00;33.000,00;33.000,00;
2025;27;"5136";"1327";"0344";10144;"05E7";"Não";12.000,00;5,00;6,00;7,00;
2025;27;"5136";"1327";"0346";10168;"05EK";"Não";13.800,00;6.800,00;7.000,00;7.000,00;
2025;27;"5636";"1296";"0072";8873;"05A4";"Não";800.000,00;6.500.000,00;7.100.000,00;7.900.000,00;
2025;27;"5636";"1296";"0329";9691;"05A5";"Não";57.000,00;3.000,00;3.000,00;3.000,00;
2025;27;"5636";"1296";"0339";9708;"05A6";"Não";100,00;1.500,00;1.500,00;1.500,00;
2025;28;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;28;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;28;"1144";"1255";"0036";8932;"06AW";"Sim";15,00;15,00;18,00;27,00;
2025;28;"1144";"1255";"0175";9177;"06BE";"Não";3,00;1,00;1,00;1,00;
2025;28;"1144";"1255";"0185";9199;"06CD";"Sim";145.000,00;10,00;15,00;20,00;
2025;28;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;28;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;28;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;28;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;28;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;28;"1191";"1328";"0326";10197;"05EQ";"Não";2.500,00;9,50;10,00;10,50;
2025;28;"1191";"1328";"0327";10241;"05H1";"Não";1,00;15,00;32,00;52,00;
2025;28;"1191";"1328";"0328";10086;"05DL";"Não";17.263,00;23.343,00;25.511,00;25.654,00;
2025;28;"1191";"1328";"0330";10532;"05H6";"Não";685.971,00;1.106.100,00;1.231.100,00;1.320.000,00;
2025;28;"1191";"1328";"0331";10050;"05D6";"Não";0,75;87,00;102,00;102,00;
2025;28;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;28;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;28;"1617";"1305";"0168";11182;"06RB";"Sim";68,46;69,58;70,72;71,42;
2025;28;"1617";"1305";"0513";11193;"06S6";"Não";101,00;109,00;116,00;123,00;
2025;28;"1617";"1305";"0514";11222;"06SA";"Sim";15,00;252,00;384,00;494,00;
2025;28;"2303";"1277";"0037";8840;"05HC";"Sim";91,20;93,40;95,70;97,90;
2025;28;"2303";"1277";"0038";9294;"0560";"Sim";456,00;470,00;484,00;503,00;
2025;28;"2304";"1310";"0217";10730;"06TH";"Não";20,00;10,00;20,00;30,00;
2025;28;"2321";"1270";"0055";10567;"06BJ";"Não";383.433,21;400.687,71;418.718,65;437.560,99;
2025;28;"2321";"1270";"0056";8859;"068Y";"Sim";100,00;153,00;178,00;203,00;
2025;28;"2321";"1270";"0058";9981;"06F1";"Não";2,00;2,04;2,07;2,11;
2025;28;"3102";"1274";"0049";8847;"06S7";"Não";14,75;16,50;18,25;20,00;
2025;28;"5133";"1332";"0370";9759;"05AO";"Sim";945.000,00;949.000,00;891.000,00;833.000,00;
2025;28;"5133";"1332";"0372";9773;"05AT";"Sim";5,47;6,00;6,70;7,50;
2025;28;"5133";"1332";"0374";9785;"05AW";"Sim";55,00;60,00;65,00;70,00;
2025;28;"5136";"1327";"0342";9661;"059Z";"Não";20.000,00;80.990,00;82.000,00;83.000,00;
2025;28;"5136";"1327";"0343";9687;"05A7";"Não";51.000,00;60.000,00;33.000,00;33.000,00;
2025;28;"5136";"1327";"0344";10144;"05E7";"Não";12.000,00;5,00;6,00;7,00;
2025;28;"5136";"1327";"0345";9769;"05E9";"Não";16.250,00;8.125,00;8.125,00;8.125,00;
2025;28;"5136";"1327";"0346";10168;"05EK";"Não";13.800,00;6.800,00;7.000,00;7.000,00;
2025;28;"5136";"1327";"0347";10177;"05EH";"Não";2.500.000,00;5.200.000,00;5.500.000,00;6.000.000,00;
2025;28;"5636";"1296";"0072";8873;"05A4";"Não";800.000,00;6.500.000,00;7.100.000,00;7.900.000,00;
2025;28;"5636";"1296";"0329";9691;"05A5";"Não";57.000,00;3.000,00;3.000,00;3.000,00;
2025;28;"5636";"1296";"0339";9708;"05A6";"Não";100,00;1.500,00;1.500,00;1.500,00;
2025;28;"5663";"1291";"0063";11308;"06RC";"Sim";41,70;44,00;46,00;48,00;
2025;28;"5663";"1291";"0064";11622;"06RD";"Não";0,70;0,70;0,70;0,70;
2025;28;"5801";"1336";"0389";11156;"06LQ";"Sim";1.332.500,00;1.465.000,00;1.497.500,00;1.530.000,00;
2025;28;"5801";"1336";"0397";11162;"06LS";"Sim";29,00;34,00;39,00;44,00;
2025;29;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;29;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;29;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;29;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;29;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;29;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;29;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;29;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;29;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;29;"2304";"1310";"0217";10730;"06TH";"Não";20,00;10,00;20,00;30,00;
2025;29;"3102";"1274";"0049";8847;"06S7";"Não";14,75;16,50;18,25;20,00;
2025;29;"5128";"1321";"0244";9409;"0572";"Não";100,00;100,00;100,00;100,00;
2025;29;"5128";"1321";"0261";9459;"0588";"Sim";79,00;80,00;81,00;82,00;
2025;29;"5128";"1321";"0296";9520;"058N";"Sim";94,00;95,00;95,50;96,00;
2025;29;"5129";"1249";"0002";10976;"05N8";"Sim";84,00;84,50;85,00;86,00;
2025;29;"5129";"1249";"0231";9303;"0562";"Sim";60,00;70,00;80,00;90,00;
2025;29;"5131";"1322";"0253";9417;"056Z";"Sim";69,00;71,00;72,00;73,00;
2025;29;"5131";"1322";"0309";9597;"0590";"Sim";70,00;72,00;73,00;75,00;
2025;29;"5133";"1332";"0370";9759;"05AO";"Sim";945.000,00;949.000,00;891.000,00;833.000,00;
2025;29;"5133";"1332";"0372";9773;"05AT";"Sim";5,47;6,00;6,70;7,50;
2025;29;"5133";"1332";"0374";9785;"05AW";"Sim";55,00;60,00;65,00;70,00;
2025;29;"5133";"1332";"0376";9830;"05BA";"Sim";35,00;35,80;36,60;37,40;
2025;29;"5636";"1296";"0072";8873;"05A4";"Não";800.000,00;6.500.000,00;7.100.000,00;7.900.000,00;
2025;29;"5636";"1296";"0329";9691;"05A5";"Não";57.000,00;3.000,00;3.000,00;3.000,00;
2025;29;"5636";"1296";"0339";9708;"05A6";"Não";100,00;1.500,00;1.500,00;1.500,00;
2025;30;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;30;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;30;"1144";"1255";"0036";8932;"06AW";"Sim";15,00;15,00;18,00;27,00;
2025;30;"1144";"1255";"0175";9177;"06BE";"Não";3,00;1,00;1,00;1,00;
2025;30;"1144";"1255";"0185";9199;"06CD";"Sim";145.000,00;10,00;15,00;20,00;
2025;30;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;30;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;30;"1158";"1318";"0247";11567;"06N8";"Sim";2.602,00;5.202,00;7.791,00;10.456,00;
2025;30;"1158";"1318";"0272";9468;"05UK";"Sim";81,70;92,50;100,00;100,00;
2025;30;"1158";"1318";"0275";9510;"05ZC";"Sim";10,00;11,00;11,00;11,00;
2025;30;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;30;"1158";"1318";"0416";10298;"06B1";"Sim";25,00;50,00;75,00;100,00;
2025;30;"1189";"1319";"0258";9453;"06GD";"Sim";200,00;150,00;350,00;500,00;
2025;30;"1189";"1319";"0262";9457;"05V3";"Sim";77.000,00;82.000,00;87.000,00;92.000,00;
2025;30;"1189";"1319";"0266";9461;"05U1";"Sim";1.988.000,00;2.888.000,00;3.988.000,00;5.288.000,00;
2025;30;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;30;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;30;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;30;"1190";"1317";"0283";9486;"0603";"Sim";20,00;30,00;40,00;50,00;
2025;30;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;30;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;30;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;30;"1191";"1328";"0326";10197;"05EQ";"Não";2.500,00;9,50;10,00;10,50;
2025;30;"1191";"1328";"0327";10241;"05H1";"Não";1,00;15,00;32,00;52,00;
2025;30;"1191";"1328";"0328";10086;"05DL";"Não";17.263,00;23.343,00;25.511,00;25.654,00;
2025;30;"1191";"1328";"0330";10532;"05H6";"Não";685.971,00;1.106.100,00;1.231.100,00;1.320.000,00;
2025;30;"1191";"1328";"0331";10050;"05D6";"Não";0,75;87,00;102,00;102,00;
2025;30;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;30;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;30;"1617";"1305";"0514";11222;"06SA";"Sim";15,00;252,00;384,00;494,00;
2025;30;"2302";"1269";"0084";8961;"05KG";"Não";83,00;83,00;83,00;83,00;
2025;30;"2302";"1269";"0085";8962;"05L0";"Não";80,00;81,00;83,00;85,00;
2025;30;"2302";"1269";"0086";10790;"05IP";"Não";100,00;100,00;100,00;100,00;
2025;30;"2303";"1277";"0037";8840;"05HC";"Sim";91,20;93,40;95,70;97,90;
2025;30;"2303";"1277";"0038";9294;"0560";"Sim";456,00;470,00;484,00;503,00;
2025;30;"2304";"1310";"0217";10730;"06TH";"Não";20,00;10,00;20,00;30,00;
2025;30;"2321";"1270";"0054";10611;"06A9";"Não";45.821,00;10.483,00;11.710,00;12.910,00;
2025;30;"2321";"1270";"0055";10567;"06BJ";"Não";383.433,21;400.687,71;418.718,65;437.560,99;
2025;30;"2321";"1270";"0056";8859;"068Y";"Sim";100,00;153,00;178,00;203,00;
2025;30;"2321";"1270";"0058";9981;"06F1";"Não";2,00;2,04;2,07;2,11;
2025;30;"3102";"1274";"0049";8847;"06S7";"Não";14,75;16,50;18,25;20,00;
2025;30;"5133";"1332";"0368";11612;"074O";"Não";1,00;1,00;1,00;1,00;
2025;30;"5133";"1332";"0370";9759;"05AO";"Sim";945.000,00;949.000,00;891.000,00;833.000,00;
2025;30;"5133";"1332";"0372";9773;"05AT";"Sim";5,47;6,00;6,70;7,50;
2025;30;"5133";"1332";"0374";9785;"05AW";"Sim";55,00;60,00;65,00;70,00;
2025;30;"5133";"1332";"0376";9830;"05BA";"Sim";35,00;35,80;36,60;37,40;
2025;30;"5136";"1327";"0342";9661;"059Z";"Não";20.000,00;80.990,00;82.000,00;83.000,00;
2025;30;"5136";"1327";"0343";9687;"05A7";"Não";51.000,00;60.000,00;33.000,00;33.000,00;
2025;30;"5136";"1327";"0344";10144;"05E7";"Não";12.000,00;5,00;6,00;7,00;
2025;30;"5136";"1327";"0345";9769;"05E9";"Não";16.250,00;8.125,00;8.125,00;8.125,00;
2025;30;"5136";"1327";"0346";10168;"05EK";"Não";13.800,00;6.800,00;7.000,00;7.000,00;
2025;30;"5136";"1327";"0347";10177;"05EH";"Não";2.500.000,00;5.200.000,00;5.500.000,00;6.000.000,00;
2025;30;"5636";"1296";"0072";8873;"05A4";"Não";800.000,00;6.500.000,00;7.100.000,00;7.900.000,00;
2025;30;"5636";"1296";"0329";9691;"05A5";"Não";57.000,00;3.000,00;3.000,00;3.000,00;
2025;30;"5636";"1296";"0339";9708;"05A6";"Não";100,00;1.500,00;1.500,00;1.500,00;
2025;30;"5802";"1323";"0323";9619;"066I";"Sim";2,00;4,00;6,00;8,00;
2025;31;"5118";"1331";"0470";10777;"062V";"Sim";0,60;60,00;60,00;60,00;
2025;31;"5118";"1331";"0509";11124;"06B8";"Não";70,00;75,00;78,00;80,00;
2025;31;"5119";"1283";"0069";8871;"05KA";"Sim";70,00;75,00;78,00;80,00;
2025;31;"5119";"1283";"0070";9031;"05HD";"Sim";53,09;78,00;88,00;99,00;
2025;31;"5119";"1283";"0150";9043;"05HH";"Sim";60,00;50,00;55,00;60,00;
