Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2025;147;"1190";"1317";"0277";9476;"05X6";"Não";5,70;6,60;7,50;8,30;
2025;147;"1190";"1317";"0280";9481;"061S";"Sim";25.000,00;250.000,00;255.000,00;265.000,00;
2025;147;"1190";"1317";"0281";9484;"05ZT";"Sim";100,00;200,00;300,00;400,00;
2025;147;"1190";"1317";"0283";9486;"0603";"Sim";20,00;30,00;40,00;50,00;
2025;147;"2322";"1256";"0500";10997;"05N3";"Sim";76,86;76,86;78,95;81,05;
2025;148;"1158";"1318";"0247";11567;"06N8";"Sim";2.602,00;5.202,00;7.791,00;10.456,00;
2025;148;"1158";"1318";"0272";9468;"05UK";"Sim";81,70;92,50;100,00;100,00;
2025;148;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;148;"1158";"1318";"0275";9510;"05ZC";"Sim";10,00;11,00;11,00;11,00;
2025;148;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;148;"1158";"1318";"0416";10298;"06B1";"Sim";25,00;50,00;75,00;100,00;
2025;148;"2318";"1263";"0013";9291;"061X";"Sim";41,35;30,81;30,95;31,08;
2025;148;"2318";"1263";"0023";8816;"062R";"Não";22,75;22,60;22,18;21,27;
2025;149;"1144";"1255";"0007";8776;"06A4";"Não";89.723,00;107.668,00;125.612,00;143.557,00;
2025;149;"1144";"1255";"0033";9493;"06EU";"Não";608.637,00;58,00;59,00;60,00;
2025;149;"1144";"1255";"0036";8932;"06AW";"Sim";15,00;15,00;18,00;27,00;
2025;149;"1144";"1255";"0175";9177;"06BE";"Não";3,00;1,00;1,00;1,00;
2025;149;"1144";"1255";"0185";9199;"06CD";"Sim";145.000,00;10,00;15,00;20,00;
2025;149;"1144";"1255";"0187";9221;"06BT";"Sim";18.000,00;18.500,00;19.000,00;19.500,00;
2025;149;"1144";"1255";"0525";11354;"060S";"Não";5,75;5,28;4,82;4,35;
2025;149;"1189";"1319";"0258";9453;"06GD";"Sim";200,00;150,00;350,00;500,00;
2025;149;"1189";"1319";"0262";9457;"05V3";"Sim";77.000,00;82.000,00;87.000,00;92.000,00;
2025;149;"1189";"1319";"0266";9461;"05U1";"Sim";1.988.000,00;2.888.000,00;3.988.000,00;5.288.000,00;
2025;149;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;149;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;149;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;152;"2801";"1333";"0427";10449;"05XC";"Não";11,42;11,88;12,52;14,85;
2025;153;"1144";"1255";"0036";8932;"06AW";"Sim";15,00;15,00;18,00;27,00;
2025;153;"1158";"1318";"0247";11567;"06N8";"Sim";2.602,00;5.202,00;7.791,00;10.456,00;
2025;153;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;153;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;153;"1190";"1317";"0283";9486;"0603";"Sim";20,00;30,00;40,00;50,00;
2025;153;"5111";"1281";"0441";10546;"06LH";"Não";3.400,00;4.100,00;6.200,00;7.300,00;
2025;153;"6111";"1288";"0413";10243;"05F6";"Não";70,00;70,00;70,00;70,00;
2025;155;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;155;"6113";"1276";"0032";8829;"053O";"Não";70,00;100,00;100,00;100,00;
2025;155;"6113";"1276";"0091";11406;"065M";"Sim";60,00;100,00;100,00;100,00;
2025;155;"6113";"1276";"0099";10809;"05IW";"Sim";8,00;0,00;0,00;700.000,00;
2025;155;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;156;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;156;"6113";"1276";"0032";8829;"053O";"Não";70,00;100,00;100,00;100,00;
2025;156;"6113";"1276";"0091";11406;"065M";"Sim";60,00;100,00;100,00;100,00;
2025;156;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;160;"6113";"1276";"0032";8829;"053O";"Não";70,00;100,00;100,00;100,00;
2025;160;"6113";"1276";"0078";8888;"06A3";"Não";100,00;100,00;100,00;100,00;
2025;160;"6113";"1276";"0091";11406;"065M";"Sim";60,00;100,00;100,00;100,00;
2025;160;"6113";"1276";"0099";10809;"05IW";"Sim";8,00;0,00;0,00;700.000,00;
2025;162;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;162;"3105";"1297";"0113";8985;"0652";"Não";7,25;7,50;7,75;8,00;
2025;162;"6113";"1276";"0032";8829;"053O";"Não";70,00;100,00;100,00;100,00;
2025;162;"6113";"1276";"0078";8888;"06A3";"Não";100,00;100,00;100,00;100,00;
2025;162;"6113";"1276";"0091";11406;"065M";"Sim";60,00;100,00;100,00;100,00;
2025;162;"6113";"1276";"0099";10809;"05IW";"Sim";8,00;0,00;0,00;700.000,00;
2025;162;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;163;"1158";"1318";"0275";9510;"05ZC";"Sim";10,00;11,00;11,00;11,00;
2025;164;"6114";"1320";"0237";9373;"05UT";"Não";20,00;20,00;20,00;20,00;
2025;164;"6114";"1320";"0239";9408;"069G";"Não";200.000,00;205.000,00;210.000,00;215.000,00;
2025;164;"6114";"1320";"0243";9411;"062U";"Não";187.500,00;375.000,00;750.000,00;1.500.000,00;
2025;164;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;165;"1158";"1318";"0247";11567;"06N8";"Sim";2.602,00;5.202,00;7.791,00;10.456,00;
2025;165;"1158";"1318";"0272";9468;"05UK";"Sim";81,70;92,50;100,00;100,00;
2025;165;"1158";"1318";"0274";9507;"05V0";"Sim";26,50;27,00;27,50;28,00;
2025;165;"1158";"1318";"0275";9510;"05ZC";"Sim";10,00;11,00;11,00;11,00;
2025;165;"1158";"1318";"0279";9477;"05U9";"Sim";100,00;585,00;655,00;725,00;
2025;165;"1158";"1318";"0416";10298;"06B1";"Sim";25,00;50,00;75,00;100,00;
2025;165;"1189";"1319";"0258";9453;"06GD";"Sim";200,00;150,00;350,00;500,00;
2025;165;"1189";"1319";"0262";9457;"05V3";"Sim";77.000,00;82.000,00;87.000,00;92.000,00;
2025;165;"1189";"1319";"0266";9461;"05U1";"Sim";1.988.000,00;2.888.000,00;3.988.000,00;5.288.000,00;
2025;165;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;165;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;165;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;165;"1617";"1305";"0168";11182;"06RB";"Sim";68,46;69,58;70,72;71,42;
2025;165;"1617";"1305";"0513";11193;"06S6";"Não";101,00;109,00;116,00;123,00;
2025;165;"1617";"1305";"0514";11222;"06SA";"Sim";15,00;252,00;384,00;494,00;
2025;165;"2321";"1270";"0054";10611;"06A9";"Não";45.821,00;10.483,00;11.710,00;12.910,00;
2025;165;"2321";"1270";"0055";10567;"06BJ";"Não";383.433,21;400.687,71;418.718,65;437.560,99;
2025;165;"2321";"1270";"0056";8859;"068Y";"Sim";100,00;153,00;178,00;203,00;
2025;165;"2321";"1270";"0058";9981;"06F1";"Não";2,00;2,04;2,07;2,11;
2025;165;"6113";"1276";"0032";8829;"053O";"Não";70,00;100,00;100,00;100,00;
2025;165;"6113";"1276";"0078";8888;"06A3";"Não";100,00;100,00;100,00;100,00;
2025;165;"6113";"1276";"0091";11406;"065M";"Sim";60,00;100,00;100,00;100,00;
2025;165;"6113";"1276";"0099";10809;"05IW";"Sim";8,00;0,00;0,00;700.000,00;
2025;165;"6114";"1320";"0237";9373;"05UT";"Não";20,00;20,00;20,00;20,00;
2025;165;"6114";"1320";"0239";9408;"069G";"Não";200.000,00;205.000,00;210.000,00;215.000,00;
2025;165;"6114";"1320";"0243";9411;"062U";"Não";187.500,00;375.000,00;750.000,00;1.500.000,00;
2025;165;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;165;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;166;"1189";"1319";"0258";9453;"06GD";"Sim";200,00;150,00;350,00;500,00;
2025;166;"1189";"1319";"0262";9457;"05V3";"Sim";77.000,00;82.000,00;87.000,00;92.000,00;
2025;166;"1189";"1319";"0266";9461;"05U1";"Sim";1.988.000,00;2.888.000,00;3.988.000,00;5.288.000,00;
2025;166;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;166;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;166;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;166;"1191";"1328";"0321";10136;"05E3";"Não";1.600.000,00;1.650.000,00;1.700.000,00;1.750.000,00;
2025;166;"1191";"1328";"0324";10172;"05EE";"Não";0,85;88,00;92,00;96,00;
2025;166;"1191";"1328";"0325";10182;"05EJ";"Não";1,00;1,34;1,40;1,47;
2025;166;"1191";"1328";"0326";10197;"05EQ";"Não";2.500,00;9,50;10,00;10,50;
2025;166;"1191";"1328";"0327";10241;"05H1";"Não";1,00;15,00;32,00;52,00;
2025;166;"1191";"1328";"0328";10086;"05DL";"Não";17.263,00;23.343,00;25.511,00;25.654,00;
2025;166;"1191";"1328";"0330";10532;"05H6";"Não";685.971,00;1.106.100,00;1.231.100,00;1.320.000,00;
2025;166;"1191";"1328";"0331";10050;"05D6";"Não";0,75;87,00;102,00;102,00;
2025;166;"1191";"1328";"0333";10805;"05IS";"Não";118.000,00;37,11;37,57;38,03;
2025;166;"1191";"1328";"0334";10322;"05FT";"Não";509.000,00;801.200,00;775.000,00;778.000,00;
2025;166;"5802";"1323";"0264";9660;"065T";"Não";6,00;1,00;1,00;1,00;
2025;166;"5802";"1323";"0323";9619;"066I";"Sim";2,00;4,00;6,00;8,00;
2025;166;"5838";"1340";"0516";11284;"06SH";"Sim";155,00;25,00;35,00;50,00;
2025;166;"5838";"1340";"0517";11460;"06UA";"Sim";30,00;60,00;90,00;120,00;
2025;166;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;166;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;166;"5838";"1340";"0531";11445;"06S9";"Sim";200.000,00;15,00;25,00;35,00;
2025;167;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;169;"2224";"1279";"0101";9386;"07D6";"Sim";55,00;35,00;35,00;35,00;
2025;169;"2224";"1279";"0430";10441;"07D7";"Sim";20,00;28,00;28,00;28,00;
2025;169;"6114";"1320";"0237";9373;"05UT";"Não";20,00;20,00;20,00;20,00;
2025;169;"6114";"1320";"0239";9408;"069G";"Não";200.000,00;205.000,00;210.000,00;215.000,00;
2025;169;"6114";"1320";"0243";9411;"062U";"Não";187.500,00;375.000,00;750.000,00;1.500.000,00;
2025;169;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;169;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;170;"1189";"1319";"0258";9453;"06GD";"Sim";200,00;150,00;350,00;500,00;
2025;170;"1189";"1319";"0262";9457;"05V3";"Sim";77.000,00;82.000,00;87.000,00;92.000,00;
2025;170;"1189";"1319";"0266";9461;"05U1";"Sim";1.988.000,00;2.888.000,00;3.988.000,00;5.288.000,00;
2025;170;"1189";"1319";"0271";9464;"060U";"Sim";457.000.000,00;578.000.000,00;585.000.000,00;635.000.000,00;
2025;170;"1189";"1319";"0273";9470;"064J";"Sim";50.000,00;70.000,00;100.000,00;120.000,00;
2025;170;"1189";"1319";"0539";11497;"06E7";"Sim";2.000,00;2,00;6,00;10,00;
2025;170;"6114";"1320";"0237";9373;"05UT";"Não";20,00;20,00;20,00;20,00;
2025;170;"6114";"1320";"0239";9408;"069G";"Não";200.000,00;205.000,00;210.000,00;215.000,00;
2025;170;"6114";"1320";"0243";9411;"062U";"Não";187.500,00;375.000,00;750.000,00;1.500.000,00;
2025;170;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;170;"6114";"1320";"0250";9444;"05S9";"Sim";22,00;21,31;21,65;22,00;
2025;171;"6114";"1320";"0248";9442;"0622";"Sim";1.860,00;1.873,00;1.900,00;1.925,00;
2025;172;"1149";"1284";"0403";10189;"06MY";"Não";1.000,00;6.000,00;1.500,00;1.500,00;
2025;172;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;173;"2301";"1267";"0126";9020;"05TT";"Sim";15,00;17,00;25,00;50,00;
2025;173;"5837";"1325";"0302";10978;"06U6";"Sim";20,00;40,00;60,00;80,00;
2025;173;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;174;"2224";"1279";"0034";8854;"07CZ";"Não";5.075.000,00;5.150.000,00;5.225.000,00;5.300.000,00;
2025;174;"2224";"1279";"0059";9051;"07G9";"Não";10,00;1,00;2,00;3,00;
2025;174;"2224";"1279";"0074";9262;"07D1";"Sim";20,00;100,00;100,00;100,00;
2025;174;"2224";"1279";"0096";9339;"07D3";"Sim";5,00;10,00;15,00;20,00;
2025;174;"2224";"1279";"0098";9364;"07GA";"Não";22,00;22,00;22,00;22,00;
2025;174;"2224";"1279";"0101";9386;"07D6";"Sim";55,00;35,00;35,00;35,00;
2025;174;"2224";"1279";"0102";9395;"06VK";"Sim";778,00;1.017,00;1.117,00;1.177,00;
2025;174;"2224";"1279";"0430";10441;"07D7";"Sim";20,00;28,00;28,00;28,00;
2025;174;"2301";"1267";"0126";9020;"05TT";"Sim";15,00;17,00;25,00;50,00;
2025;174;"2301";"1267";"0263";9455;"05US";"Não";1.000.000.000,00;7,50;7,50;7,50;
2025;174;"2301";"1267";"0286";9495;"05TK";"Sim";60,00;66,00;68,00;70,00;
2025;174;"2301";"1267";"0298";9539;"06BZ";"Não";45,00;55,00;60,00;60,00;
2025;174;"2301";"1267";"0419";10323;"05Y1";"Sim";250.000,00;994.443,00;1.094.443,00;1.194.443,00;
2025;174;"2301";"1267";"0424";10359;"05YG";"Não";0,00;0,00;1,00;1,00;
2025;174;"2301";"1267";"0534";11475;"06C6";"Sim";70,00;75,00;80,00;80,00;
2025;174;"2315";"1275";"0220";9273;"055S";"Não";100,00;100,00;100,00;100,00;
2025;174;"2315";"1275";"0225";9292;"05MY";"Não";100,00;100,00;100,00;100,00;
2025;174;"4104";"1254";"0005";8771;"06IT";"Não";75,00;191,00;200,00;210,00;
2025;174;"4104";"1254";"0288";9513;"06NR";"Não";50,00;65,00;75,00;85,00;
2025;174;"4104";"1254";"0289";9524;"06IZ";"Não";97,00;97,00;98,00;98,00;
2025;174;"5115";"1300";"0121";9001;"060G";"Não";50,00;198,00;329,00;510,00;
2025;174;"5115";"1300";"0310";9596;"061A";"Não";80,00;82,00;84,00;86,00;
2025;174;"5115";"1300";"0422";10404;"0612";"Não";6,00;12,00;18,00;24,00;
2025;174;"5116";"1250";"0003";8767;"063D";"Sim";626.428,00;726.437,00;809.316,00;890.814,00;
2025;174;"5116";"1250";"0117";8989;"061Z";"Não";83,00;85,00;85,25;85,50;
2025;174;"5116";"1250";"0120";8995;"0623";"Não";9.280,00;7.540,00;5.800,00;4.060,00;
2025;174;"5116";"1250";"0123";9011;"0627";"Não";51,00;68,00;68,25;68,50;
2025;174;"5116";"1250";"0125";9105;"062B";"Sim";5.918,12;7.055,93;10.922,93;15.137,96;
2025;174;"5116";"1250";"0165";9140;"062E";"Não";0,39;0,35;0,32;0,29;
2025;174;"5116";"1250";"0170";9162;"062K";"Não";58,48;21,00;21,00;21,00;
2025;174;"5116";"1250";"0173";9179;"062N";"Não";66.806,00;70.146,00;73.653,00;77.336,00;
2025;174;"5116";"1250";"0300";9548;"0634";"Não";70,00;75,00;80,00;85,00;
2025;174;"5116";"1250";"0421";10347;"06EG";"Não";119,00;118,00;117,00;116,00;
2025;174;"5116";"1250";"0445";10998;"06ES";"Não";21,95;21,73;21,52;21,30;
2025;174;"5662";"1268";"0026";11374;"06PI";"Não";44,00;43,00;45,00;45,00;
2025;174;"5662";"1268";"0027";11499;"0741";"Não";20,00;35,00;35,00;27,00;
2025;175;"5126";"1337";"0431";10456;"06P9";"Não";60.000,00;14.533,00;14.533,00;14.533,00;
2025;175;"5126";"1337";"0447";10835;"06QR";"Sim";12,00;20,00;32,00;48,00;
2025;175;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;175;"5804";"1304";"0167";9224;"065G";"Não";1,60;3,00;3,00;3,00;
2025;175;"5804";"1304";"0169";9573;"065K";"Não";30,00;30,00;30,00;30,00;
2025;175;"5804";"1304";"0188";9412;"065J";"Não";54,90;55,00;55,10;55,20;
2025;175;"5804";"1304";"0203";11403;"065H";"Não";1,00;1,00;2,00;1,00;
2025;175;"5804";"1304";"0226";11405;"067H";"Não";150,00;62,00;62,00;62,00;
2025;175;"5804";"1304";"0526";11417;"066T";"Não";1,00;2,00;0,00;0,00;
2025;175;"5804";"1304";"0527";11421;"0674";"Não";1,00;1,00;1,00;1,00;
2025;175;"5804";"1304";"0528";11434;"067F";"Não";1,00;1,00;1,00;1,00;
2025;175;"5804";"1304";"0529";11437;"06OC";"Não";1,00;1,00;1,00;1,00;
2025;175;"5804";"1304";"0530";11438;"067K";"Não";2,00;0,00;0,00;0,00;
2025;175;"5804";"1304";"0532";11466;"06CL";"Não";10,00;10,00;10,00;10,00;
2025;175;"5804";"1304";"0533";11469;"06AH";"Não";1,00;1,00;1,00;1,00;
2025;175;"5804";"1304";"0543";11603;"06LA";"Não";2,00;2,00;2,00;2,00;
2025;175;"5811";"1315";"0199";9906;"06H7";"Não";270,00;540,00;540,00;270,00;
2025;175;"5811";"1315";"0200";9912;"06HF";"Não";500.000,00;750.000,00;750.000,00;750.000,00;
2025;175;"5811";"1315";"0202";9917;"06HK";"Não";5,00;15,00;30,00;50,00;
2025;175;"5812";"1287";"0077";10960;"06L8";"Não";6.250,00;2.000,00;2.000,00;2.000,00;
2025;175;"5812";"1287";"0083";8912;"06L9";"Sim";25,00;50,00;75,00;100,00;
2025;175;"5814";"1314";"0224";10953;"06SD";"Sim";1,00;4,00;7,00;10,00;
2025;175;"5814";"1314";"0227";10421;"06ND";"Sim";500,00;1.000,00;1.500,00;2.000,00;
2025;175;"5815";"1299";"0090";8929;"06N0";"Sim";10,00;0,00;10,00;15,00;
2025;175;"5815";"1299";"0093";8940;"06N1";"Sim";250.000,00;400.000,00;500.000,00;500.000,00;
2025;175;"5838";"1340";"0516";11284;"06SH";"Sim";155,00;25,00;35,00;50,00;
2025;175;"5838";"1340";"0517";11460;"06UA";"Sim";30,00;60,00;90,00;120,00;
2025;175;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;175;"5838";"1340";"0519";11306;"06UU";"Sim";15,00;45,00;70,00;95,00;
2025;175;"5838";"1340";"0531";11445;"06S9";"Sim";200.000,00;15,00;25,00;35,00;
2025;180;"2316";"1326";"0308";9674;"059U";"Não";120,00;600,00;600,00;600,00;
2025;180;"2316";"1326";"0311";9672;"059Q";"Não";8,00;15,00;15,00;15,00;
2025;180;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;180;"2316";"1326";"0313";11177;"05Q4";"Não";4,00;4,00;4,00;4,00;
2025;180;"2316";"1326";"0314";11195;"05QD";"Não";20,00;150,00;150,00;150,00;
2025;180;"2316";"1326";"0315";10847;"05NQ";"Não";3,00;15,00;15,00;15,00;
2025;180;"2316";"1326";"0316";10812;"05IV";"Não";725,00;430,00;430,00;430,00;
2025;180;"2316";"1326";"0317";11312;"05RL";"Sim";452,00;468,00;484,00;500,00;
2025;180;"2316";"1326";"0319";9655;"059H";"Não";954.800,00;750.000,00;750.000,00;750.000,00;
2025;180;"2316";"1326";"0320";9645;"059C";"Não";1,00;0,00;0,00;0,00;
2025;181;"2316";"1326";"0317";11312;"05RL";"Sim";452,00;468,00;484,00;500,00;
2025;182;"2305";"1251";"0105";9116;"05H7";"Sim";89,90;91,70;93,40;95,20;
2025;183;"2316";"1326";"0308";9674;"059U";"Não";120,00;600,00;600,00;600,00;
2025;183;"2316";"1326";"0311";9672;"059Q";"Não";8,00;15,00;15,00;15,00;
2025;183;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;183;"2316";"1326";"0313";11177;"05Q4";"Não";4,00;4,00;4,00;4,00;
2025;183;"2316";"1326";"0314";11195;"05QD";"Não";20,00;150,00;150,00;150,00;
2025;183;"2316";"1326";"0315";10847;"05NQ";"Não";3,00;15,00;15,00;15,00;
2025;183;"2316";"1326";"0316";10812;"05IV";"Não";725,00;430,00;430,00;430,00;
2025;183;"2316";"1326";"0317";11312;"05RL";"Sim";452,00;468,00;484,00;500,00;
2025;183;"2316";"1326";"0319";9655;"059H";"Não";954.800,00;750.000,00;750.000,00;750.000,00;
2025;183;"2316";"1326";"0320";9645;"059C";"Não";1,00;0,00;0,00;0,00;
2025;184;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;184;"2316";"1326";"0313";11177;"05Q4";"Não";4,00;4,00;4,00;4,00;
2025;186;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;186;"2316";"1326";"0313";11177;"05Q4";"Não";4,00;4,00;4,00;4,00;
2025;190;"2316";"1326";"0308";9674;"059U";"Não";120,00;600,00;600,00;600,00;
2025;190;"2316";"1326";"0311";9672;"059Q";"Não";8,00;15,00;15,00;15,00;
2025;190;"2316";"1326";"0312";11155;"05PL";"Não";3,00;10,00;10,00;10,00;
2025;190;"2316";"1326";"0313";11177;"05Q4";"Não";4,00;4,00;4,00;4,00;
2025;190;"2316";"1326";"0314";11195;"05QD";"Não";20,00;150,00;150,00;150,00;
2025;190;"2316";"1326";"0315";10847;"05NQ";"Não";3,00;15,00;15,00;15,00;
2025;190;"2316";"1326";"0316";10812;"05IV";"Não";725,00;430,00;430,00;430,00;
2025;190;"2316";"1326";"0317";11312;"05RL";"Sim";452,00;468,00;484,00;500,00;
2025;190;"2316";"1326";"0319";9655;"059H";"Não";954.800,00;750.000,00;750.000,00;750.000,00;
2025;190;"2316";"1326";"0320";9645;"059C";"Não";1,00;0,00;0,00;0,00;
2025;191;"1149";"1284";"0379";9884;"06MO";"Sim";31,25;62,50;93,75;125,00;
2025;191;"1149";"1284";"0383";9926;"06MQ";"Sim";50,00;60,00;70,00;75,00;
2025;193;"2224";"1279";"0101";9386;"07D6";"Sim";55,00;35,00;35,00;35,00;
2025;193;"2224";"1279";"0430";10441;"07D7";"Sim";20,00;28,00;28,00;28,00;
2025;193;"2301";"1267";"0534";11475;"06C6";"Sim";70,00;75,00;80,00;80,00;
2025;193;"2304";"1310";"0216";10714;"06TD";"Não";5,00;10,00;15,00;20,00;
2025;193;"2305";"1251";"0105";9116;"05H7";"Sim";89,90;91,70;93,40;95,20;
2025;193;"2310";"1253";"0137";9940;"05CB";"Sim";53,00;53,17;53,92;55,12;
2025;193;"2319";"1257";"0245";9394;"056U";"Sim";1,05;20,87;21,65;22,17;
2025;193;"2319";"1257";"0251";9405;"056Y";"Sim";1,35;47,92;48,22;48,55;
2025;193;"2319";"1257";"0254";9419;"05M2";"Sim";6,30;14,10;21,90;31,30;
2025;193;"2320";"1260";"0507";11122;"06S4";"Não";1,00;2,00;1,00;1,00;
2025;193;"3105";"1297";"0107";8969;"064S";"Não";100,00;87,00;87,00;87,00;
2025;193;"5111";"1281";"0443";10553;"06NI";"Não";1.661.310,00;1.827.442,00;2.010.185,00;2.211.204,00;
2025;193;"5111";"1281";"0444";10566;"06OU";"Não";64.094,00;66.594,00;69.094,00;71.594,00;
2025;193;"5111";"1281";"0458";10641;"06JD";"Não";31,00;36,00;40,00;45,00;
2025;193;"5112";"1302";"0158";9095;"0683";"Não";88,30;94,00;97,00;100,00;
2025;193;"5112";"1302";"0166";9154;"068S";"Não";4.878.408,00;4.428.409,00;5.378.407,00;6.128.408,00;
2025;193;"5112";"1302";"0184";9197;"06F9";"Não";7.800,00;9.200,00;11.600,00;12.000,00;
2025;193;"5113";"1329";"0351";10365;"06GV";"Não";35,00;56,00;54,00;28,00;
2025;193;"5118";"1331";"0473";10861;"05YZ";"Sim";44,00;49,00;55,00;60,00;
2025;193;"5126";"1337";"0404";10238;"06SN";"Sim";570,00;1.097,00;1.624,00;2.151,00;
2025;193;"5126";"1337";"0455";10609;"06MT";"Não";40,00;130,00;130,00;130,00;
2025;193;"5601";"1258";"0405";11038;"05ND";"Não";100.000,00;167.000,00;270.000,00;134.000,00;
2025;193;"5811";"1315";"0199";9906;"06H7";"Não";270,00;540,00;540,00;270,00;
2025;193;"5811";"1315";"0200";9912;"06HF";"Não";500.000,00;750.000,00;750.000,00;750.000,00;
2025;193;"5811";"1315";"0202";9917;"06HK";"Não";5,00;15,00;30,00;50,00;
2025;193;"5838";"1340";"0518";11645;"06ST";"Sim";5,00;30,00;40,00;50,00;
2025;194;"2310";"1253";"0140";10009;"05CT";"Sim";2.350,00;4.800,00;7.350,00;10.000,00;
2025;194;"2310";"1253";"0143";10811;"05IX";"Sim";49,62;50,14;50,65;51,03;
2025;194;"2319";"1257";"0251";9405;"056Y";"Sim";1,35;47,92;48,22;48,55;
2025;194;"2319";"1257";"0254";9419;"05M2";"Sim";6,30;14,10;21,90;31,30;
2025;194;"2320";"1260";"0504";11081;"06RV";"Não";5.832.993,00;5.590.993,00;5.300.993,00;5.200.993,00;
2025;194;"4101";"1265";"0451";10595;"06OM";"Não";175.000,00;175.000,00;175.000,00;175.000,00;
2025;194;"4103";"1306";"0230";9299;"068W";"Não";1.000,00;1.100,00;1.200,00;1.300,00;
2025;194;"5111";"1281";"0436";10525;"06HV";"Não";5,00;5,10;5,10;5,30;
2025;194;"5111";"1281";"0438";10531;"06I0";"Não";4,00;4,10;4,10;4,20;
2025;194;"5111";"1281";"0441";10546;"06LH";"Não";3.400,00;4.100,00;6.200,00;7.300,00;
2025;194;"5111";"1281";"0448";10576;"06P4";"Não";3.324.429,00;2.510.885,00;2.516.863,00;2.642.706,00;
2025;194;"5111";"1281";"0449";10585;"06PR";"Não";5.030.426,00;5.108.759,00;5.190.299,00;5.273.295,00;
2025;194;"5111";"1281";"0457";10627;"06H5";"Não";94,05;95,00;95,05;96,00;
2025;194;"5111";"1281";"0458";10641;"06JD";"Não";31,00;36,00;40,00;45,00;
2025;194;"5111";"1281";"0460";10662;"06EJ";"Não";322.938,00;269.820,00;279.820,00;282.820,00;
2025;194;"5111";"1281";"0461";10675;"06EN";"Não";56.962,00;79.396,00;109.834,00;118.514,00;
2025;194;"5111";"1281";"0462";10683;"06JA";"Não";77,40;80,80;84,20;87,10;
