"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2024;"1617";"1305";"0168";11182;"06RB";"Região Centro-Oeste";"%";0,20;0,40;0,70;0,92;
2024;"3901";"1271";"0171";9160;"06LC";"Região Nordeste";"km";0,00;650,00;1.300,00;1.300,00;
2024;"3901";"1271";"0171";9160;"06LC";"Região Centro-Oeste";"km";0,00;325,00;650,00;650,00;
2024;"3901";"1271";"0171";9160;"06LC";"Região Sudeste";"km";469,00;3.648,00;9.190,00;10.597,00;
2024;"3901";"1271";"0171";9160;"06LC";"Região Sul";"km";647,00;2.671,00;4.695,00;6.637,00;
2024;"5125";"1312";"0177";9261;"06VN";"Região Norte";"unidade";47,00;47,00;47,00;47,00;
2024;"5125";"1312";"0177";9261;"06VN";"Região Centro-Oeste";"unidade";45,00;45,00;45,00;45,00;
2024;"5125";"1312";"0177";9261;"06VN";"Região Sudeste";"unidade";230,00;230,00;230,00;230,00;
2024;"5125";"1312";"0177";9261;"06VN";"Região Sul";"unidade";81,00;81,00;81,00;81,00;
2024;"5125";"1312";"0177";9261;"06VN";"Região Nordeste";"unidade";147,00;147,00;147,00;147,00;
2024;"2306";"1308";"0180";9566;"0686";"Região Nordeste";"unidade";2,00;2,00;2,00;2,00;
2024;"2306";"1308";"0180";9566;"0686";"Região Sudeste";"unidade";22,00;22,00;22,00;22,00;
2024;"2306";"1308";"0182";9690;"069X";"Região Nordeste";"unidade";25,00;25,00;25,00;25,00;
2024;"2306";"1308";"0182";9690;"069X";"Região Sudeste";"unidade";175,00;175,00;175,00;175,00;
2024;"2306";"1308";"0183";9702;"06A1";"Região Centro-Oeste";"%";6,00;6,00;6,00;6,00;
2024;"2306";"1308";"0183";9702;"06A1";"Região Nordeste";"%";12,00;12,00;12,00;12,00;
2024;"2306";"1308";"0183";9702;"06A1";"Região Norte";"%";4,00;4,00;4,00;4,00;
2024;"2306";"1308";"0183";9702;"06A1";"Região Sudeste";"%";63,00;63,00;63,00;63,00;
2024;"2306";"1308";"0183";9702;"06A1";"Região Sul";"%";15,00;15,00;15,00;15,00;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xavante";"unidade";44,00;40,43;36,87;33,30;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Xingu";"unidade";10,55;9,70;8,84;7,98;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Maranhão";"unidade";5,50;5,05;5,05;5,05;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Pernambuco";"unidade";5,16;5,16;5,16;5,16;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Minas Gerais e Espírito Santo";"unidade";22,51;20,69;18,86;17,04;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Litoral Sul";"unidade";5,02;5,02;5,02;5,02;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Purus";"unidade";9,84;9,04;8,24;7,45;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Mato Grosso do Sul";"unidade";9,40;8,64;7,88;7,11;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Interior Sul";"unidade";15,33;14,09;12,85;11,06;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Bahia";"unidade";3,34;3,34;3,34;3,34;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Parintins";"unidade";3,72;3,72;3,72;3,72;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Médio Rio Solimões e Afluentes";"unidade";31,36;28,81;26,27;23,73;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Guamá-Tocantins";"unidade";13,07;12,59;11,48;10,37;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Amapá e Norte do Pará";"unidade";22,09;20,30;18,51;16,72;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Pará";"unidade";13,60;12,50;11,04;10,29;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Manaus";"unidade";1,55;1,55;1,55;1,55;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Altamira";"unidade";14,02;12,88;11,74;10,61;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Negro";"unidade";21,17;19,46;17,74;16,02;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Leste de Roraima";"unidade";11,27;10,36;9,45;8,53;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vale do Javari";"unidade";47,19;43,37;39,54;35,71;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Potiguara";"unidade";5,11;5,11;5,11;5,11;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Purus";"unidade";53,62;49,28;44,93;40,58;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Porto Velho";"unidade";15,11;13,89;12,66;11,44;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Rio Tapajós";"unidade";19,76;18,16;16,56;14,96;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Solimões";"unidade";13,03;11,98;10,92;9,86;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Vilhena";"unidade";9,89;9,09;8,29;7,49;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Ceará";"unidade";2,30;2,30;2,30;2,30;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Kaiapó do Mato Grosso";"unidade";17,34;15,94;14,53;13,13;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alagoas e Sergipe";"unidade";7,52;6,91;6,30;5,69;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Cuiabá";"unidade";19,01;17,47;15,92;14,38;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Yanomami";"unidade";65,47;60,16;54,85;49,54;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Tocantins";"unidade";10,11;9,29;8,47;7,65;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Araguaia";"unidade";21,85;20,08;18,31;16,54;
2024;"5122";"1295";"0186";9207;"05LT";"Distrito Sanitário Especial Indígena - Alto Rio Juruá";"unidade";22,12;20,33;18,53;16,74;
2024;"1144";"1255";"0185";9199;"06CD";"Região Centro-Oeste";"ha";21.750,00;33.000,00;44.250,00;55.500,00;
2024;"1144";"1255";"0185";9199;"06CD";"Região Sudeste";"ha";58.000,00;88.000,00;118.000,00;148.000,00;
2024;"1144";"1255";"0185";9199;"06CD";"Região Norte";"ha";8.700,00;13.200,00;17.700,00;22.200,00;
2024;"1144";"1255";"0185";9199;"06CD";"Região Nordeste";"ha";10.150,00;15.400,00;20.650,00;25.900,00;
2024;"1144";"1255";"0185";9199;"06CD";"Região Sul";"ha";46.400,00;70.400,00;94.400,00;118.400,00;
2024;"5816";"1313";"0190";9853;"06HS";"Região Sul";"unidades/ano";15,00;30,00;45,00;60,00;
2024;"5816";"1313";"0190";9853;"06HS";"Região Sudeste";"unidades/ano";20,00;40,00;60,00;80,00;
2024;"5816";"1313";"0190";9853;"06HS";"Região Centro-Oeste";"unidades/ano";15,00;30,00;45,00;60,00;
2024;"5816";"1313";"0190";9853;"06HS";"Região Nordeste";"unidades/ano";25,00;50,00;75,00;100,00;
2024;"5816";"1313";"0190";9853;"06HS";"Região Norte";"unidades/ano";25,00;50,00;75,00;100,00;
2024;"5816";"1313";"0191";9864;"06I4";"Região Sul";;0,00;2,00;1,00;3,00;
2024;"5816";"1313";"0191";9864;"06I4";"Região Sudeste";;3,00;2,00;0,00;4,00;
2024;"5816";"1313";"0191";9864;"06I4";"Região Norte";;2,00;2,00;2,00;7,00;
2024;"5816";"1313";"0191";9864;"06I4";"Região Centro-Oeste";;1,00;2,00;0,00;2,00;
2024;"5816";"1313";"0191";9864;"06I4";"Região Nordeste";;4,00;3,00;3,00;11,00;
2024;"5816";"1313";"0192";9974;"06IU";"Região Sudeste";"%";100,00;100,00;100,00;100,00;
2024;"5816";"1313";"0192";9974;"06IU";"Região Norte";"%";85,00;100,00;100,00;100,00;
2024;"5816";"1313";"0192";9974;"06IU";"Região Sul";"%";100,00;100,00;100,00;100,00;
2024;"5816";"1313";"0192";9974;"06IU";"Região Centro-Oeste";"%";50,00;75,00;75,00;100,00;
2024;"5816";"1313";"0192";9974;"06IU";"Região Nordeste";"%";80,00;90,00;95,00;100,00;
2024;"5811";"1315";"0199";9906;"06H7";"Região Sul";;30,00;60,00;60,00;30,00;
2024;"5811";"1315";"0199";9906;"06H7";"Região Sudeste";;40,00;80,00;80,00;40,00;
2024;"5811";"1315";"0199";9906;"06H7";"Região Centro-Oeste";;40,00;80,00;80,00;40,00;
2024;"5811";"1315";"0199";9906;"06H7";"Região Nordeste";;90,00;180,00;180,00;90,00;
2024;"5811";"1315";"0199";9906;"06H7";"Região Norte";"% de execução";70,00;140,00;140,00;70,00;
2024;"2306";"1308";"0204";9710;"06C2";"Nacional";"%";40,00;40,00;40,00;40,00;
2024;"2306";"1308";"0205";9720;"06IO";"Região Sudeste";"%";13,00;36,00;63,00;100,00;
2024;"5804";"1304";"0226";11405;"067H";"Região Centro-Oeste";"%";5,26;5,26;5,26;5,26;
2024;"5804";"1304";"0226";11405;"067H";"Região Nordeste";"%";22,81;22,81;22,81;22,81;
2024;"5804";"1304";"0226";11405;"067H";"Região Norte";"%";6,14;6,14;6,14;6,14;
2024;"5804";"1304";"0226";11405;"067H";"Região Sudeste";"%";36,55;36,55;36,55;36,55;
2024;"5804";"1304";"0226";11405;"067H";"Região Sul";"%";29,24;29,24;29,24;29,24;
2024;"2305";"1251";"0232";9310;"05AB";"Região Nordeste";"%";12,00;53,00;93,00;100,00;
2024;"2305";"1251";"0232";9310;"05AB";"Região Norte";"%";0,00;37,00;52,00;100,00;
2024;"2305";"1251";"0232";9310;"05AB";"Região Sul";"%";0,00;77,00;100,00;100,00;
2024;"2305";"1251";"0232";9310;"05AB";"Região Sudeste";"%";31,00;80,00;100,00;100,00;
2024;"2305";"1251";"0232";9310;"05AB";"Região Centro-Oeste";"%";39,00;88,00;100,00;100,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Amazônia";"%";20,00;20,00;20,00;20,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Caatinga";"%";20,00;20,00;20,00;20,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Cerrado";"%";20,00;20,00;20,00;20,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Mata Atlântica";"%";20,00;20,00;20,00;20,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Pampa";"%";20,00;20,00;20,00;20,00;
2024;"6114";"1320";"0237";9373;"05UT";"Bioma Pantanal";"%";20,00;20,00;20,00;20,00;
2024;"2319";"1257";"0245";9394;"056U";"Região Norte";"%";0,10;0,18;0,08;0,05;
2024;"2319";"1257";"0245";9394;"056U";"Região Sudeste";"%";0,35;0,59;0,25;0,17;
2024;"2319";"1257";"0245";9394;"056U";"Região Sul";"%";0,18;0,32;0,14;0,09;
2024;"2319";"1257";"0245";9394;"056U";"Região Centro-Oeste";"%";0,08;0,15;0,06;0,04;
2024;"2319";"1257";"0245";9394;"056U";"Região Nordeste";"%";0,34;0,59;0,25;0,17;
2024;"5131";"1322";"0253";9417;"056Z";"Região Centro-Oeste";"%";75,50;76,00;76,50;77,00;
2024;"5131";"1322";"0253";9417;"056Z";"Região Sudeste";"%";71,50;72,00;72,50;73,00;
2024;"5131";"1322";"0253";9417;"056Z";"Região Sul";"%";94,20;94,30;94,40;94,50;
2024;"5131";"1322";"0253";9417;"056Z";"Região Norte";"%";55,00;59,00;60,00;63,00;
2024;"5131";"1322";"0253";9417;"056Z";"Região Nordeste";"%";64,00;70,00;76,00;77,00;
2024;"1189";"1319";"0271";9464;"060U";"Bioma Caatinga";"ha";28.000.000,00;28.000.000,00;28.000.000,00;28.000.000,00;
2024;"1189";"1319";"0271";9464;"060U";"Bioma Cerrado";"ha";2.000.000,00;24.500.000,00;24.500.000,00;25.000.000,00;
2024;"1189";"1319";"0271";9464;"060U";"Bioma Mata Atlântica";"ha";0,00;4.500.000,00;14.500.000,00;14.500.000,00;
2024;"1189";"1319";"0271";9464;"060U";"Bioma Pampa";"ha";0,00;0,00;0,00;7.500.000,00;
2024;"1158";"1318";"0275";9510;"05ZC";"Região Nordeste";"unidade";10,00;10,00;10,00;10,00;
2024;"1158";"1318";"0275";9510;"05ZC";"Região Norte";"unidade";0,00;1,00;3,00;3,00;
2024;"1158";"1318";"0275";9510;"05ZC";"Região Centro-Oeste";"unidade";0,00;2,00;3,00;3,00;
2024;"1158";"1318";"0275";9510;"05ZC";"Região Sudeste";"unidade";0,00;1,00;3,00;3,00;
2024;"1158";"1318";"0275";9510;"05ZC";"Região Sul";"unidade";0,00;1,00;2,00;2,00;
2024;"5131";"1322";"0276";9478;"057Z";"Região Centro-Oeste";"%";67,00;69,00;71,00;75,00;
2024;"5131";"1322";"0276";9478;"057Z";"Região Nordeste";"%";64,00;68,00;71,00;76,00;
2024;"5131";"1322";"0276";9478;"057Z";"Região Norte";"%";74,00;78,00;82,00;88,00;
2024;"5131";"1322";"0276";9478;"057Z";"Região Sudeste";"%";73,00;74,00;75,00;76,00;
2024;"5131";"1322";"0276";9478;"057Z";"Região Sul";"%";65,00;66,00;67,00;68,00;
2024;"1158";"1318";"0279";9477;"05U9";"Região Norte";"unidade";9,00;14,00;18,00;20,00;
2024;"1158";"1318";"0279";9477;"05U9";"Região Nordeste";"unidade";26,00;39,00;52,00;57,00;
2024;"1158";"1318";"0279";9477;"05U9";"Região Centro-Oeste";"unidade";9,00;14,00;18,00;20,00;
2024;"1158";"1318";"0279";9477;"05U9";"Região Sudeste";"unidade";41,00;61,00;82,00;90,00;
2024;"1158";"1318";"0279";9477;"05U9";"Região Sul";"unidade";15,00;22,00;30,00;33,00;
2024;"1190";"1317";"0285";9490;"05VB";"Região Norte";"%";0,50;1,50;2,00;5,00;
2024;"1190";"1317";"0285";9490;"05VB";"Região Nordeste";"%";1,00;1,50;3,00;6,00;
2024;"1190";"1317";"0285";9490;"05VB";"Região Sudeste";"%";2,00;3,50;7,00;13,00;
2024;"1190";"1317";"0285";9490;"05VB";"Região Sul";"%";1,00;2,00;5,00;10,00;
2024;"1190";"1317";"0285";9490;"05VB";"Região Centro-Oeste";"%";0,50;1,50;3,00;6,00;
2024;"5131";"1322";"0309";9597;"0590";"Região Centro-Oeste";"%";61,00;63,00;66,00;68,00;
2024;"5131";"1322";"0309";9597;"0590";"Região Nordeste";"%";95,00;95,00;96,00;96,00;
2024;"5131";"1322";"0309";9597;"0590";"Região Norte";"%";92,00;92,00;93,00;93,00;
2024;"5131";"1322";"0309";9597;"0590";"Região Sudeste";"%";51,00;54,00;57,00;60,00;
2024;"5131";"1322";"0309";9597;"0590";"Região Sul";"%";28,00;32,00;36,00;40,00;
2024;"2305";"1251";"0294";10019;"05CY";"Região Norte";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0294";10019;"05CY";"Região Nordeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0294";10019;"05CY";"Região Centro-Oeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0294";10019;"05CY";"Região Sudeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0294";10019;"05CY";"Região Sul";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0295";9549;"058T";"Região Nordeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0295";9549;"058T";"Região Norte";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0295";9549;"058T";"Região Centro-Oeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0295";9549;"058T";"Região Sudeste";"%";100,00;100,00;100,00;100,00;
2024;"2305";"1251";"0295";9549;"058T";"Região Sul";"%";100,00;100,00;100,00;100,00;
2024;"5837";"1325";"0302";10978;"06U6";"Região Nordeste";;12,00;24,00;36,00;48,00;
2024;"5837";"1325";"0302";10978;"06U6";"Região Norte";;8,00;16,00;24,00;32,00;
2024;"1191";"1328";"0321";10136;"05E3";"Região Centro-Oeste";"unidade";150,00;160,00;170,00;180,00;
2024;"1191";"1328";"0321";10136;"05E3";"Região Nordeste";"unidade";21.756,00;22.026,00;22.297,00;22.567,00;
2024;"1191";"1328";"0321";10136;"05E3";"Região Sudeste";"unidade";5.090,00;5.154,00;5.217,00;5.280,00;
2024;"1191";"1328";"0321";10136;"05E3";"Região Sul";"unidade";10.518,00;10.714,00;10.838,00;10.960,00;
2024;"1191";"1328";"0321";10136;"05E3";"Região Norte";"unidade";3.421,00;3.464,00;3.506,00;3.549,00;
2024;"5131";"1322";"0322";9621;"05NB";"Região Norte";"d";131,00;100,00;70,00;70,00;
2024;"5131";"1322";"0322";9621;"05NB";"Região Nordeste";"d";153,00;111,00;70,00;70,00;
2024;"5131";"1322";"0322";9621;"05NB";"Região Sudeste";"d";113,00;91,00;70,00;70,00;
2024;"5131";"1322";"0322";9621;"05NB";"Região Sul";"d";113,00;91,00;70,00;70,00;
2024;"5131";"1322";"0322";9621;"05NB";"Região Centro-Oeste";"d";158,00;114,00;70,00;70,00;
2024;"1191";"1328";"0334";10322;"05FT";"Região Norte";;17.745,00;17.761,00;17.776,00;17.791,00;
2024;"1191";"1328";"0334";10322;"05FT";"Região Nordeste";;348.830,00;349.206,00;349.582,00;349.959,00;
2024;"1191";"1328";"0334";10322;"05FT";"Região Centro-Oeste";;7.198,00;7.206,00;7.214,00;7.221,00;
2024;"1191";"1328";"0334";10322;"05FT";"Região Sudeste";;48.587,00;48.641,00;48.694,00;48.748,00;
2024;"1191";"1328";"0334";10322;"05FT";"Região Sul";;42.640,00;42.687,00;42.734,00;42.781,00;
2024;"1191";"1328";"0325";10182;"05EJ";"Região Nordeste";"unidade";6.000,00;12.000,00;18.000,00;30.000,00;
2024;"1191";"1328";"0325";10182;"05EJ";"Região Norte";"unidade";2.250,00;4.500,00;6.750,00;11.250,00;
2024;"1191";"1328";"0325";10182;"05EJ";"Região Centro-Oeste";"unidade";1.500,00;3.000,00;4.500,00;7.500,00;
2024;"1191";"1328";"0325";10182;"05EJ";"Região Sudeste";"unidade";2.250,00;4.500,00;6.750,00;11.250,00;
2024;"1191";"1328";"0325";10182;"05EJ";"Região Sul";"unidade";3.000,00;6.000,00;9.000,00;15.000,00;
2024;"1191";"1328";"0328";10086;"05DL";"Região Nordeste";;4.315,00;5.328,00;6.244,00;6.843,00;
2024;"1191";"1328";"0328";10086;"05DL";"Região Norte";;4.315,00;5.328,00;6.244,00;6.843,00;
2024;"1191";"1328";"0328";10086;"05DL";"Região Sudeste";;2.763,00;3.411,00;3.997,00;4.379,00;
2024;"1191";"1328";"0328";10086;"05DL";"Região Sul";;2.763,00;3.411,00;3.997,00;4.379,00;
2024;"1191";"1328";"0328";10086;"05DL";"Região Centro-Oeste";;3.107,00;3.837,00;4.495,00;4.928,00;
2024;"1191";"1328";"0330";10532;"05H6";"Semiárido";;19.500,00;24.400,00;29.300,00;35.160,00;
2024;"1191";"1328";"0330";10532;"05H6";"Região Norte";;4.073,00;4.074,00;4.076,00;4.077,00;
2024;"1191";"1328";"0330";10532;"05H6";"Região Sudeste";;70.343,00;70.364,00;70.396,00;70.417,00;
2024;"1191";"1328";"0330";10532;"05H6";"Região Sul";;50,00;55,00;60,00;70,00;
2024;"1191";"1328";"0330";10532;"05H6";"Região Nordeste";;572.505,00;572.678,00;572.939,00;573.107,00;
2024;"1191";"1328";"0333";10805;"05IS";"Região Nordeste";"unidade";46.942,00;47.340,00;47.539,00;47.738,00;
2024;"1191";"1328";"0333";10805;"05IS";"Região Norte";"unidade";2.603,00;2.625,00;2.636,00;2.647,00;
2024;"1191";"1328";"0333";10805;"05IS";"Região Sudeste";"unidade";17.865,00;18.016,00;18.092,00;18.167,00;
2024;"1191";"1328";"0333";10805;"05IS";"Região Sul";"unidade";49.938,00;50.362,00;50.573,00;50.785,00;
2024;"1191";"1328";"0333";10805;"05IS";"Região Centro-Oeste";"unidade";651,00;657,00;660,00;663,00;
2024;"5636";"1296";"0339";9708;"05A6";"Região Centro-Oeste";"unidade";20,00;20,00;20,00;20,00;
2024;"5636";"1296";"0339";9708;"05A6";"Região Nordeste";"unidade";20,00;20,00;20,00;20,00;
2024;"5636";"1296";"0339";9708;"05A6";"Região Norte";"unidade";20,00;20,00;20,00;20,00;
2024;"5636";"1296";"0339";9708;"05A6";"Região Sudeste";"unidade";20,00;20,00;20,00;20,00;
2024;"5636";"1296";"0339";9708;"05A6";"Região Sul";"unidade";20,00;20,00;20,00;20,00;
2024;"5131";"1322";"0341";9668;"059P";"Região Centro-Oeste";"%";50,00;75,00;85,00;95,00;
2024;"5131";"1322";"0341";9668;"059P";"Região Nordeste";"%";52,00;78,00;89,00;97,00;
2024;"5131";"1322";"0341";9668;"059P";"Região Norte";"%";51,00;75,00;86,00;95,00;
2024;"5131";"1322";"0341";9668;"059P";"Região Sudeste";"%";48,00;73,00;83,00;93,00;
2024;"5131";"1322";"0341";9668;"059P";"Região Sul";"%";48,00;73,00;83,00;93,00;
2024;"5136";"1327";"0342";9661;"059Z";"Região Nordeste";"unidade";5.360,00;13.411,00;16.261,00;18.971,00;
2024;"5136";"1327";"0342";9661;"059Z";"Região Centro-Oeste";"unidade";3.055,00;7.428,00;8.985,00;10.483,00;
2024;"5136";"1327";"0342";9661;"059Z";"Região Sul";"unidade";605,00;1.832,00;1.730,00;2.018,00;
2024;"5136";"1327";"0342";9661;"059Z";"Região Norte";"unidade";10.102,00;25.163,00;30.440,00;35.513,00;
2024;"5136";"1327";"0342";9661;"059Z";"Região Sudeste";"unidade";878,00;2.136,00;2.584,00;3.015,00;
2024;"5136";"1327";"0343";9687;"05A7";"Região Norte";"unidade";10.350,00;10.350,00;10.350,00;10.350,00;
2024;"5136";"1327";"0343";9687;"05A7";"Região Nordeste";"unidade";10.350,00;10.350,00;10.350,00;10.350,00;
2024;"5136";"1327";"0343";9687;"05A7";"Região Sudeste";"unidade";10.150,00;10.150,00;10.150,00;10.350,00;
2024;"5136";"1327";"0343";9687;"05A7";"Região Centro-Oeste";"unidade";10.050,00;10.050,00;10.050,00;10.350,00;
2024;"5136";"1327";"0343";9687;"05A7";"Região Sul";"unidade";10.100,00;10.100,00;10.100,00;10.100,00;
2024;"5136";"1327";"0344";10144;"05E7";"Região Centro-Oeste";"unidade";1.000,00;1.000,00;2.000,00;2.000,00;
2024;"5136";"1327";"0344";10144;"05E7";"Região Nordeste";"unidade";8.000,00;10.000,00;15.000,00;20.000,00;
2024;"5136";"1327";"0344";10144;"05E7";"Região Norte";"unidade";1.000,00;3.000,00;5.000,00;10.000,00;
2024;"5136";"1327";"0344";10144;"05E7";"Região Sudeste";"unidade";1.000,00;1.000,00;3.000,00;2.000,00;
2024;"5136";"1327";"0344";10144;"05E7";"Região Sul";"unidade";1.000,00;1.000,00;5.000,00;8.000,00;
2024;"5136";"1327";"0345";9769;"05E9";"Região Norte";"unidade";3.375,00;3.375,00;3.375,00;3.375,00;
2024;"5136";"1327";"0345";9769;"05E9";"Região Nordeste";"unidade";7.375,00;7.375,00;7.375,00;7.375,00;
2024;"5136";"1327";"0345";9769;"05E9";"Região Centro-Oeste";"unidade";1.625,00;1.625,00;1.625,00;1.625,00;
2024;"5136";"1327";"0345";9769;"05E9";"Região Sudeste";"unidade";1.875,00;1.875,00;1.875,00;1.875,00;
2024;"5136";"1327";"0345";9769;"05E9";"Região Sul";"unidade";2.000,00;2.000,00;2.000,00;2.000,00;
2024;"5136";"1327";"0346";10168;"05EK";"Região Norte";"unidade";7.250,00;11.850,00;11.850,00;11.850,00;
2024;"5136";"1327";"0346";10168;"05EK";"Região Nordeste";"unidade";4.850,00;6.150,00;6.150,00;6.150,00;
2024;"5136";"1327";"0346";10168;"05EK";"Região Sul";"unidade";950,00;1.034,00;1.034,00;1.034,00;
2024;"5136";"1327";"0346";10168;"05EK";"Região Sudeste";"unidade";350,00;483,00;483,00;483,00;
2024;"5136";"1327";"0346";10168;"05EK";"Região Centro-Oeste";"unidade";400,00;483,00;483,00;483,00;
2024;"5113";"1329";"0352";9693;"06GT";"Região Centro-Oeste";"%";46,30;47,70;49,10;50,60;
2024;"5113";"1329";"0352";9693;"06GT";"Região Nordeste";"%";30,40;31,50;32,70;33,90;
2024;"5113";"1329";"0352";9693;"06GT";"Região Norte";"%";35,70;37,10;38,50;40,10;
2024;"5113";"1329";"0352";9693;"06GT";"Região Sudeste";"%";42,80;43,70;44,60;45,60;
2024;"5113";"1329";"0352";9693;"06GT";"Região Sul";"%";47,40;47,90;48,40;49,00;
2024;"5113";"1329";"0354";9698;"06AT";"Região Nordeste";;2.389,00;2.414,00;2.464,00;2.489,00;
2024;"5113";"1329";"0354";9698;"06AT";"Região Centro-Oeste";;928,00;1.103,00;1.253,00;1.428,00;
2024;"5113";"1329";"0354";9698;"06AT";"Região Norte";;864,00;1.039,00;1.189,00;1.364,00;
2024;"5113";"1329";"0354";9698;"06AT";"Região Sudeste";;2.357,00;2.382,00;2.432,00;2.457,00;
2024;"5113";"1329";"0354";9698;"06AT";"Região Sul";;1.320,00;1.420,00;1.520,00;1.620,00;
2024;"5113";"1329";"0355";9699;"06BU";"Região Centro-Oeste";;201,00;204,00;207,00;210,00;
2024;"5113";"1329";"0355";9699;"06BU";"Região Nordeste";;571,00;579,00;588,00;597,00;
2024;"5113";"1329";"0355";9699;"06BU";"Região Sudeste";;290,00;294,00;298,00;303,00;
2024;"5113";"1329";"0355";9699;"06BU";"Região Sul";;248,00;252,00;256,00;259,00;
2024;"5113";"1329";"0355";9699;"06BU";"Região Norte";;68,00;90,00;105,00;115,00;
2024;"5113";"1329";"0357";9701;"06DH";"Região Centro-Oeste";;32,70;33,30;33,90;34,50;
2024;"5113";"1329";"0357";9701;"06DH";"Região Nordeste";;23,20;23,90;24,50;25,10;
2024;"5113";"1329";"0357";9701;"06DH";"Região Norte";;23,50;25,00;26,60;28,20;
2024;"5113";"1329";"0357";9701;"06DH";"Região Sudeste";;30,20;30,10;30,10;30,10;
2024;"5113";"1329";"0357";9701;"06DH";"Região Sul";;44,30;44,90;45,50;46,20;
2024;"5113";"1329";"0358";9703;"06DL";"Região Centro-Oeste";"%";10,80;11,50;12,20;12,90;
2024;"5113";"1329";"0358";9703;"06DL";"Região Nordeste";"%";7,70;8,20;8,80;9,40;
2024;"5113";"1329";"0358";9703;"06DL";"Região Norte";"%";5,70;6,30;7,10;8,00;
2024;"5113";"1329";"0358";9703;"06DL";"Região Sudeste";"%";14,80;15,10;15,40;15,80;
2024;"5113";"1329";"0358";9703;"06DL";"Região Sul";"%";18,90;20,10;21,30;22,70;
