"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Indicador";"Meta do Objetivo Específico";"Região";"Unidade de Medida";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2024;"5113";"1329";"0359";10400;"06NG";"Região Centro-Oeste";;8,00;18,00;23,00;27,00;
2024;"5113";"1329";"0359";10400;"06NG";"Região Nordeste";;20,00;40,00;50,00;58,00;
2024;"5113";"1329";"0359";10400;"06NG";"Região Norte";;11,00;19,00;23,00;27,00;
2024;"5113";"1329";"0359";10400;"06NG";"Região Sudeste";;19,00;54,00;102,00;168,00;
2024;"5113";"1329";"0359";10400;"06NG";"Região Sul";;11,00;22,00;28,00;33,00;
2024;"5113";"1329";"0360";9706;"06O0";"Região Centro-Oeste";;4,00;4,00;4,00;7,00;
2024;"5113";"1329";"0360";9706;"06O0";"Região Nordeste";;10,00;10,00;10,00;17,00;
2024;"5113";"1329";"0360";9706;"06O0";"Região Norte";;6,00;6,00;6,00;9,00;
2024;"5113";"1329";"0360";9706;"06O0";"Região Sudeste";;7,00;7,00;7,00;11,00;
2024;"5113";"1329";"0360";9706;"06O0";"Região Sul";;3,00;3,00;3,00;6,00;
2024;"2323";"1330";"0365";9724;"05A8";"Região Centro-Oeste";"pessoas/ano";178.010,00;186.910,00;196.256,00;206.069,00;
2024;"2323";"1330";"0365";9724;"05A8";"Região Norte";"pessoas/ano";85.936,00;90.232,00;94.744,00;99.481,00;
2024;"2323";"1330";"0365";9724;"05A8";"Região Nordeste";"pessoas/ano";364.204,00;382.415,00;401.535,00;421.612,00;
2024;"2323";"1330";"0365";9724;"05A8";"Região Sudeste";"pessoas/ano";1.088.521,00;1.142.947,00;1.200.095,00;1.260.099,00;
2024;"2323";"1330";"0365";9724;"05A8";"Região Sul";"pessoas/ano";329.421,00;345.893,00;363.186,00;381.346,00;
2024;"2323";"1330";"0366";9741;"05AF";"Região Centro-Oeste";"unidade";3.713.528,00;3.784.942,00;3.856.356,00;3.927.770,00;
2024;"2323";"1330";"0366";9741;"05AF";"Região Sul";"unidade";9.106.864,00;9.281.996,00;9.457.128,00;9.632.260,00;
2024;"2323";"1330";"0366";9741;"05AF";"Região Nordeste";"unidade";14.475.604,00;14.753.981,00;15.032.358,00;15.310.735,00;
2024;"2323";"1330";"0366";9741;"05AF";"Região Norte";"unidade";3.783.433,00;3.856.191,00;3.928.950,00;4.001.708,00;
2024;"2323";"1330";"0366";9741;"05AF";"Região Sudeste";"unidade";20.920.571,00;21.322.890,00;21.725.208,00;22.127.527,00;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Paraná";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Pernambuco";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Alagoas";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Santa Catarina";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Goiás";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Acre";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado da Bahia";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Minas Gerais";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Ceará";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Amazonas";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Espírito Santo";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Mato Grosso";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Maranhão";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Sergipe";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Piauí";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de São Paulo";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Roraima";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Distrito Federal";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Rio Grande do Sul";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Rondônia";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado de Mato Grosso do Sul";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Tocantins";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado da Paraíba";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Pará";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Rio de Janeiro";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Rio Grande do Norte";"%";0,32;1,66;2,27;3,70;
2024;"5121";"1316";"0386";10012;"05MI";"No Estado do Amapá";"%";0,32;1,66;2,27;3,70;
2024;"5602";"1259";"0398";10124;"05DQ";"Região Centro-Oeste";"%";0,00;0,14;0,28;0,14;
2024;"5602";"1259";"0398";10124;"05DQ";"Região Nordeste";"%";0,28;0,55;0,97;0,83;
2024;"5602";"1259";"0398";10124;"05DQ";"Região Norte";"%";0,14;0,28;0,55;0,47;
2024;"5602";"1259";"0398";10124;"05DQ";"Região Sudeste";"%";0,41;0,83;1,52;1,11;
2024;"5602";"1259";"0398";10124;"05DQ";"Região Sul";"%";0,14;0,41;0,69;0,55;
2024;"5602";"1259";"0400";10130;"05DT";"Região Nordeste";"%";2,00;2,00;2,00;2,00;
2024;"5602";"1259";"0400";10130;"05DT";"Região Norte";"%";1,00;1,00;1,00;1,00;
2024;"5602";"1259";"0400";10130;"05DT";"Região Sudeste";"%";3,00;3,00;3,00;3,00;
2024;"5602";"1259";"0400";10130;"05DT";"Região Centro-Oeste";"%";0,00;0,00;0,00;0,00;
2024;"5602";"1259";"0400";10130;"05DT";"Região Sul";"%";1,00;1,00;1,00;1,00;
2024;"5602";"1259";"0399";10126;"05DR";"Região Centro-Oeste";"unidade habitacional";1.964.287,00;1.968.948,00;1.973.610,00;1.978.272,00;
2024;"5602";"1259";"0399";10126;"05DR";"Região Nordeste";"unidade habitacional";8.925.936,00;8.995.632,00;9.065.328,00;9.135.024,00;
2024;"5602";"1259";"0399";10126;"05DR";"Região Norte";"unidade habitacional";3.609.028,00;3.720.644,00;3.832.261,00;3.943.877,00;
2024;"5602";"1259";"0399";10126;"05DR";"Região Sudeste";"unidade habitacional";7.882.530,00;8.107.998,00;8.333.465,00;8.558.932,00;
2024;"5602";"1259";"0399";10126;"05DR";"Região Sul";"unidade habitacional";4.572.722,00;4.704.103,00;4.835.483,00;4.966.863,00;
2024;"5601";"1258";"0405";11038;"05ND";"Região Nordeste";;24.000,00;40.000,00;65.000,00;32.000,00;
2024;"5601";"1258";"0405";11038;"05ND";"Região Norte";;14.000,00;23.000,00;38.000,00;19.000,00;
2024;"5601";"1258";"0405";11038;"05ND";"Região Sudeste";;38.000,00;64.000,00;103.000,00;51.000,00;
2024;"5601";"1258";"0405";11038;"05ND";"Região Sul";;12.000,00;20.000,00;32.000,00;16.000,00;
2024;"5601";"1258";"0405";11038;"05ND";"Região Centro-Oeste";;12.000,00;20.000,00;32.000,00;16.000,00;
2024;"5601";"1258";"0407";11119;"05OS";"Região Centro-Oeste";"unidade";3,00;3,00;3,00;4,00;
2024;"5601";"1258";"0407";11119;"05OS";"Região Nordeste";"unidade";6,00;6,00;6,00;7,00;
2024;"5601";"1258";"0407";11119;"05OS";"Região Norte";"unidade";2,00;5,00;5,00;6,00;
2024;"5601";"1258";"0407";11119;"05OS";"Região Sudeste";"unidade";5,00;6,00;6,00;7,00;
2024;"5601";"1258";"0407";11119;"05OS";"Região Sul";"unidade";4,00;5,00;5,00;6,00;
2024;"5126";"1337";"0410";10210;"06NE";"Região Sudeste";"pessoas/ano";166.163,00;17.447,00;183.194,00;20.197,00;
2024;"5126";"1337";"0410";10210;"06NE";"Região Nordeste";"pessoas/ano";110.775,00;116.314,00;122.129,00;134.648,00;
2024;"5126";"1337";"0410";10210;"06NE";"Região Norte";"pessoas/ano";110.775,00;116.314,00;122.129,00;134.648,00;
2024;"5126";"1337";"0410";10210;"06NE";"Região Sul";"pessoas/ano";83.081,00;87.235,00;91.597,00;100.986,00;
2024;"5126";"1337";"0410";10210;"06NE";"Região Centro-Oeste";"pessoas/ano";83.081,00;87.235,00;91.597,00;100.986,00;
2024;"2322";"1256";"0409";10961;"05N0";"Região Sudeste";"%";93,60;94,10;94,60;95,10;
2024;"2322";"1256";"0409";10961;"05N0";"Região Sul";"%";86,80;87,80;88,80;89,80;
2024;"2322";"1256";"0409";10961;"05N0";"Região Nordeste";"%";73,60;75,30;77,00;78,70;
2024;"2322";"1256";"0409";10961;"05N0";"Região Norte";"%";54,40;57,90;61,40;64,90;
2024;"2322";"1256";"0409";10961;"05N0";"Região Centro-Oeste";"%";93,60;93,50;93,30;93,10;
2024;"2301";"1267";"0419";10323;"05Y1";"Região Sudeste";"unidade";175.000,00;175.000,00;350.000,00;350.000,00;
2024;"2301";"1267";"0419";10323;"05Y1";"Região Centro-Oeste";"unidade";75.000,00;75.000,00;150.000,00;150.000,00;
2024;"5126";"1337";"0431";10456;"06P9";"Região Nordeste";"pessoas/ano";12.000,00;12.000,00;12.000,00;12.000,00;
2024;"5126";"1337";"0431";10456;"06P9";"Região Centro-Oeste";"pessoas/ano";12.000,00;12.000,00;12.000,00;12.000,00;
2024;"5126";"1337";"0431";10456;"06P9";"Região Norte";"pessoas/ano";12.000,00;12.000,00;12.000,00;12.000,00;
2024;"5126";"1337";"0431";10456;"06P9";"Região Sudeste";"pessoas/ano";12.000,00;12.000,00;12.000,00;12.000,00;
2024;"5126";"1337";"0431";10456;"06P9";"Região Sul";"pessoas/ano";12.000,00;12.000,00;12.000,00;12.000,00;
2024;"5126";"1337";"0434";10495;"06QV";"Região Sudeste";;9.000,00;9.000,00;9.000,00;9.000,00;
2024;"5126";"1337";"0434";10495;"06QV";"Região Sul";;9.000,00;9.000,00;9.000,00;9.000,00;
2024;"5126";"1337";"0434";10495;"06QV";"Região Nordeste";;9.000,00;9.000,00;9.000,00;9.000,00;
2024;"5126";"1337";"0434";10495;"06QV";"Região Centro-Oeste";;9.000,00;9.000,00;9.000,00;9.000,00;
2024;"5126";"1337";"0434";10495;"06QV";"Região Norte";;9.000,00;9.000,00;9.000,00;9.000,00;
2024;"5111";"1281";"0435";10510;"06HP";"Região Centro-Oeste";;5,64;5,66;5,66;5,70;
2024;"5111";"1281";"0435";10510;"06HP";"Região Nordeste";;5,14;5,16;5,16;5,19;
2024;"5111";"1281";"0435";10510;"06HP";"Região Norte";;5,04;5,05;5,05;5,09;
2024;"5111";"1281";"0435";10510;"06HP";"Região Sudeste";;5,94;5,96;5,96;6,00;
2024;"5111";"1281";"0435";10510;"06HP";"Região Sul";;6,00;6,00;6,00;6,00;
2024;"5111";"1281";"0436";10525;"06HV";"Região Centro-Oeste";;5,10;5,10;5,10;5,30;
2024;"5111";"1281";"0436";10525;"06HV";"Região Nordeste";;4,70;4,70;4,70;4,90;
2024;"5111";"1281";"0436";10525;"06HV";"Região Norte";;4,70;4,70;4,70;4,90;
2024;"5111";"1281";"0436";10525;"06HV";"Região Sudeste";;5,30;5,40;5,40;5,50;
2024;"5111";"1281";"0436";10525;"06HV";"Região Sul";;5,30;5,40;5,40;5,50;
2024;"5111";"1281";"0438";10531;"06I0";"Região Centro-Oeste";;3,90;4,00;4,00;4,00;
2024;"5111";"1281";"0438";10531;"06I0";"Região Nordeste";;3,70;3,80;3,80;3,90;
2024;"5111";"1281";"0438";10531;"06I0";"Região Norte";;3,70;3,80;3,80;3,90;
2024;"5111";"1281";"0438";10531;"06I0";"Região Sudeste";;4,30;4,30;4,30;4,50;
2024;"5111";"1281";"0438";10531;"06I0";"Região Sul";;4,40;4,40;4,40;4,60;
2024;"5111";"1281";"0439";10540;"06I9";"Região Sul";"%";18,50;19,00;20,00;22,00;
2024;"5111";"1281";"0439";10540;"06I9";"Região Norte";"%";12,20;13,00;15,00;17,00;
2024;"5111";"1281";"0439";10540;"06I9";"Região Sudeste";"%";22,50;28,00;32,00;36,00;
2024;"5111";"1281";"0439";10540;"06I9";"Região Centro-Oeste";"%";16,50;17,00;19,00;21,00;
2024;"5111";"1281";"0439";10540;"06I9";"Região Nordeste";"%";24,10;40,00;48,00;57,00;
2024;"5111";"1281";"0443";10553;"06NI";"Região Sudeste";;571.022,00;628.124,00;690.936,00;760.030,00;
2024;"5111";"1281";"0443";10553;"06NI";"Região Norte";;167.378,00;184.116,00;202.527,00;222.780,00;
2024;"5111";"1281";"0443";10553;"06NI";"Região Nordeste";;533.430,00;586.774,00;645.451,00;709.996,00;
2024;"5111";"1281";"0443";10553;"06NI";"Região Sul";;261.747,00;287.921,00;316.714,00;348.385,00;
2024;"5111";"1281";"0443";10553;"06NI";"Região Centro-Oeste";;127.733,00;140.507,00;154.557,00;170.013,00;
2024;"5111";"1281";"0444";10566;"06OU";"Região Centro-Oeste";;22.193,00;23.058,00;23.924,00;24.790,00;
2024;"5111";"1281";"0444";10566;"06OU";"Região Sudeste";;10.064,00;10.456,00;10.849,00;11.241,00;
2024;"5111";"1281";"0444";10566;"06OU";"Região Norte";;7.542,00;7.836,00;8.131,00;8.425,00;
2024;"5111";"1281";"0444";10566;"06OU";"Região Nordeste";;18.630,00;19.356,00;20.083,00;20.810,00;
2024;"5111";"1281";"0444";10566;"06OU";"Região Sul";;5.666,00;5.887,00;6.108,00;6.329,00;
2024;"5111";"1281";"0448";10576;"06P4";"Região Centro-Oeste";;229.291,00;311.809,00;412.896,00;521.850,00;
2024;"5111";"1281";"0448";10576;"06P4";"Região Norte";;380.709,00;463.245,00;563.579,00;670.158,00;
2024;"5111";"1281";"0448";10576;"06P4";"Região Nordeste";;1.484.585,00;1.685.808,00;1.908.350,00;2.186.789,00;
2024;"5111";"1281";"0448";10576;"06P4";"Região Sudeste";;905.252,00;1.106.438,00;1.331.861,00;1.582.496,00;
2024;"5111";"1281";"0448";10576;"06P4";"Região Sul";;324.592,00;407.128,00;507.742,00;616.325,00;
2024;"5111";"1281";"0449";10585;"06PR";"Região Centro-Oeste";"unidade";191.202,00;191.393,00;191.584,00;191.775,00;
2024;"5111";"1281";"0449";10585;"06PR";"Região Nordeste";"unidade";2.782.821,00;2.838.477,00;2.895.246,00;2.953.150,00;
2024;"5111";"1281";"0449";10585;"06PR";"Região Norte";"unidade";1.101.266,00;1.117.784,00;1.134.550,00;1.151.568,00;
2024;"5111";"1281";"0449";10585;"06PR";"Região Sudeste";"unidade";595.905,00;601.864,00;607.882,00;613.960,00;
2024;"5111";"1281";"0449";10585;"06PR";"Região Sul";"unidade";359.232,00;359.241,00;361.037,00;362.842,00;
2024;"5111";"1281";"0450";10591;"06Q7";"Região Sudeste";"unidade";9.750,00;10.243,00;10.984,00;11.726,00;
2024;"5111";"1281";"0450";10591;"06Q7";"Região Nordeste";"unidade";59.471,00;59.164,00;57.857,00;56.650,00;
2024;"5111";"1281";"0450";10591;"06Q7";"Região Centro-Oeste";"unidade";40.135,00;37.532,00;35.824,00;33.289,00;
2024;"5111";"1281";"0450";10591;"06Q7";"Região Sul";"unidade";14.836,00;14.573,00;14.510,00;14.547,00;
2024;"5111";"1281";"0450";10591;"06Q7";"Região Norte";"unidade";170.527,00;161.423,00;179.287,00;188.674,00;
2024;"5111";"1281";"0452";10598;"06PV";"Região Norte";;35.880,00;38.272,00;39.468,00;41.860,00;
2024;"5111";"1281";"0452";10598;"06PV";"Região Nordeste";;207.110,00;220.918,00;227.821,00;241.629,00;
2024;"5111";"1281";"0452";10598;"06PV";"Região Sul";;8.296,00;8.849,00;9.125,00;9.678,00;
2024;"5111";"1281";"0452";10598;"06PV";"Região Sudeste";;31.236,00;33.318,00;34.360,00;36.442,00;
2024;"5111";"1281";"0452";10598;"06PV";"Região Centro-Oeste";;17.478,00;18.643,00;19.226,00;20.391,00;
2024;"5111";"1281";"0454";10606;"06IQ";"Região Centro-Oeste";"%";84,40;89,60;94,80;100,00;
2024;"5111";"1281";"0454";10606;"06IQ";"Região Nordeste";"%";66,40;77,60;88,80;100,00;
2024;"5111";"1281";"0454";10606;"06IQ";"Região Sudeste";"%";82,60;88,40;94,20;100,00;
2024;"5111";"1281";"0454";10606;"06IQ";"Região Norte";"%";55,60;70,40;85,20;100,00;
2024;"5111";"1281";"0454";10606;"06IQ";"Região Sul";"%";88,20;92,10;96,10;100,00;
2024;"5126";"1337";"0455";10609;"06MT";"Região Sul";;8,00;8,00;8,00;10,00;
2024;"5126";"1337";"0455";10609;"06MT";"Região Sudeste";;4,00;4,00;4,00;10,00;
2024;"5126";"1337";"0455";10609;"06MT";"Região Nordeste";;10,00;10,00;10,00;15,00;
2024;"5126";"1337";"0455";10609;"06MT";"Região Norte";;10,00;10,00;10,00;15,00;
2024;"5126";"1337";"0455";10609;"06MT";"Região Centro-Oeste";;8,00;8,00;8,00;10,00;
2024;"5111";"1281";"0456";10619;"06IY";"Região Centro-Oeste";"%";90,60;93,80;96,90;100,00;
2024;"5111";"1281";"0456";10619;"06IY";"Região Nordeste";"%";78,60;85,70;92,90;100,00;
2024;"5111";"1281";"0456";10619;"06IY";"Região Norte";"%";63,60;75,70;87,90;100,00;
2024;"5111";"1281";"0456";10619;"06IY";"Região Sudeste";"%";93,00;95,40;97,70;100,00;
2024;"5111";"1281";"0456";10619;"06IY";"Região Sul";"%";87,60;91,80;95,90;100,00;
2024;"5126";"1337";"0459";10650;"06QE";"Região Nordeste";"pessoas/ano";1.736,00;2.038,00;2.381,00;2.770,00;
2024;"5126";"1337";"0459";10650;"06QE";"Região Sul";"pessoas/ano";3.183,00;3.293,00;3.401,00;3.770,00;
2024;"5126";"1337";"0459";10650;"06QE";"Região Centro-Oeste";"pessoas/ano";1.157,00;1.411,00;1.701,00;2.031,00;
2024;"5126";"1337";"0459";10650;"06QE";"Região Norte";"pessoas/ano";437,00;627,00;850,00;1.108,00;
2024;"5126";"1337";"0459";10650;"06QE";"Região Sudeste";"pessoas/ano";7.959,00;8.310,00;8.674,00;8.788,00;
2024;"5111";"1281";"0460";10662;"06EJ";"Região Sudeste";;80.705,00;97.939,00;108.279,00;114.484,00;
2024;"5111";"1281";"0460";10662;"06EJ";"Região Norte";;46.971,00;55.651,00;60.858,00;63.983,00;
2024;"5111";"1281";"0460";10662;"06EJ";"Região Nordeste";;109.990,00;125.586,00;132.328,00;136.373,00;
2024;"5111";"1281";"0460";10662;"06EJ";"Região Centro-Oeste";;34.901,00;37.199,00;38.577,00;43.202,00;
2024;"5111";"1281";"0460";10662;"06EJ";"Região Sul";;50.371,00;53.042,00;60.509,00;64.990,00;
2024;"5111";"1281";"0461";10675;"06EN";"Região Centro-Oeste";;6.000,00;6.563,00;6.883,00;7.103,00;
2024;"5111";"1281";"0461";10675;"06EN";"Região Sudeste";;15.624,00;17.513,00;18.591,00;19.327,00;
2024;"5111";"1281";"0461";10675;"06EN";"Região Norte";;6.574,00;7.064,00;7.340,00;7.535,00;
2024;"5111";"1281";"0461";10675;"06EN";"Região Nordeste";;20.304,00;20.732,00;20.921,00;21.143,00;
2024;"5111";"1281";"0461";10675;"06EN";"Região Sul";;8.460,00;9.117,00;9.489,00;9.748,00;
2024;"5111";"1281";"0462";10683;"06JA";"Região Sudeste";"%";82,60;84,60;86,60;89,00;
2024;"5111";"1281";"0462";10683;"06JA";"Região Norte";"%";60,00;65,00;70,00;75,00;
2024;"5111";"1281";"0462";10683;"06JA";"Região Centro-Oeste";"%";85,80;90,80;95,80;98,00;
2024;"5111";"1281";"0462";10683;"06JA";"Região Nordeste";"%";74,50;76,50;78,50;80,50;
2024;"5111";"1281";"0462";10683;"06JA";"Região Sul";"%";84,30;87,30;90,30;93,00;
2024;"5111";"1281";"0463";10705;"06FG";"Região Centro-Oeste";"%";91,50;93,30;95,10;96,90;
2024;"5111";"1281";"0463";10705;"06FG";"Região Norte";"%";92,00;94,50;96,80;99,20;
2024;"5111";"1281";"0463";10705;"06FG";"Região Sudeste";"%";76,10;76,80;77,50;78,20;
2024;"5111";"1281";"0463";10705;"06FG";"Região Nordeste";"%";99,10;100,00;100,00;100,00;
2024;"5111";"1281";"0463";10705;"06FG";"Região Sul";"%";93,60;94,90;96,20;97,50;
2024;"5111";"1281";"0465";10713;"06FO";"Região Norte";"%";20,00;70,00;100,00;100,00;
2024;"5111";"1281";"0465";10713;"06FO";"Região Nordeste";"%";20,00;70,00;100,00;100,00;
2024;"5111";"1281";"0465";10713;"06FO";"Região Centro-Oeste";"%";20,00;70,00;100,00;100,00;
2024;"5111";"1281";"0465";10713;"06FO";"Região Sudeste";"%";20,00;70,00;100,00;100,00;
2024;"5111";"1281";"0465";10713;"06FO";"Região Sul";"%";20,00;70,00;100,00;100,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Acre";"unidade";7,00;11,00;17,00;23,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Amapá";"unidade";10,00;12,00;15,00;17,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Amazonas";"unidade";49,00;54,00;60,00;63,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Pará";"unidade";73,00;82,00;126,00;145,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Rondônia";"unidade";30,00;36,00;42,00;53,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Roraima";"unidade";16,00;16,00;16,00;16,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Tocantins";"unidade";135,00;140,00;140,00;140,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Alagoas";"unidade";75,00;82,00;96,00;103,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado da Bahia";"unidade";258,00;281,00;358,00;418,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Ceará";"unidade";95,00;102,00;134,00;185,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Maranhão";"unidade";131,00;143,00;170,00;218,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado da Paraíba";"unidade";208,00;220,00;224,00;224,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Pernambuco";"unidade";162,00;174,00;183,00;185,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Piauí";"unidade";145,00;156,00;186,00;225,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Rio Grande do Norte";"unidade";113,00;121,00;147,00;168,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Sergipe";"unidade";56,00;62,00;70,00;76,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Distrito Federal";"unidade";1,00;1,00;1,00;1,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Goiás";"unidade";217,00;234,00;241,00;247,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Mato Grosso";"unidade";116,00;127,00;138,00;142,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Mato Grosso do Sul";"unidade";62,00;69,00;75,00;80,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Espírito Santo";"unidade";79,00;79,00;79,00;79,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Minas Gerais";"unidade";690,00;735,00;780,00;854,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Rio de Janeiro";"unidade";78,00;83,00;89,00;93,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de São Paulo";"unidade";528,00;561,00;605,00;646,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Paraná";"unidade";385,00;400,00;400,00;400,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado do Rio Grande do Sul";"unidade";498,00;498,00;498,00;498,00;
2024;"5121";"1316";"0474";10862;"05O7";"No Estado de Santa Catarina";"unidade";259,00;277,00;286,00;296,00;
2024;"4006";"1338";"0476";11315;"05SS";"Região Centro-Oeste";"unidade";89,00;179,00;268,00;357,00;
2024;"4006";"1338";"0476";11315;"05SS";"Região Nordeste";"unidade";723,00;1.445,00;2.168,00;2.891,00;
2024;"4006";"1338";"0476";11315;"05SS";"Região Norte";"unidade";67,00;133,00;200,00;267,00;
2024;"4006";"1338";"0476";11315;"05SS";"Região Sudeste";"unidade";736,00;1.472,00;2.208,00;2.944,00;
2024;"4006";"1338";"0476";11315;"05SS";"Região Sul";"unidade";385,00;771,00;1.156,00;1.541,00;
2024;"4006";"1338";"0477";10990;"05MB";"Região Centro-Oeste";"unidade";200,00;400,00;600,00;800,00;
2024;"4006";"1338";"0477";10990;"05MB";"Região Nordeste";"unidade";800,00;1.600,00;2.400,00;3.200,00;
2024;"4006";"1338";"0477";10990;"05MB";"Região Norte";"unidade";300,00;600,00;900,00;1.200,00;
2024;"4006";"1338";"0477";10990;"05MB";"Região Sudeste";"unidade";400,00;800,00;1.200,00;1.600,00;
2024;"4006";"1338";"0477";10990;"05MB";"Região Sul";"unidade";300,00;600,00;900,00;1.200,00;
2024;"4006";"1338";"0478";11048;"05OI";"Região Centro-Oeste";"unidade";252,00;520,00;780,00;1.680,00;
2024;"4006";"1338";"0478";11048;"05OI";"Região Nordeste";"unidade";2.268,00;4.680,00;7.020,00;15.120,00;
2024;"4006";"1338";"0478";11048;"05OI";"Região Norte";"unidade";189,00;390,00;585,00;1.260,00;
2024;"4006";"1338";"0478";11048;"05OI";"Região Sudeste";"unidade";2.331,00;4.810,00;7.215,00;15.540,00;
2024;"4006";"1338";"0478";11048;"05OI";"Região Sul";"unidade";1.260,00;2.600,00;3.900,00;8.400,00;
2024;"5117";"1266";"0480";10883;"05TC";"Região Norte";"unidade";864.171,00;1.728.342,00;2.592.512,00;3.456.683,00;
2024;"5117";"1266";"0480";10883;"05TC";"Região Sul";"unidade";1.389.595,00;2.779.191,00;4.168.786,00;5.558.382,00;
2024;"5117";"1266";"0480";10883;"05TC";"Região Sudeste";"unidade";4.096.806,00;8.193.611,00;12.290.417,00;16.387.222,00;
2024;"5117";"1266";"0480";10883;"05TC";"Região Centro-Oeste";"unidade";763.634,00;1.527.267,00;2.290.901,00;3.054.535,00;
2024;"5117";"1266";"0480";10883;"05TC";"Região Nordeste";"unidade";2.635.794,00;5.271.589,00;7.907.383,00;10.543.178,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado de Sergipe";"unidade";73,00;74,00;75,00;76,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado do Pará";"unidade";139,00;143,00;144,00;145,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado de Mato Grosso";"unidade";100,00;115,00;129,00;142,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado de Santa Catarina";"unidade";162,00;201,00;245,00;296,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado do Paraná";"unidade";245,00;294,00;349,00;400,00;
2024;"5117";"1266";"0481";10887;"05TM";"No Estado do Rio Grande do Sul";"unidade";280,00;350,00;427,00;498,00;
